2457444.65279800 1.00257000 0.00068000 -0.26761547 -0.61257750 -0.23103982 -7.18936520
2457444.65422100 1.00099700 0.00068400 -0.27230647 0.22590450 -1.58068382 -8.18358820
2457444.65503100 1.00016800 0.00068400 -0.27492247 0.27026950 -0.59514682 -6.15438420
2457444.65656200 1.00209300 0.00068500 -0.27977447 -0.19596250 -1.29653682 -8.33705720
2457444.65809600 1.00059600 0.00068400 -0.28449747 0.22313150 0.70868018 -4.28839020
2457444.66100200 1.00037400 0.00068200 -0.29310447 -0.15509650 -0.05150382 -9.67931420
2457444.66265800 1.00152500 0.00068800 -0.29780047 0.18345150 1.46805918 -11.68650520
2457444.66444900 1.00160600 0.00068200 -0.30272147 0.01693350 0.84445318 -7.50152920
2457444.66598000 1.00093000 0.00068200 -0.30679447 -0.16529050 0.42347418 -6.16897120
2457444.66751400 1.00337700 0.00068400 -0.31075747 0.36459750 1.28404018 -9.10473120
2457444.66904800 1.00090800 0.00068200 -0.31460747 -0.49582450 -1.52278282 -10.80972220
2457444.67058600 1.00104800 0.00068200 -0.31834547 0.05669150 -1.43119282 -8.46255820
2457444.67211800 1.00202200 0.00068200 -0.32196147 -0.46071350 -0.43008482 -8.36028220
2457444.67364800 1.00133900 0.00068100 -0.32545547 -0.63716650 -1.02844682 -8.81117120
2457444.67518400 1.00164700 0.00068200 -0.32885547 -0.10075950 0.51384818 -4.61451120
2457444.67684400 1.00059300 0.00068100 -0.33241047 -0.68374550 -1.18488482 -10.01719920
2457444.67837600 1.00062100 0.00068100 -0.33557847 -1.46562950 0.95198218 -12.35996420
2457444.67991000 1.00150900 0.00068300 -0.33864547 -0.17282750 -0.22282982 -12.95897520
2457444.68144400 1.00124800 0.00068300 -0.34160847 -0.71871750 -0.27494182 -10.16840220
2457444.68297600 1.00331700 0.00068600 -0.34446147 -0.00375250 -0.30259182 -3.27249820
2457444.68450800 1.00039200 0.00068600 -0.34721447 0.43639050 -0.58439282 -5.20534020
2457444.68604000 0.99975000 0.00068500 -0.34986747 0.45177550 -0.98569582 -4.13752220
2457444.68757500 1.00186500 0.00068800 -0.35242147 0.50210850 0.60599518 -4.43350420
2457444.68910700 0.99985000 0.00068800 -0.35487747 0.33081450 -1.00267382 -0.53982120
2457444.69064300 1.00285200 0.00069100 -0.35723647 1.02941850 0.74547118 -7.68023020
2457444.69217700 1.00275900 0.00069100 -0.35950047 0.38365250 -0.16847082 -7.73358820
2457444.69370800 0.99963800 0.00068900 -0.36166347 -0.20670750 -1.72180382 -8.65746520
2457444.69536700 1.00047200 0.00069100 -0.36389847 0.27426150 1.26383318 -9.05446920
2457444.69690100 1.00166400 0.00069200 -0.36587347 -0.11340550 -1.24206382 -0.89309820
2457444.69843200 1.00035000 0.00069100 -0.36774547 0.19579550 -2.33888282 -9.09275720
2457444.69996300 1.00144600 0.00069200 -0.36952447 -0.64836150 -0.70575282 -10.59520820
2457444.70149500 1.00141500 0.00069400 -0.37121647 0.38800450 -0.47401182 -6.68484620
2457444.70302700 1.00146800 0.00069400 -0.37281547 -0.00973050 -0.93860982 -5.82412220
2457444.70455800 1.00154900 0.00069400 -0.37432447 0.07253450 -0.43669082 -7.13736220
2457444.70609400 0.99936600 0.00069300 -0.37574847 0.13436650 -1.57796282 -6.24364120
2457444.70787700 1.00120600 0.00069400 -0.37728747 -0.26567850 -0.36478582 -8.08691720
2457444.70940900 1.00133100 0.00069500 -0.37851947 0.95013850 -1.02166882 0.23933180
2457444.71094400 1.00210700 0.00069600 -0.37966147 0.30320150 -1.15949482 -4.56275020
2457444.71260200 1.00009300 0.00069500 -0.38079647 0.27619550 -0.20946482 -6.18505320
2457444.71413800 0.99986000 0.00069500 -0.38175847 -0.29154450 -0.42421282 -2.55190620
2457444.71579500 1.00067000 0.00069600 -0.38269747 0.12772750 -1.62634082 0.18491780
2457444.71732600 1.00224600 0.00069700 -0.38347347 0.58794350 -1.04208982 -1.63259320
2457444.71885800 1.00004400 0.00069500 -0.38416547 -0.20723250 -0.38277782 -4.86335120
2457444.72051500 1.00037100 0.00069600 -0.38481747 -0.05320650 -0.72642182 -6.15942720
2457444.72205000 1.00051100 0.00069600 -0.38533447 -0.04580450 -0.64287082 -6.32724220
2457444.72358300 1.00104700 0.00069600 -0.38576147 -0.14057950 -1.73374282 -6.98649920
2457444.72511600 1.00241700 0.00069700 -0.38610747 0.62115450 -0.61764082 -2.96641820
2457444.72667600 1.00066800 0.00069600 -0.38636647 0.16262250 0.52807218 -6.02923620
