2457093.71412100 0.98670900 0.00089900 0.06151171 1.25824994 80.57129904 0.22139938 516996.76610562
2457093.71514000 0.98528100 0.00090200 0.06253071 1.48517294 84.99438304 0.22962738 503896.98654062
2457093.71803300 0.98845800 0.00091100 0.06542371 1.15664294 90.66396304 0.25374338 481012.39678062
2457093.72029000 0.98717100 0.00091400 0.06768071 1.26761094 98.46548704 0.27336738 480287.92128962
2457093.72258200 0.98530900 0.00091900 0.06997271 1.05415094 104.76696504 0.29404038 454389.20514262
2457093.72486200 0.98865300 0.00092600 0.07225271 1.12107494 111.91938304 0.31551338 455721.48498562
2457093.72715300 0.98440300 0.00093200 0.07454371 1.36340694 121.48222504 0.33779838 427873.97868362
2457093.72816000 0.98401900 0.00093500 0.07555071 0.91506694 128.28559904 0.34786838 426695.30030862
2457093.73156200 0.98331000 0.00088300 0.07895271 1.39108794 202.00694004 0.38257538 843441.33535762
2457093.73405100 0.98363000 0.00089600 0.08144171 1.56218194 212.31843404 0.40971438 792706.13511062
2457093.73657400 0.98830100 0.00090800 0.08396471 1.56593494 222.69216104 0.43844438 769173.56457662
2457093.73908600 0.97944400 0.00091100 0.08647671 1.21451994 235.88320404 0.46829838 737278.09939762
2457093.74021900 0.98461900 0.00092400 0.08760971 1.66574194 243.52069804 0.48223538 705989.84153562
2457093.74509200 0.98901300 0.00094800 0.09248271 1.38005894 267.38469004 0.54539538 645089.46239462
2457093.74760300 0.98332100 0.00095900 0.09499371 1.56718994 285.57746204 0.58018038 606671.11342962
2457093.75011500 0.98893200 0.00098200 0.09750571 1.92861694 299.74024104 0.61663738 545394.26268762
2457093.75262600 0.98616300 0.00099400 0.10001671 1.91205794 317.88463704 0.65483038 512153.82912462
2457093.75376000 0.98894200 0.00101100 0.10115071 2.23719194 329.96744604 0.67270138 464840.58587962
