sweep,best_lp,median_lp,best_minus_median,accept,pop_spread,elapsed_s
1726,128943.6578,127998.5240,945.1338,0.0000,6.75476,10855.4
1727,128943.6578,127998.5240,945.1338,0.0000,6.75476,10862.4
1728,128943.6578,127998.5240,945.1338,0.0185,6.75847,10868.6
1729,128943.6578,127998.5240,945.1338,0.0000,6.75847,10874.8
1730,128943.6578,127998.5240,945.1338,0.0000,6.75847,10881.8
1731,128943.6578,127998.5240,945.1338,0.0000,6.75847,10887.9
1732,128943.6578,127998.5240,945.1338,0.0000,6.75847,10894.1
1733,128943.6578,127998.5240,945.1338,0.0185,6.81034,10900.3
1734,128943.6578,127998.5240,945.1338,0.0000,6.81034,10906.8
1735,128943.6578,127998.5240,945.1338,0.0000,6.81034,10912.9
1736,128943.6578,127998.5240,945.1338,0.0000,6.81034,10919.1
1737,128943.6578,127998.5240,945.1338,0.0000,6.81034,10925.6
1738,128943.6578,127998.5240,945.1338,0.0000,6.81034,10931.4
1739,128943.6578,127998.5240,945.1338,0.0000,6.81034,10937.7
1740,128943.6578,127998.5240,945.1338,0.0185,6.8057,10944.3
1741,128943.6578,127998.5240,945.1338,0.0000,6.8057,10950.6
1742,128943.6578,127998.5240,945.1338,0.0185,6.83483,10957.3
1743,128943.6578,127998.5240,945.1338,0.0000,6.83483,10963.8
1744,128943.6578,127998.5240,945.1338,0.0000,6.83483,10969.7
1745,128943.6578,127998.5240,945.1338,0.0000,6.83483,10976.0
1746,128943.6578,127998.5240,945.1338,0.0000,6.83483,10982.1
1747,128943.6578,127998.5240,945.1338,0.0000,6.83483,10987.8
1748,128943.6578,127998.5240,945.1338,0.0000,6.83483,10993.8
1749,128943.6578,127998.5240,945.1338,0.0000,6.83483,10999.9
1750,128943.6578,127998.5240,945.1338,0.0000,6.83483,11006.2
1751,128943.6578,127998.5240,945.1338,0.0000,6.83483,11012.9
1752,128943.6578,127998.5240,945.1338,0.0185,6.85072,11019.3
1753,128943.6578,127998.5240,945.1338,0.0000,6.85072,11025.4
1754,128943.6578,127998.5240,945.1338,0.0000,6.85072,11031.3
1755,128943.6578,127998.5240,945.1338,0.0000,6.85072,11037.7
1756,128943.6578,127998.5240,945.1338,0.0000,6.85072,11043.8
1757,128943.6578,127998.5240,945.1338,0.0000,6.85072,11051.3
1758,128943.6578,127998.5240,945.1338,0.0000,6.85072,11056.9
1759,128943.6578,127998.5240,945.1338,0.0185,6.9256,11062.6
1760,128943.6578,127998.5240,945.1338,0.0000,6.9256,11068.6
1761,128943.6578,127998.5240,945.1338,0.0185,6.92791,11074.1
1762,128943.6578,127998.5240,945.1338,0.0000,6.92791,11080.5
1763,128943.6578,127998.5240,945.1338,0.0000,6.92791,11086.8
1764,128943.6578,127998.5240,945.1338,0.0185,6.96609,11092.3
1765,128943.6578,127998.5240,945.1338,0.0000,6.96609,11098.8
1766,128943.6578,127998.5240,945.1338,0.0000,6.96609,11105.1
1767,128943.6578,127998.5240,945.1338,0.0000,6.96609,11112.2
1768,128943.6578,127998.5240,945.1338,0.0000,6.96609,11118.5
1769,128943.6578,127998.5240,945.1338,0.0000,6.96609,11124.9
1770,128943.6578,127998.5240,945.1338,0.0000,6.96609,11131.3
1771,128943.6578,127998.5240,945.1338,0.0000,6.96609,11137.6
1772,128943.6578,127998.5240,945.1338,0.0000,6.96609,11143.4
1773,128943.6578,127998.5240,945.1338,0.0000,6.96609,11149.4
1774,128943.6578,127998.5240,945.1338,0.0000,6.96609,11156.1
1775,128943.6578,127998.5240,945.1338,0.0000,6.96609,11162.3
1776,128943.6578,127998.5240,945.1338,0.0000,6.96609,11168.4
1777,128943.6578,127998.5240,945.1338,0.0185,6.96752,11175.3
1778,128943.6578,127998.5240,945.1338,0.0000,6.96752,11182.3
1779,128943.6578,127998.5240,945.1338,0.0185,6.95708,11188.8
1780,128943.6578,127999.9050,943.7529,0.0185,6.9681,11194.6
1781,128943.6578,127999.9050,943.7529,0.0000,6.9681,11201.0
1782,128943.6578,127999.9050,943.7529,0.0185,6.96963,11207.4
1783,128943.6578,127999.9050,943.7529,0.0000,6.96963,11214.2
1784,128943.6578,127999.9050,943.7529,0.0000,6.96963,11220.3
1785,128943.6578,127999.9050,943.7529,0.0000,6.96963,11226.8
1786,128943.6578,127999.9050,943.7529,0.0000,6.96963,11233.7
1787,128943.6578,127999.9050,943.7529,0.0000,6.96963,11240.1
1788,128943.6578,127999.9050,943.7529,0.0000,6.96963,11246.3
1789,128943.6578,127999.9050,943.7529,0.0000,6.96963,11253.3
1790,128943.6578,127999.9050,943.7529,0.0000,6.96963,11258.9
1791,128943.6578,127999.9050,943.7529,0.0000,6.96963,11265.8
1792,128943.6578,127999.9050,943.7529,0.0000,6.96963,11272.1
1793,128943.6578,127999.9050,943.7529,0.0000,6.96963,11278.6
1794,128943.6578,127999.9050,943.7529,0.0000,6.96963,11284.4
1795,128943.6578,128001.3012,942.3566,0.0370,6.98409,11290.8
1796,128943.6578,128001.3012,942.3566,0.0000,6.98409,11296.7
1797,128943.6578,128001.3012,942.3566,0.0000,6.98409,11302.9
1798,128943.6578,128001.3012,942.3566,0.0000,6.98409,11309.5
1799,128943.6578,128001.3012,942.3566,0.0000,6.98409,11315.9
1800,128943.6578,128001.3012,942.3566,0.0000,6.98409,11322.2
1801,128943.6578,128001.3012,942.3566,0.0000,6.98409,11329.0
1802,128943.6578,128001.3012,942.3566,0.0000,6.98409,11334.7
1803,128943.6578,128001.3012,942.3566,0.0000,6.98409,11340.7
1804,128943.6578,128001.3012,942.3566,0.0000,6.98409,11347.0
1805,128943.6578,128001.3012,942.3566,0.0185,7.00577,11353.3
1806,128943.6578,128001.3012,942.3566,0.0000,7.00577,11359.5
1807,128943.6578,128001.3012,942.3566,0.0000,7.00577,11365.3
1808,128943.6578,128001.3012,942.3566,0.0000,7.00577,11372.6
1809,128943.6578,128001.3012,942.3566,0.0000,7.00577,11378.5
1810,128943.6578,128001.3012,942.3566,0.0000,7.00577,11384.5
1811,128943.6578,128001.3012,942.3566,0.0000,7.00577,11391.0
1812,128943.6578,128001.3012,942.3566,0.0000,7.00577,11397.3
1813,128943.6578,128001.3012,942.3566,0.0000,7.00577,11403.3
1814,128943.6578,128001.3012,942.3566,0.0000,7.00577,11409.7
1815,128943.6578,128001.3012,942.3566,0.0000,7.00577,11415.7
1816,128943.6578,128001.3012,942.3566,0.0000,7.00577,11422.0
1817,128943.6578,128001.3012,942.3566,0.0000,7.00577,11429.1
1818,128943.6578,128001.3012,942.3566,0.0000,7.00577,11436.6
1819,128943.6578,128001.3012,942.3566,0.0000,7.00577,11442.5
1820,128943.6578,128001.3012,942.3566,0.0185,7.0075,11449.4
1821,128943.6578,128001.3012,942.3566,0.0000,7.0075,11455.9
1822,128943.6578,128001.3012,942.3566,0.0000,7.0075,11463.1
1823,128943.6578,128001.3012,942.3566,0.0000,7.0075,11469.5
1824,128943.6578,128001.3012,942.3566,0.0000,7.0075,11475.0
1825,128943.6578,128001.3012,942.3566,0.0000,7.0075,11481.6
1826,128943.6578,128001.3012,942.3566,0.0000,7.0075,11487.9
1827,128943.6578,128001.3012,942.3566,0.0000,7.0075,11494.9
1828,128943.6578,128001.3012,942.3566,0.0000,7.0075,11501.5
1829,128943.6578,128001.3012,942.3566,0.0000,7.0075,11507.7
1830,128943.6578,128001.3012,942.3566,0.0000,7.0075,11514.7
1831,128943.6578,128001.3012,942.3566,0.0000,7.0075,11521.2
1832,128943.6578,128001.3012,942.3566,0.0000,7.0075,11527.1
1833,128943.6578,128001.3012,942.3566,0.0000,7.0075,11534.0
1834,128943.6578,128001.3012,942.3566,0.0000,7.0075,11540.3
1835,128943.6578,128001.3012,942.3566,0.0000,7.0075,11546.7
1836,128943.6578,128001.3012,942.3566,0.0000,7.0075,11553.0
1837,128943.6578,128001.3012,942.3566,0.0000,7.0075,11560.0
1838,128943.6578,128001.3012,942.3566,0.0000,7.0075,11566.4
1839,128943.6578,128001.3012,942.3566,0.0185,7.05004,11572.7
1840,128943.6578,128001.3012,942.3566,0.0000,7.05004,11578.8
1841,128943.6578,128001.3012,942.3566,0.0000,7.05004,11584.6
1842,128943.6578,128001.3012,942.3566,0.0000,7.05004,11591.9
1843,128943.6578,128001.3012,942.3566,0.0000,7.05004,11598.1
1844,128943.6578,128001.3012,942.3566,0.0000,7.05004,11604.2
1845,128943.6578,128001.3012,942.3566,0.0000,7.05004,11610.9
1846,128943.6578,128001.3012,942.3566,0.0000,7.05004,11617.2
1847,128943.6578,128001.3012,942.3566,0.0000,7.05004,11623.2
1848,128943.6578,128001.3012,942.3566,0.0000,7.05004,11630.1
1849,128943.6578,128001.3012,942.3566,0.0000,7.05004,11636.1
1850,128943.6578,128001.3012,942.3566,0.0185,7.05341,11642.5
1851,128943.6578,128001.3012,942.3566,0.0000,7.05341,11649.1
1852,128943.6578,128001.3012,942.3566,0.0000,7.05341,11654.9
1853,128943.6578,128001.3012,942.3566,0.0185,7.08048,11661.6
1854,128943.6578,128001.3012,942.3566,0.0000,7.08048,11667.4
1855,128943.6578,128001.3012,942.3566,0.0000,7.08048,11673.6
1856,128943.6578,128001.3012,942.3566,0.0000,7.08048,11680.0
1857,128943.6578,128001.3012,942.3566,0.0000,7.08048,11686.7
1858,128943.6578,128001.3012,942.3566,0.0000,7.08048,11693.8
1859,128943.6578,128001.3012,942.3566,0.0000,7.08048,11699.8
1860,128943.6578,128001.3012,942.3566,0.0000,7.08048,11705.6
1861,128943.6578,128001.3012,942.3566,0.0000,7.08048,11712.5
1862,128943.6578,128001.3012,942.3566,0.0000,7.08048,11719.0
1863,128943.6578,128001.3012,942.3566,0.0000,7.08048,11725.5
1864,128943.6578,128001.3012,942.3566,0.0185,7.07662,11731.8
1865,128943.6578,128001.3012,942.3566,0.0000,7.07662,11738.1
1866,128943.6578,128001.3012,942.3566,0.0000,7.07662,11744.5
1867,128943.6578,128001.3012,942.3566,0.0185,7.07569,11750.4
1868,128943.6578,128001.3012,942.3566,0.0000,7.07569,11757.0
1869,128943.6578,128001.3012,942.3566,0.0000,7.07569,11762.9
1870,128943.6578,128001.3012,942.3566,0.0000,7.07569,11769.5
1871,128943.6578,128001.3012,942.3566,0.0000,7.07569,11775.5
1872,128943.6578,128001.3012,942.3566,0.0000,7.07569,11782.6
1873,128943.6578,128001.3012,942.3566,0.0000,7.07569,11788.6
1874,128943.6578,128001.3012,942.3566,0.0000,7.07569,11794.7
1875,128943.6578,128001.3012,942.3566,0.0000,7.07569,11801.2
1876,128943.6578,128001.3012,942.3566,0.0000,7.07569,11807.9
1877,128943.6578,128001.3012,942.3566,0.0185,7.07425,11813.9
1878,128943.6578,128001.3012,942.3566,0.0000,7.07425,11820.2
1879,128943.6578,128001.3012,942.3566,0.0000,7.07425,11826.9
1880,128943.6578,128001.3012,942.3566,0.0000,7.07425,11833.4
1881,128943.6578,128001.3012,942.3566,0.0000,7.07425,11840.0
1882,128943.6578,128001.3012,942.3566,0.0000,7.07425,11846.4
1883,128943.6578,128001.3012,942.3566,0.0185,7.09627,11853.1
1884,128943.6578,128001.3012,942.3566,0.0000,7.09627,11859.1
1885,128943.6578,128001.3012,942.3566,0.0000,7.09627,11865.3
1886,128943.6578,128001.3012,942.3566,0.0000,7.09627,11871.9
1887,128943.6578,128001.3012,942.3566,0.0000,7.09627,11879.0
1888,128943.6578,128001.3012,942.3566,0.0000,7.09627,11884.6
1889,128943.6578,128001.3012,942.3566,0.0000,7.09627,11890.7
1890,128943.6578,128001.3012,942.3566,0.0000,7.09627,11896.7
1891,128943.6578,128001.3012,942.3566,0.0185,7.08405,11903.3
1892,128943.6578,128001.3012,942.3566,0.0000,7.08405,11910.1
1893,128943.6578,128001.3012,942.3566,0.0000,7.08405,11916.7
1894,128943.6578,128001.3012,942.3566,0.0000,7.08405,11922.5
1895,128943.6578,128001.3012,942.3566,0.0000,7.08405,11928.9
1896,128943.6578,128001.3012,942.3566,0.0000,7.08405,11935.9
1897,128943.6578,128001.3012,942.3566,0.0000,7.08405,11942.1
1898,128943.6578,128001.3012,942.3566,0.0185,7.08434,11948.6
1899,128943.6578,128001.3012,942.3566,0.0185,7.08687,11954.7
1900,128943.6578,128001.3012,942.3566,0.0000,7.08687,11961.2
1901,128943.6578,128001.3012,942.3566,0.0000,7.08687,11967.4
1902,128943.6578,128001.3012,942.3566,0.0000,7.08687,11974.3
1903,128943.6578,128001.3012,942.3566,0.0000,7.08687,11980.3
1904,128943.6578,128001.3012,942.3566,0.0185,7.0635,11986.8
1905,128943.6578,128001.3012,942.3566,0.0000,7.0635,11992.8
1906,128943.6578,128001.3012,942.3566,0.0000,7.0635,11998.3
1907,128943.6578,128001.3012,942.3566,0.0185,7.06614,12004.3
1908,128943.6578,128001.3012,942.3566,0.0000,7.06614,12011.3
1909,128943.6578,128001.3012,942.3566,0.0000,7.06614,12017.3
1910,128943.6578,128001.3012,942.3566,0.0185,7.0612,12023.3
1911,128943.6578,128001.3012,942.3566,0.0000,7.0612,12030.0
1912,128943.6578,128001.3012,942.3566,0.0000,7.0612,12036.2
1913,128943.6578,128001.3012,942.3566,0.0000,7.0612,12042.4
1914,128943.6578,128001.3012,942.3566,0.0000,7.0612,12048.6
1915,128943.6578,128001.3012,942.3566,0.0185,7.08224,12054.6
1916,128943.6578,128001.3012,942.3566,0.0000,7.08224,12061.3
1917,128943.6578,128001.3012,942.3566,0.0000,7.08224,12067.7
1918,128943.6578,128001.3012,942.3566,0.0000,7.08224,12074.4
1919,128943.6578,128001.3012,942.3566,0.0000,7.08224,12080.5
1920,128943.6578,128001.3012,942.3566,0.0000,7.08224,12087.2
1921,128943.6578,128001.3012,942.3566,0.0000,7.08224,12094.2
1922,128943.6578,128001.3012,942.3566,0.0000,7.08224,12100.4
1923,128943.6578,128001.3012,942.3566,0.0000,7.08224,12107.3
1924,128943.6578,128001.3012,942.3566,0.0000,7.08224,12113.5
1925,128943.6578,128001.3012,942.3566,0.0185,7.14042,12119.7
1926,128943.6578,128001.3012,942.3566,0.0185,7.1513,12126.3
1927,128943.6578,128001.3012,942.3566,0.0000,7.1513,12133.0
1928,128943.6578,128001.3012,942.3566,0.0000,7.1513,12138.5
1929,128943.6578,128001.3012,942.3566,0.0000,7.1513,12145.2
1930,128943.6578,128001.3012,942.3566,0.0000,7.1513,12151.0
1931,128943.6578,128001.3012,942.3566,0.0000,7.1513,12157.4
1932,128943.6578,128001.3012,942.3566,0.0000,7.1513,12164.0
1933,128943.6578,128001.3012,942.3566,0.0000,7.1513,12170.3
1934,128943.6578,128001.3012,942.3566,0.0000,7.1513,12177.4
1935,128943.6578,128001.3012,942.3566,0.0000,7.1513,12184.5
1936,128943.6578,128001.3012,942.3566,0.0000,7.1513,12190.9
1937,128943.6578,128001.3012,942.3566,0.0000,7.1513,12197.3
1938,128943.6578,128001.3012,942.3566,0.0000,7.1513,12203.8
1939,128943.6578,128001.3012,942.3566,0.0000,7.1513,12209.6
1940,128943.6578,128001.3012,942.3566,0.0000,7.1513,12215.5
1941,128943.6578,128001.3012,942.3566,0.0000,7.1513,12221.8
1942,128943.6578,128001.3012,942.3566,0.0000,7.1513,12227.8
1943,128943.6578,128001.3012,942.3566,0.0000,7.1513,12233.8
1944,128943.6578,128001.3012,942.3566,0.0000,7.1513,12240.2
1945,128943.6578,128001.3012,942.3566,0.0000,7.1513,12247.0
1946,128943.6578,128001.3012,942.3566,0.0000,7.1513,12253.3
1947,128943.6578,128001.3012,942.3566,0.0185,7.19104,12259.2
1948,128943.6578,128001.3012,942.3566,0.0000,7.19104,12265.6
1949,128943.6578,128001.3012,942.3566,0.0000,7.19104,12271.4
1950,128943.6578,128001.3012,942.3566,0.0000,7.19104,12278.0
1951,128943.6578,128001.3012,942.3566,0.0000,7.19104,12284.2
1952,128943.6578,128001.3012,942.3566,0.0000,7.19104,12290.6
1953,128943.6578,128001.3012,942.3566,0.0000,7.19104,12296.8
1954,128943.6578,128001.3012,942.3566,0.0000,7.19104,12303.2
1955,128943.6578,128001.3012,942.3566,0.0000,7.19104,12309.2
1956,128943.6578,128001.3012,942.3566,0.0000,7.19104,12315.4
1957,128943.6578,128001.3012,942.3566,0.0000,7.19104,12322.3
1958,128943.6578,128001.3012,942.3566,0.0000,7.19104,12329.3
1959,128943.6578,128001.3012,942.3566,0.0000,7.19104,12335.3
1960,128943.6578,128001.3012,942.3566,0.0000,7.19104,12340.7
1961,128943.6578,128001.3012,942.3566,0.0000,7.19104,12346.6
1962,128943.6578,128001.3012,942.3566,0.0000,7.19104,12352.5
1963,128943.6578,128001.3012,942.3566,0.0000,7.19104,12358.9
1964,128943.6578,128001.3012,942.3566,0.0185,7.1465,12365.1
1965,128943.6578,128001.3012,942.3566,0.0000,7.1465,12371.6
1966,128943.6578,128001.3012,942.3566,0.0000,7.1465,12377.2
1967,128943.6578,128001.3012,942.3566,0.0000,7.1465,12384.1
1968,128943.6578,128001.3012,942.3566,0.0185,7.12504,12389.8
1969,128943.6578,128001.3012,942.3566,0.0000,7.12504,12396.3
1970,128943.6578,128001.3012,942.3566,0.0000,7.12504,12402.8
1971,128943.6578,128001.3012,942.3566,0.0185,7.13547,12409.2
1972,128943.6578,128001.3012,942.3566,0.0000,7.13547,12415.5
1973,128943.6578,128001.3012,942.3566,0.0185,7.13498,12422.1
1974,128943.6578,128001.3012,942.3566,0.0000,7.13498,12428.7
1975,128943.6578,128001.3012,942.3566,0.0000,7.13498,12435.5
1976,128943.6578,128001.3012,942.3566,0.0185,7.16442,12442.2
1977,128943.6578,128001.3012,942.3566,0.0000,7.16442,12448.1
1978,128943.6578,128001.3012,942.3566,0.0000,7.16442,12454.3
1979,128943.6578,128001.3012,942.3566,0.0000,7.16442,12460.5
1980,128943.6578,128001.3012,942.3566,0.0000,7.16442,12466.8
1981,128943.6578,128001.3012,942.3566,0.0000,7.16442,12473.0
1982,128943.6578,128001.3012,942.3566,0.0000,7.16442,12479.7
1983,128943.6578,128001.3012,942.3566,0.0000,7.16442,12486.3
1984,128943.6578,128001.3012,942.3566,0.0000,7.16442,12492.7
1985,128943.6578,128001.3012,942.3566,0.0000,7.16442,12498.9
1986,128943.6578,128001.3012,942.3566,0.0000,7.16442,12505.5
1987,128943.6578,128001.3012,942.3566,0.0000,7.16442,12512.1
1988,128943.6578,128001.3012,942.3566,0.0000,7.16442,12518.3
1989,128943.6578,128001.3012,942.3566,0.0185,7.23373,12524.1
1990,128943.6578,128001.3012,942.3566,0.0185,7.22321,12530.3
1991,128943.6578,128001.3012,942.3566,0.0000,7.22321,12536.6
1992,128943.6578,128001.3012,942.3566,0.0000,7.22321,12543.3
1993,128943.6578,128001.3012,942.3566,0.0000,7.22321,12549.1
1994,128943.6578,128001.3012,942.3566,0.0000,7.22321,12555.0
1995,128943.6578,128001.3012,942.3566,0.0000,7.22321,12561.9
1996,128943.6578,128001.3012,942.3566,0.0000,7.22321,12568.3
1997,128943.6578,128001.3012,942.3566,0.0000,7.22321,12574.5
1998,128943.6578,128001.3012,942.3566,0.0185,7.24401,12580.8
1999,128943.6578,128001.3012,942.3566,0.0000,7.24401,12586.6
2000,128943.6578,128001.3012,942.3566,0.0000,7.24401,12592.8
2001,128943.6578,128001.3012,942.3566,0.0000,7.24401,12599.6
2002,128943.6578,128001.3012,942.3566,0.0000,7.24401,12606.3
2003,128943.6578,128001.3012,942.3566,0.0000,7.24401,12613.0
2004,128943.6578,128001.3012,942.3566,0.0000,7.24401,12619.2
2005,128943.6578,128001.3012,942.3566,0.0185,7.23649,12625.8
2006,128943.6578,128001.3012,942.3566,0.0000,7.23649,12632.5
2007,128943.6578,128001.3012,942.3566,0.0000,7.23649,12639.4
2008,128943.6578,128001.3012,942.3566,0.0000,7.23649,12646.0
2009,128943.6578,128001.3012,942.3566,0.0000,7.23649,12652.2
2010,128943.6578,128001.3012,942.3566,0.0000,7.23649,12658.6
2011,128943.6578,128001.3012,942.3566,0.0000,7.23649,12665.2
2012,128943.6578,128001.3012,942.3566,0.0000,7.23649,12671.4
2013,128943.6578,128001.3012,942.3566,0.0000,7.23649,12677.4
2014,128943.6578,128001.3012,942.3566,0.0000,7.23649,12683.7
2015,128943.6578,128001.3012,942.3566,0.0000,7.23649,12689.4
2016,128943.6578,128001.3012,942.3566,0.0000,7.23649,12695.9
2017,128943.6578,128001.3012,942.3566,0.0000,7.23649,12701.4
2018,128943.6578,128001.3012,942.3566,0.0000,7.23649,12707.8
2019,128943.6578,128001.3012,942.3566,0.0000,7.23649,12713.7
2020,128943.6578,128001.3012,942.3566,0.0000,7.23649,12719.8
2021,128943.6578,128001.3012,942.3566,0.0000,7.23649,12725.8
2022,128943.6578,128001.3012,942.3566,0.0000,7.23649,12732.0
2023,128943.6578,128001.3012,942.3566,0.0000,7.23649,12738.6
2024,128943.6578,128001.3012,942.3566,0.0000,7.23649,12744.3
2025,128943.6578,128001.3012,942.3566,0.0000,7.23649,12750.3
2026,128943.6578,128001.3012,942.3566,0.0000,7.23649,12756.5
2027,128943.6578,128001.3012,942.3566,0.0000,7.23649,12763.1
2028,128943.6578,128001.3012,942.3566,0.0000,7.23649,12769.5
2029,128943.6578,128001.3012,942.3566,0.0000,7.23649,12776.4
2030,128943.6578,128001.3012,942.3566,0.0000,7.23649,12782.6
2031,128943.6578,128001.3012,942.3566,0.0000,7.23649,12788.6
2032,128943.6578,128001.3012,942.3566,0.0000,7.23649,12794.7
2033,128943.6578,128001.3012,942.3566,0.0185,7.20097,12801.1
2034,128943.6578,128001.3012,942.3566,0.0000,7.20097,12807.2
2035,128943.6578,128001.3012,942.3566,0.0000,7.20097,12813.5
2036,128943.6578,128001.3012,942.3566,0.0185,7.19891,12819.5
2037,128943.6578,128001.3012,942.3566,0.0000,7.19891,12825.8
2038,128943.6578,128001.3012,942.3566,0.0000,7.19891,12832.1
2039,128943.6578,128001.3012,942.3566,0.0000,7.19891,12838.4
2040,128943.6578,128001.3012,942.3566,0.0000,7.19891,12844.8
2041,128943.6578,128001.3012,942.3566,0.0000,7.19891,12850.8
2042,128943.6578,128001.3012,942.3566,0.0185,7.20459,12857.0
2043,128943.6578,128001.3012,942.3566,0.0185,7.20061,12863.4
2044,128943.6578,128001.3012,942.3566,0.0000,7.20061,12869.5
2045,128943.6578,128001.3012,942.3566,0.0000,7.20061,12876.0
2046,128943.6578,128001.3012,942.3566,0.0000,7.20061,12883.1
2047,128943.6578,128001.3012,942.3566,0.0000,7.20061,12889.3
2048,128943.6578,128025.7970,917.8608,0.0185,7.20063,12896.7
2049,128943.6578,128025.7970,917.8608,0.0000,7.20063,12902.7
2050,128943.6578,128025.7970,917.8608,0.0000,7.20063,12909.8
2051,128943.6578,128025.7970,917.8608,0.0000,7.20063,12916.1
2052,128943.6578,128025.7970,917.8608,0.0000,7.20063,12922.8
2053,128943.6578,128025.7970,917.8608,0.0000,7.20063,12929.2
2054,128943.6578,128025.7970,917.8608,0.0185,7.23867,12935.8
2055,128943.6578,128025.7970,917.8608,0.0000,7.23867,12942.5
2056,128943.6578,128025.7970,917.8608,0.0000,7.23867,12948.3
2057,128943.6578,128025.7970,917.8608,0.0000,7.23867,12954.6
2058,128943.6578,128025.7970,917.8608,0.0185,7.3131,12961.4
2059,128943.6578,128025.7970,917.8608,0.0000,7.3131,12968.2
2060,128943.6578,128025.7970,917.8608,0.0000,7.3131,12974.4
2061,128943.6578,128025.7970,917.8608,0.0000,7.3131,12980.6
2062,128943.6578,128025.7970,917.8608,0.0000,7.3131,12987.4
2063,128943.6578,128025.7970,917.8608,0.0185,7.37561,12993.9
2064,128943.6578,128025.7970,917.8608,0.0000,7.37561,13000.1
2065,128943.6578,128025.7970,917.8608,0.0000,7.37561,13006.4
2066,128943.6578,128025.7970,917.8608,0.0000,7.37561,13013.0
2067,128943.6578,128025.7970,917.8608,0.0000,7.37561,13018.8
2068,128943.6578,128025.7970,917.8608,0.0000,7.37561,13025.5
2069,128943.6578,128025.7970,917.8608,0.0000,7.37561,13031.9
2070,128943.6578,128025.7970,917.8608,0.0000,7.37561,13038.9
2071,128943.6578,128025.7970,917.8608,0.0000,7.37561,13045.0
2072,128943.6578,128025.7970,917.8608,0.0000,7.37561,13051.6
2073,128943.6578,128025.7970,917.8608,0.0000,7.37561,13058.4
2074,128943.6578,128043.3664,900.2914,0.0185,7.37619,13064.2
2075,128943.6578,128043.3664,900.2914,0.0000,7.37619,13070.6
2076,128943.6578,128043.3664,900.2914,0.0000,7.37619,13077.1
2077,128943.6578,128043.3664,900.2914,0.0000,7.37619,13083.5
2078,128943.6578,128043.3664,900.2914,0.0000,7.37619,13090.1
2079,128943.6578,128043.3664,900.2914,0.0000,7.37619,13096.2
2080,128943.6578,128043.3664,900.2914,0.0000,7.37619,13103.5
2081,128943.6578,128043.3664,900.2914,0.0000,7.37619,13109.1
2082,128943.6578,128043.3664,900.2914,0.0000,7.37619,13115.7
2083,128943.6578,128043.3664,900.2914,0.0000,7.37619,13122.2
2084,128943.6578,128043.3664,900.2914,0.0000,7.37619,13128.8
2085,128943.6578,128043.3664,900.2914,0.0000,7.37619,13135.5
2086,128943.6578,128043.3664,900.2914,0.0000,7.37619,13141.5
2087,128943.6578,128043.3664,900.2914,0.0000,7.37619,13148.3
2088,128943.6578,128043.3664,900.2914,0.0000,7.37619,13155.3
2089,128943.6578,128043.3664,900.2914,0.0000,7.37619,13161.5
2090,128943.6578,128043.3664,900.2914,0.0000,7.37619,13168.5
2091,128943.6578,128043.3664,900.2914,0.0000,7.37619,13175.1
2092,128943.6578,128043.3664,900.2914,0.0000,7.37619,13182.1
2093,128943.6578,128043.3664,900.2914,0.0000,7.37619,13188.0
2094,128943.6578,128043.3664,900.2914,0.0000,7.37619,13194.3
2095,128943.6578,128043.3664,900.2914,0.0000,7.37619,13201.1
2096,128943.6578,128043.3664,900.2914,0.0000,7.37619,13207.3
2097,128943.6578,128043.3664,900.2914,0.0000,7.37619,13214.0
2098,128943.6578,128043.3664,900.2914,0.0185,7.40159,13220.4
2099,128943.6578,128043.3664,900.2914,0.0000,7.40159,13227.1
2100,128943.6578,128043.3664,900.2914,0.0000,7.40159,13233.2
2101,128943.6578,128043.3664,900.2914,0.0000,7.40159,13239.2
2102,128943.6578,128043.3664,900.2914,0.0000,7.40159,13245.6
2103,128943.6578,128043.3664,900.2914,0.0000,7.40159,13251.3
2104,128943.6578,128043.3664,900.2914,0.0000,7.40159,13257.6
2105,128943.6578,128043.3664,900.2914,0.0000,7.40159,13264.3
2106,128943.6578,128043.3664,900.2914,0.0000,7.40159,13270.7
2107,128943.6578,128051.0942,892.5636,0.0185,7.39804,13277.7
2108,128943.6578,128051.0942,892.5636,0.0000,7.39804,13284.0
2109,128943.6578,128051.0942,892.5636,0.0000,7.39804,13290.6
2110,128943.6578,128051.0942,892.5636,0.0000,7.39804,13296.4
2111,128943.6578,128051.0942,892.5636,0.0000,7.39804,13302.7
2112,128943.6578,128051.0942,892.5636,0.0000,7.39804,13309.4
2113,128943.6578,128051.0942,892.5636,0.0000,7.39804,13315.9
2114,128943.6578,128051.0942,892.5636,0.0185,7.4473,13322.5
2115,128943.6578,128051.0942,892.5636,0.0000,7.4473,13329.0
2116,128943.6578,128051.0942,892.5636,0.0000,7.4473,13335.1
2117,128943.6578,128051.0942,892.5636,0.0000,7.4473,13341.8
2118,128943.6578,128051.0942,892.5636,0.0000,7.4473,13348.5
2119,128943.6578,128051.0942,892.5636,0.0000,7.4473,13354.6
2120,128943.6578,128051.0942,892.5636,0.0185,7.44639,13361.2
2121,128943.6578,128051.0942,892.5636,0.0000,7.44639,13367.9
2122,128943.6578,128051.0942,892.5636,0.0000,7.44639,13373.9
2123,128943.6578,128051.0942,892.5636,0.0000,7.44639,13380.5
