sweep,best_lp,median_lp,best_minus_median,accept,pop_spread,elapsed_s
33,126279.3349,121748.1117,4531.2232,0.0185,1.64796,331.2
34,126279.3349,121939.9082,4339.4266,0.0556,1.64391,341.0
35,126279.3349,121939.9082,4339.4266,0.0556,1.64806,350.8
36,126279.3349,122057.8660,4221.4689,0.0370,1.65167,360.9
37,126279.3349,122057.8660,4221.4689,0.0185,1.66788,370.5
38,126279.3349,122284.2631,3995.0718,0.0556,1.66307,380.3
39,126279.3349,122284.2631,3995.0718,0.0926,1.66835,390.2
40,126279.3349,122315.4635,3963.8714,0.0370,1.67915,399.9
41,126279.3349,122315.4635,3963.8714,0.0741,1.6837,409.8
42,126279.3349,122315.4635,3963.8714,0.0741,1.67729,420.0
43,126279.3349,122323.0542,3956.2806,0.0370,1.67772,429.5
44,126279.3349,122338.9360,3940.3988,0.0556,1.67684,439.1
45,126279.3349,122380.0869,3899.2479,0.1296,1.68291,449.0
46,126279.3349,122418.7842,3860.5506,0.0926,1.69895,458.8
47,126279.3349,122420.7131,3858.6218,0.0556,1.70899,468.7
48,126279.3349,122449.4615,3829.8733,0.0185,1.71177,478.7
49,126279.3349,122449.4615,3829.8733,0.0370,1.71846,488.6
50,126279.3349,122449.4615,3829.8733,0.0000,1.71846,498.2
51,126279.3349,122449.4615,3829.8733,0.0185,1.71732,508.0
52,126279.3349,122449.4615,3829.8733,0.0370,1.71843,517.7
53,126279.3349,122449.4615,3829.8733,0.0370,1.72507,527.1
54,126279.3349,122449.4615,3829.8733,0.0926,1.73349,536.7
55,126279.3349,122449.4615,3829.8733,0.0000,1.73349,546.5
56,126279.3349,122531.7714,3747.5635,0.0926,1.72575,556.1
57,126279.3349,122534.1881,3745.1468,0.0741,1.73483,565.9
58,126279.3349,122733.0035,3546.3313,0.0556,1.73449,575.7
59,126279.3349,122877.6630,3401.6718,0.0556,1.73273,585.7
60,126279.3349,122963.7813,3315.5536,0.0556,1.73509,595.4
61,126279.3349,123088.9964,3190.3384,0.0741,1.73515,605.3
62,126279.3349,123088.9964,3190.3384,0.0741,1.74012,615.2
63,126279.3349,123125.6094,3153.7255,0.0370,1.75099,625.2
64,126279.3349,123125.6094,3153.7255,0.0185,1.75385,635.2
65,126279.3349,123207.1677,3072.1671,0.0370,1.76311,645.0
66,126279.3349,123280.1422,2999.1926,0.0370,1.76153,654.8
67,126279.3349,123280.1422,2999.1926,0.0370,1.76166,664.3
68,126279.3349,123280.1422,2999.1926,0.0556,1.77178,674.2
69,126279.3349,123407.6976,2871.6372,0.0556,1.77876,684.1
70,126279.3349,123407.6976,2871.6372,0.0000,1.77876,694.1
71,126279.3349,123407.6976,2871.6372,0.0185,1.78012,704.1
72,126279.3349,123443.3737,2835.9612,0.0556,1.79884,713.6
73,126279.3349,123443.3737,2835.9612,0.0370,1.80427,723.5
74,126279.3349,123486.4881,2792.8467,0.0741,1.80595,733.2
75,126279.3349,123486.4881,2792.8467,0.0000,1.80595,743.0
76,126279.3349,123486.4881,2792.8467,0.0000,1.80595,752.6
77,126279.3349,123486.4881,2792.8467,0.0185,1.80601,762.4
78,126279.3349,123486.4881,2792.8467,0.0370,1.8096,772.3
79,126279.3349,123519.2812,2760.0537,0.0370,1.806,782.6
80,126279.3349,123519.2812,2760.0537,0.0185,1.80647,792.3
81,126279.3349,123519.2812,2760.0537,0.0185,1.80151,802.3
82,126279.3349,123519.2812,2760.0537,0.0000,1.80151,812.1
83,126279.3349,123519.2812,2760.0537,0.0000,1.80151,822.3
84,126842.4234,123558.0745,3284.3489,0.0556,1.79403,832.5
85,126842.4234,123558.0745,3284.3489,0.0185,1.80457,842.6
86,126842.4234,123584.5255,3257.8979,0.0370,1.79941,852.4
87,126842.4234,123584.5255,3257.8979,0.0370,1.80392,862.5
88,126842.4234,123584.5255,3257.8979,0.0370,1.80729,872.3
89,126842.4234,123584.5255,3257.8979,0.0185,1.80576,882.4
90,126842.4234,123783.0690,3059.3545,0.0926,1.80442,892.0
91,126842.4234,123783.0690,3059.3545,0.0185,1.80196,902.0
92,126842.4234,123783.0690,3059.3545,0.0000,1.80196,912.1
93,126842.4234,123783.0690,3059.3545,0.0370,1.80957,922.2
94,126842.4234,123783.0690,3059.3545,0.0741,1.82064,932.2
95,126842.4234,123783.0690,3059.3545,0.0000,1.82064,942.1
96,126842.4234,123783.0690,3059.3545,0.0000,1.82064,952.0
97,126842.4234,123783.0690,3059.3545,0.0185,1.82244,961.8
98,126842.4234,123783.0690,3059.3545,0.0000,1.82244,971.8
99,126842.4234,123783.0690,3059.3545,0.0741,1.82219,981.5
100,126842.4234,123783.0690,3059.3545,0.0000,1.82219,991.2
101,126842.4234,123783.0690,3059.3545,0.0185,1.82426,1001.0
102,126842.4234,123783.0690,3059.3545,0.0185,1.82607,1010.6
103,126842.4234,123783.0690,3059.3545,0.0000,1.82607,1020.5
104,126842.4234,123783.0690,3059.3545,0.0556,1.82619,1030.3
105,126842.4234,123783.0690,3059.3545,0.0185,1.82667,1040.0
106,126842.4234,123783.0690,3059.3545,0.0185,1.83066,1049.7
107,126842.4234,123783.0690,3059.3545,0.0556,1.83825,1059.5
108,126842.4234,123783.0690,3059.3545,0.0185,1.84319,1069.7
109,126842.4234,124008.6353,2833.7881,0.0926,1.86051,1079.4
110,126842.4234,124053.8685,2788.5550,0.0370,1.86543,1089.0
111,126842.4234,124053.8685,2788.5550,0.0370,1.86588,1099.0
112,126842.4234,124053.8685,2788.5550,0.0185,1.874,1108.7
113,126842.4234,124053.8685,2788.5550,0.0185,1.87651,1118.5
114,126842.4234,124053.8685,2788.5550,0.0926,1.88101,1128.2
115,126842.4234,124053.8685,2788.5550,0.0185,1.8939,1138.0
116,126842.4234,124053.8685,2788.5550,0.0185,1.89432,1147.9
117,126842.4234,124053.8685,2788.5550,0.0185,1.90905,1157.8
118,126842.4234,124053.8685,2788.5550,0.0556,1.91866,1167.7
119,126842.4234,124053.8685,2788.5550,0.0185,1.92064,1177.4
120,126842.4234,124215.0245,2627.3989,0.0556,1.91889,1187.4
121,126842.4234,124379.2576,2463.1658,0.0370,1.9235,1197.3
122,126842.4234,124379.2576,2463.1658,0.0185,1.92864,1206.8
123,126842.4234,124379.2576,2463.1658,0.0741,1.93901,1216.5
124,126842.4234,124379.2576,2463.1658,0.0185,1.93557,1226.3
125,126842.4234,124379.2576,2463.1658,0.0370,1.9388,1236.1
126,126842.4234,124379.2576,2463.1658,0.0370,1.94333,1245.9
127,126842.4234,124379.2576,2463.1658,0.0000,1.94333,1256.1
128,126842.4234,124379.2576,2463.1658,0.0185,1.94359,1265.5
129,126842.4234,124379.2576,2463.1658,0.0185,1.94619,1275.3
130,126842.4234,124379.2576,2463.1658,0.0000,1.94619,1285.3
131,126842.4234,124379.2576,2463.1658,0.0185,1.95177,1295.1
132,126842.4234,124379.2576,2463.1658,0.0370,1.96476,1304.8
133,126842.4234,124474.4198,2368.0036,0.0556,1.9662,1314.4
134,126842.4234,124474.4198,2368.0036,0.0000,1.9662,1324.0
135,126842.4234,124505.4914,2336.9320,0.0556,1.97718,1333.8
136,126842.4234,124505.4914,2336.9320,0.0370,1.97748,1343.5
137,126842.4234,124505.4914,2336.9320,0.0556,1.97237,1353.1
138,126842.4234,124524.0357,2318.3877,0.0370,1.96646,1362.7
139,126842.4234,124524.0357,2318.3877,0.0370,1.97161,1372.9
140,126842.4234,124524.0357,2318.3877,0.0556,1.9822,1382.7
141,127138.3047,124524.0357,2614.2690,0.0741,1.98732,1392.6
142,127138.3047,124524.0357,2614.2690,0.0185,1.99818,1402.5
143,127138.3047,124524.0357,2614.2690,0.0185,2.00119,1412.0
144,127138.3047,124524.0357,2614.2690,0.0370,2.00036,1421.5
145,127329.9313,124524.0357,2805.8956,0.0370,2.00888,1431.6
146,127329.9313,124524.0357,2805.8956,0.0185,2.02007,1441.2
147,127329.9313,124524.0357,2805.8956,0.0185,2.02669,1450.5
148,127329.9313,124524.0357,2805.8956,0.0185,2.04469,1460.1
149,127329.9313,124524.0357,2805.8956,0.0370,2.02195,1469.9
150,127329.9313,124524.0357,2805.8956,0.0000,2.02195,1479.6
151,127329.9313,124524.0357,2805.8956,0.0000,2.02195,1489.6
152,127329.9313,124526.3614,2803.5699,0.0185,2.02443,1499.6
153,127329.9313,124526.3614,2803.5699,0.0556,2.02159,1509.0
154,127329.9313,124526.3614,2803.5699,0.0556,2.02979,1518.7
155,127329.9313,124526.3614,2803.5699,0.0000,2.02979,1528.2
156,127329.9313,124526.3614,2803.5699,0.0370,2.03685,1538.0
157,127329.9313,124526.3614,2803.5699,0.0000,2.03685,1547.7
158,127329.9313,124526.3614,2803.5699,0.0185,2.03708,1557.7
159,127329.9313,124526.3614,2803.5699,0.1111,2.04906,1567.3
160,127329.9313,124526.3614,2803.5699,0.0741,2.03992,1576.9
161,127329.9313,124526.3614,2803.5699,0.0741,2.04696,1586.6
162,127329.9313,124526.3614,2803.5699,0.0000,2.04696,1596.4
163,127329.9313,124526.3614,2803.5699,0.0370,2.04153,1606.0
164,127329.9313,124526.3614,2803.5699,0.0185,2.04806,1615.7
165,127329.9313,124526.3614,2803.5699,0.0000,2.04806,1625.4
166,127329.9313,124603.1790,2726.7523,0.0370,2.04918,1635.1
167,127329.9313,124603.1790,2726.7523,0.0000,2.04918,1644.8
168,127329.9313,124698.6687,2631.2627,0.0185,2.0464,1655.0
169,127329.9313,124811.8576,2518.0737,0.0370,2.04186,1664.6
170,127329.9313,124811.8576,2518.0737,0.0000,2.04186,1674.5
171,127329.9313,124811.8576,2518.0737,0.0000,2.04186,1684.2
172,128040.8141,124811.8576,3228.9565,0.0556,2.04592,1693.7
173,128040.8141,124811.8576,3228.9565,0.0185,2.04047,1703.5
174,128040.8141,125089.8031,2951.0110,0.0556,2.03007,1713.2
175,128040.8141,125089.8031,2951.0110,0.0000,2.03007,1722.9
176,128040.8141,125089.8031,2951.0110,0.0000,2.03007,1732.5
177,128040.8141,125089.8031,2951.0110,0.0185,2.03227,1742.3
178,128040.8141,125089.8031,2951.0110,0.0185,2.04303,1752.0
179,128040.8141,125089.8031,2951.0110,0.0370,2.05029,1761.6
180,128040.8141,125089.8031,2951.0110,0.0926,2.07173,1771.1
181,128040.8141,125089.8031,2951.0110,0.0000,2.07173,1780.9
182,128040.8141,125089.8031,2951.0110,0.0370,2.08206,1791.0
183,128040.8141,125089.8031,2951.0110,0.0000,2.08206,1800.8
184,128040.8141,125089.8031,2951.0110,0.0556,2.09616,1810.5
185,128040.8141,125089.8031,2951.0110,0.0556,2.09284,1819.9
186,128040.8141,125089.8031,2951.0110,0.0000,2.09284,1829.4
187,128040.8141,125089.8031,2951.0110,0.0926,2.1021,1838.9
188,128040.8141,125089.8031,2951.0110,0.0000,2.1021,1848.7
189,128040.8141,125148.8736,2891.9405,0.0741,2.11814,1858.3
190,128040.8141,125148.8736,2891.9405,0.0185,2.124,1868.0
191,128040.8141,125148.8736,2891.9405,0.0556,2.14447,1877.7
192,128040.8141,125148.8736,2891.9405,0.0000,2.14447,1887.3
193,128040.8141,125148.8736,2891.9405,0.0370,2.15641,1896.7
194,128040.8141,125148.8736,2891.9405,0.0185,2.15576,1906.1
195,128040.8141,125148.8736,2891.9405,0.0000,2.15576,1915.9
196,128040.8141,125166.4547,2874.3594,0.0370,2.15379,1925.7
197,128040.8141,125209.4294,2831.3847,0.0556,2.16531,1935.3
198,128040.8141,125276.3457,2764.4684,0.0370,2.17547,1944.9
199,128040.8141,125276.3457,2764.4684,0.0000,2.17547,1954.9
200,128040.8141,125276.3457,2764.4684,0.0000,2.17547,1964.5
201,128040.8141,125276.3457,2764.4684,0.0370,2.19069,1974.4
202,128040.8141,125276.3457,2764.4684,0.0185,2.19551,1984.2
203,128040.8141,125276.3457,2764.4684,0.0185,2.20987,1994.0
204,128040.8141,125315.2292,2725.5849,0.0185,2.22343,2003.6
205,128040.8141,125315.2292,2725.5849,0.0185,2.22369,2013.5
206,128040.8141,125315.2292,2725.5849,0.0000,2.22369,2023.2
207,128040.8141,125315.2292,2725.5849,0.0000,2.22369,2032.9
208,128040.8141,125315.2292,2725.5849,0.0185,2.21325,2042.7
209,128040.8141,125315.2292,2725.5849,0.0000,2.21325,2052.2
210,128040.8141,125315.2292,2725.5849,0.0185,2.21204,2062.0
211,128040.8141,125315.2292,2725.5849,0.0000,2.21204,2071.9
212,128040.8141,125315.2292,2725.5849,0.0185,2.21206,2081.7
213,128040.8141,125325.6953,2715.1189,0.0370,2.21442,2091.5
214,128040.8141,125325.6953,2715.1189,0.0000,2.21442,2101.1
215,128040.8141,125325.6953,2715.1189,0.0000,2.21442,2111.1
216,128040.8141,125325.6953,2715.1189,0.0370,2.22808,2120.6
217,128040.8141,125325.6953,2715.1189,0.0185,2.22816,2130.4
218,128040.8141,125325.6953,2715.1189,0.0000,2.22816,2140.5
219,128040.8141,125325.6953,2715.1189,0.0556,2.23519,2150.4
220,128040.8141,125325.6953,2715.1189,0.0000,2.23519,2160.6
221,128040.8141,125325.6953,2715.1189,0.0185,2.24321,2170.4
222,128040.8141,125325.6953,2715.1189,0.0556,2.24301,2180.2
223,128040.8141,125347.6365,2693.1776,0.0741,2.26188,2190.1
224,128040.8141,125347.6365,2693.1776,0.0370,2.25628,2199.7
225,128040.8141,125347.6365,2693.1776,0.0370,2.27526,2209.4
226,128040.8141,125347.6365,2693.1776,0.0185,2.27639,2219.5
227,128040.8141,125347.6365,2693.1776,0.0000,2.27639,2229.1
228,128040.8141,125347.6365,2693.1776,0.0370,2.2738,2238.8
229,128040.8141,125347.6365,2693.1776,0.0000,2.2738,2248.2
230,128040.8141,125347.6365,2693.1776,0.0000,2.2738,2257.9
231,128040.8141,125347.6365,2693.1776,0.0185,2.27727,2267.4
232,128040.8141,125347.6365,2693.1776,0.0185,2.26184,2277.3
233,128040.8141,125347.6365,2693.1776,0.0000,2.26184,2287.3
234,128040.8141,125347.6365,2693.1776,0.1111,2.29885,2297.1
235,128040.8141,125347.6365,2693.1776,0.0556,2.31364,2306.5
236,128040.8141,125347.6365,2693.1776,0.0000,2.31364,2315.9
237,128040.8141,125347.6365,2693.1776,0.0185,2.30421,2325.8
238,128040.8141,125347.6365,2693.1776,0.0370,2.31809,2335.3
239,128040.8141,125347.6365,2693.1776,0.0370,2.32167,2345.0
240,128040.8141,125417.4228,2623.3913,0.0556,2.31751,2354.5
241,128040.8141,125417.4228,2623.3913,0.0000,2.31751,2364.2
242,128040.8141,125417.4228,2623.3913,0.0185,2.32744,2373.9
243,128040.8141,125417.4228,2623.3913,0.0185,2.32544,2383.7
244,128040.8141,125417.4228,2623.3913,0.0185,2.32562,2393.5
245,128040.8141,125417.4228,2623.3913,0.0556,2.32534,2403.1
246,128040.8141,125417.4228,2623.3913,0.0185,2.33137,2412.8
247,128040.8141,125417.4228,2623.3913,0.0185,2.34259,2422.4
248,128040.8141,125475.5019,2565.3122,0.0185,2.3437,2432.2
249,128040.8141,125475.5019,2565.3122,0.0000,2.3437,2441.8
250,128040.8141,125475.5019,2565.3122,0.0000,2.3437,2451.5
251,128040.8141,125475.5019,2565.3122,0.0370,2.34734,2461.3
252,128040.8141,125475.5019,2565.3122,0.0000,2.34734,2470.9
253,128040.8141,125475.5019,2565.3122,0.0000,2.34734,2480.5
254,128040.8141,125475.5019,2565.3122,0.0000,2.34734,2490.3
255,128040.8141,125475.5019,2565.3122,0.0556,2.34763,2500.2
256,128040.8141,125475.5019,2565.3122,0.0000,2.34763,2510.0
257,128040.8141,125475.5019,2565.3122,0.0000,2.34763,2519.9
258,128040.8141,125475.5019,2565.3122,0.0185,2.34862,2529.8
259,128040.8141,125594.6190,2446.1951,0.0741,2.35171,2539.7
260,128040.8141,125594.6190,2446.1951,0.0000,2.35171,2549.4
261,128040.8141,125594.6190,2446.1951,0.0370,2.35901,2559.3
262,128040.8141,125594.6190,2446.1951,0.0370,2.36881,2569.1
263,128040.8141,125594.6190,2446.1951,0.0370,2.35486,2578.8
264,128040.8141,125594.6190,2446.1951,0.0000,2.35486,2588.5
265,128040.8141,125594.6190,2446.1951,0.0556,2.35593,2598.3
266,128040.8141,125594.6190,2446.1951,0.0370,2.36035,2607.8
267,128040.8141,125594.6190,2446.1951,0.0000,2.36035,2617.6
268,128040.8141,125594.6190,2446.1951,0.0000,2.36035,2627.4
269,128040.8141,125594.6190,2446.1951,0.0370,2.35749,2637.5
270,128040.8141,125594.6190,2446.1951,0.0000,2.35749,2647.0
271,128040.8141,125622.3907,2418.4234,0.0185,2.35347,2656.7
272,128040.8141,125622.3907,2418.4234,0.0185,2.35745,2666.4
273,128040.8141,125622.3907,2418.4234,0.0000,2.35745,2676.4
274,128040.8141,125622.3907,2418.4234,0.0000,2.35745,2686.3
275,128040.8141,125622.3907,2418.4234,0.0000,2.35745,2696.0
276,128040.8141,125622.3907,2418.4234,0.0000,2.35745,2705.8
277,128040.8141,125622.3907,2418.4234,0.0000,2.35745,2715.8
278,128040.8141,125622.3907,2418.4234,0.0000,2.35745,2725.5
279,128040.8141,125622.3907,2418.4234,0.0000,2.35745,2735.7
280,128040.8141,125622.3907,2418.4234,0.0000,2.35745,2745.2
281,128040.8141,125622.3907,2418.4234,0.0185,2.35462,2755.0
282,128040.8141,125622.3907,2418.4234,0.0000,2.35462,2764.7
283,128040.8141,125622.3907,2418.4234,0.0000,2.35462,2774.6
284,128040.8141,125622.3907,2418.4234,0.0185,2.34241,2784.2
285,128040.8141,125622.3907,2418.4234,0.0185,2.33746,2793.9
286,128040.8141,125622.3907,2418.4234,0.0370,2.34165,2803.5
287,128040.8141,125622.3907,2418.4234,0.0185,2.33964,2813.2
288,128040.8141,125751.2829,2289.5312,0.0370,2.3386,2822.7
289,128040.8141,125751.2829,2289.5312,0.0556,2.33218,2832.5
290,128040.8141,125751.2829,2289.5312,0.0185,2.34441,2842.5
291,128040.8141,125751.2829,2289.5312,0.0000,2.34441,2852.5
292,128040.8141,125751.2829,2289.5312,0.0185,2.3548,2862.3
293,128040.8141,125751.2829,2289.5312,0.0185,2.36237,2872.1
294,128040.8141,125751.2829,2289.5312,0.0185,2.37014,2881.9
295,128040.8141,125751.2829,2289.5312,0.0000,2.37014,2891.7
296,128040.8141,125876.8993,2163.9148,0.0370,2.35929,2901.7
297,128040.8141,125876.8993,2163.9148,0.0185,2.35455,2911.8
298,128040.8141,125876.8993,2163.9148,0.0185,2.36918,2921.5
299,128040.8141,125876.8993,2163.9148,0.0000,2.36918,2931.4
300,128040.8141,126025.7312,2015.0829,0.0185,2.36881,2941.2
301,128040.8141,126025.7312,2015.0829,0.0185,2.36292,2950.9
302,128040.8141,126025.7312,2015.0829,0.0000,2.36292,2960.6
303,128040.8141,126025.7312,2015.0829,0.0000,2.36292,2970.2
304,128040.8141,126025.7312,2015.0829,0.0185,2.36331,2980.0
305,128040.8141,126025.7312,2015.0829,0.0000,2.36331,2989.9
306,128040.8141,126025.7312,2015.0829,0.0000,2.36331,2999.8
307,128040.8141,126109.1415,1931.6726,0.0185,2.3759,3009.4
308,128040.8141,126109.1415,1931.6726,0.0185,2.37434,3019.2
309,128040.8141,126109.1415,1931.6726,0.0000,2.37434,3028.9
310,128040.8141,126109.1415,1931.6726,0.0000,2.37434,3038.8
311,128040.8141,126109.1415,1931.6726,0.0185,2.372,3048.9
312,128040.8141,126109.1415,1931.6726,0.0185,2.37451,3058.8
313,128040.8141,126109.1415,1931.6726,0.0000,2.37451,3069.1
314,128040.8141,126109.1415,1931.6726,0.0185,2.38561,3079.0
315,128040.8141,126118.8766,1921.9375,0.0370,2.38533,3088.9
316,128040.8141,126118.8766,1921.9375,0.0000,2.38533,3098.8
317,128040.8141,126118.8766,1921.9375,0.0000,2.38533,3108.8
318,128040.8141,126118.8766,1921.9375,0.0000,2.38533,3118.5
319,128040.8141,126118.8766,1921.9375,0.0000,2.38533,3128.6
320,128040.8141,126118.8766,1921.9375,0.0000,2.38533,3138.4
321,128040.8141,126118.8766,1921.9375,0.0185,2.39444,3148.4
322,128040.8141,126118.8766,1921.9375,0.0000,2.39444,3158.2
323,128040.8141,126118.8766,1921.9375,0.0000,2.39444,3167.7
324,128040.8141,126118.8766,1921.9375,0.0185,2.38971,3177.4
325,128040.8141,126118.8766,1921.9375,0.0000,2.38971,3187.2
326,128040.8141,126118.8766,1921.9375,0.0370,2.38815,3197.3
327,128040.8141,126118.8766,1921.9375,0.0000,2.38815,3207.3
328,128040.8141,126118.8766,1921.9375,0.0370,2.3918,3217.1
329,128040.8141,126118.8766,1921.9375,0.0185,2.39393,3227.0
330,128040.8141,126118.8766,1921.9375,0.0370,2.4049,3237.1
331,128054.7891,126118.8766,1935.9125,0.0370,2.40561,3246.9
332,128054.7891,126118.8766,1935.9125,0.0185,2.40592,3256.9
333,128054.7891,126118.8766,1935.9125,0.0000,2.40592,3267.0
334,128054.7891,126118.8766,1935.9125,0.0185,2.41033,3276.8
335,128054.7891,126118.8766,1935.9125,0.0000,2.41033,3286.5
336,128054.7891,126118.8766,1935.9125,0.0000,2.41033,3296.8
337,128054.7891,126118.8766,1935.9125,0.0000,2.41033,3306.8
338,128054.7891,126118.8766,1935.9125,0.0000,2.41033,3316.4
339,128054.7891,126130.8964,1923.8927,0.0556,2.43056,3326.4
340,128054.7891,126200.7647,1854.0243,0.0370,2.4378,3336.2
341,128054.7891,126200.7647,1854.0243,0.0000,2.4378,3346.0
342,128054.7891,126200.7647,1854.0243,0.0185,2.43441,3355.9
343,128054.7891,126200.7647,1854.0243,0.0000,2.43441,3365.7
344,128054.7891,126200.7647,1854.0243,0.0185,2.43278,3375.4
345,128054.7891,126200.7647,1854.0243,0.0185,2.4394,3385.4
346,128054.7891,126200.7647,1854.0243,0.0185,2.43371,3395.4
347,128054.7891,126200.7647,1854.0243,0.0000,2.43371,3405.3
348,128054.7891,126200.7647,1854.0243,0.0000,2.43371,3415.4
349,128054.7891,126200.7647,1854.0243,0.0370,2.43392,3425.2
350,128054.7891,126200.7647,1854.0243,0.0185,2.44113,3435.0
351,128054.7891,126211.0820,1843.7070,0.0185,2.45024,3445.0
352,128054.7891,126211.0820,1843.7070,0.0370,2.45178,3454.8
353,128054.7891,126211.0820,1843.7070,0.0185,2.46925,3464.8
354,128054.7891,126211.0820,1843.7070,0.0185,2.48087,3475.0
355,128054.7891,126300.4627,1754.3264,0.0185,2.49065,3485.1
356,128054.7891,126342.2671,1712.5220,0.0185,2.48449,3495.2
357,128054.7891,126342.2671,1712.5220,0.0370,2.48306,3505.0
358,128054.7891,126342.2671,1712.5220,0.0185,2.48322,3515.4
359,128054.7891,126342.2671,1712.5220,0.0185,2.48356,3525.5
360,128054.7891,126342.2671,1712.5220,0.0000,2.48356,3535.5
361,128054.7891,126342.2671,1712.5220,0.0370,2.48774,3545.2
362,128054.7891,126342.2671,1712.5220,0.0185,2.48453,3555.4
363,128054.7891,126374.9919,1679.7972,0.0370,2.49966,3565.4
364,128054.7891,126422.0429,1632.7462,0.0556,2.50034,3575.6
365,128054.7891,126442.8964,1611.8927,0.0185,2.4906,3585.5
366,128054.7891,126442.8964,1611.8927,0.0000,2.4906,3596.4
367,128054.7891,126442.8964,1611.8927,0.0370,2.48815,3607.5
368,128054.7891,126442.8964,1611.8927,0.0556,2.52159,3618.0
369,128054.7891,126442.8964,1611.8927,0.0185,2.52723,3627.9
370,128054.7891,126442.8964,1611.8927,0.0370,2.55013,3639.0
371,128054.7891,126442.8964,1611.8927,0.0370,2.54922,3650.6
372,128155.0794,126442.8964,1712.1830,0.0741,2.58425,3661.1
373,128155.0794,126442.8964,1712.1830,0.0185,2.58299,3670.9
374,128155.0794,126442.8964,1712.1830,0.0185,2.57787,3681.1
375,128155.0794,126442.8964,1712.1830,0.0000,2.57787,3691.2
376,128155.0794,126442.8964,1712.1830,0.0000,2.57787,3700.9
377,128155.0794,126442.8964,1712.1830,0.0185,2.57673,3711.0
378,128155.0794,126442.8964,1712.1830,0.0185,2.57493,3720.9
379,128155.0794,126442.8964,1712.1830,0.0185,2.57328,3730.8
380,128407.4321,126442.8964,1964.5358,0.0556,2.58092,3740.8
381,128407.4321,126442.8964,1964.5358,0.0000,2.58092,3750.4
382,128407.4321,126442.8964,1964.5358,0.0000,2.58092,3760.3
383,128407.4321,126442.8964,1964.5358,0.0370,2.58845,3770.1
384,128407.4321,126549.8051,1857.6270,0.0370,2.59775,3780.5
385,128407.4321,126671.1131,1736.3190,0.0185,2.59024,3792.4
386,128407.4321,126671.1131,1736.3190,0.0000,2.59024,3803.8
387,128407.4321,126671.1131,1736.3190,0.0370,2.59284,3813.8
388,128407.4321,126671.1131,1736.3190,0.0185,2.60108,3824.7
389,128407.4321,126671.1131,1736.3190,0.0185,2.60256,3836.3
390,128407.4321,126671.1131,1736.3190,0.0000,2.60256,3846.6
391,128407.4321,126671.1131,1736.3190,0.0185,2.60332,3856.8
392,128407.4321,126671.1131,1736.3190,0.0185,2.61238,3866.7
393,128407.4321,126671.1131,1736.3190,0.0370,2.61969,3876.7
394,128407.4321,126671.1131,1736.3190,0.0000,2.61969,3886.9
395,128407.4321,126671.1131,1736.3190,0.0000,2.61969,3897.0
396,128407.4321,126671.1131,1736.3190,0.0000,2.61969,3906.9
397,128407.4321,126671.1131,1736.3190,0.0000,2.61969,3916.9
398,128407.4321,126671.1131,1736.3190,0.0185,2.6261,3927.2
399,128407.4321,126671.1131,1736.3190,0.0185,2.62946,3937.3
400,128407.4321,126671.1131,1736.3190,0.0185,2.63061,3947.3
