 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC             delta      deldot  1-way_down_LT
*******************************************************************************************
$$SOE
 2015-Jun-13 00:00     08 38 31.67 +17 56 51.5  1.39703770563307  -0.4253802    11.61880831
 2015-Jun-14 00:00     08 42 27.09 +17 41 18.3  1.39679102778112  -0.4288382    11.61675675
 2015-Jun-15 00:00     08 46 21.85 +17 25 27.5  1.39654225991624  -0.4326087    11.61468781
 2015-Jun-16 00:00     08 50 15.96 +17 09 19.5  1.39629123953177  -0.4366242    11.61260014
 2015-Jun-17 00:00     08 54 09.41 +16 52 54.6  1.39603785129393  -0.4407906    11.61049277
 2015-Jun-18 00:00     08 58 02.20 +16 36 13.2  1.39578203892928  -0.4449995    11.60836524
 2015-Jun-19 00:00     09 01 54.34 +16 19 15.5  1.39552381000260  -0.4491402    11.60621762
 2015-Jun-20 00:00     09 05 45.81 +16 02 02.0  1.39526323439453  -0.4531089    11.60405048
 2015-Jun-21 00:00     09 09 36.64 +15 44 32.9  1.39500043846928  -0.4568143    11.60186487
 2015-Jun-22 00:00     09 13 26.81 +15 26 48.7  1.39473559732119  -0.4601790    11.59966225
 2015-Jun-23 00:00     09 17 16.34 +15 08 49.6  1.39446892718510  -0.4631375    11.59744443
 2015-Jun-24 00:00     09 21 05.22 +14 50 36.0  1.39420067941466  -0.4656329    11.59521348
 2015-Jun-25 00:00     09 24 53.46 +14 32 08.2  1.39393113668186  -0.4676129    11.59297176
 2015-Jun-26 00:00     09 28 41.08 +14 13 26.7  1.39366061139549  -0.4690265    11.59072187
 2015-Jun-27 00:00     09 32 28.07 +13 54 31.7  1.39338944579270  -0.4698213    11.58846665
 2015-Jun-28 00:00     09 36 14.44 +13 35 23.5  1.39311801267511  -0.4699440    11.58620921
 2015-Jun-29 00:00     09 40 00.21 +13 16 02.6  1.39284671529506  -0.4693432    11.58395290
 2015-Jun-30 00:00     09 43 45.38 +12 56 29.3  1.39257598451034  -0.4679761    11.58170130
 2015-Jul-01 00:00     09 47 29.97 +12 36 43.8  1.39230626809965  -0.4658180    11.57945814
 2015-Jul-02 00:00     09 51 13.98 +12 16 46.7  1.39203802944236  -0.4628738    11.57722727
 2015-Jul-03 00:00     09 54 57.43 +11 56 38.1  1.39177170862721  -0.4591882    11.57501234
 2015-Jul-04 00:00     09 58 40.34 +11 36 18.4  1.39150771044268  -0.4548497    11.57281674
 2015-Jul-05 00:00     10 02 22.72 +11 15 48.0  1.39124637650117  -0.4499871    11.57064329
 2015-Jul-06 00:00     10 06 04.59 +10 55 07.1  1.39098796536364  -0.4447564    11.56849415
 2015-Jul-07 00:00     10 09 45.96 +10 34 16.2  1.39073264168728  -0.4393237    11.56637069
 2015-Jul-08 00:00     10 13 26.86 +10 13 15.5  1.39048047601608  -0.4338460    11.56427349
 2015-Jul-09 00:00     10 17 07.30 +09 52 05.4  1.39023145405047  -0.4284581    11.56220244
 2015-Jul-10 00:00     10 20 47.29 +09 30 46.2  1.38998549249727  -0.4232632    11.56015684
 2015-Jul-11 00:00     10 24 26.87 +09 09 18.2  1.38974245832307  -0.4183301    11.55813558
 2015-Jul-12 00:00     10 28 06.03 +08 47 41.7  1.38950218892908  -0.4136926    11.55613732
 2015-Jul-13 00:00     10 31 44.81 +08 25 57.2  1.38926451165595  -0.4093521    11.55416062
 2015-Jul-14 00:00     10 35 23.20 +08 04 04.9  1.38902926161040  -0.4052811    11.55220411
 2015-Jul-15 00:00     10 39 01.24 +07 42 05.3  1.38879629700873  -0.4014281    11.55026660
 2015-Jul-16 00:00     10 42 38.94 +07 19 58.6  1.38856551128139  -0.3977238    11.54834721
 2015-Jul-17 00:00     10 46 16.31 +06 57 45.1  1.38833684134551  -0.3940880    11.54644542
 2015-Jul-18 00:00     10 49 53.36 +06 35 25.3  1.38811027185636  -0.3904366    11.54456110
 2015-Jul-19 00:00     10 53 30.12 +06 12 59.6  1.38788583581661  -0.3866872    11.54269452
 2015-Jul-20 00:00     10 57 06.59 +05 50 28.1  1.38766361245663  -0.3827625    11.54084635
 2015-Jul-21 00:00     11 00 42.80 +05 27 51.3  1.38744372362093  -0.3785923    11.53901759
 2015-Jul-22 00:00     11 04 18.76 +05 05 09.6  1.38722632993334  -0.3741124    11.53720958
 2015-Jul-23 00:00     11 07 54.48 +04 42 23.3  1.38701162781129  -0.3692625    11.53542396
 2015-Jul-24 00:00     11 11 29.99 +04 19 32.7  1.38679984804632  -0.3639833    11.53366264
 2015-Jul-25 00:00     11 15 05.29 +03 56 38.2  1.38659125623217  -0.3582131    11.53192783
 2015-Jul-26 00:00     11 18 40.41 +03 33 40.1  1.38638615481176  -0.3518858    11.53022206
 2015-Jul-27 00:00     11 22 15.37 +03 10 38.8  1.38618488589069  -0.3449303    11.52854816
 2015-Jul-28 00:00     11 25 50.18 +02 47 34.6  1.38598783320016  -0.3372746    11.52690932
 2015-Jul-29 00:00     11 29 24.86 +02 24 27.9  1.38579542077537  -0.3288530    11.52530907
 2015-Jul-30 00:00     11 32 59.43 +02 01 18.9  1.38560810538925  -0.3196202    11.52375122
 2015-Jul-31 00:00     11 36 33.91 +01 38 08.1  1.38542636017976  -0.3095678    11.52223969
 2015-Aug-01 00:00     11 40 08.32 +01 14 55.8  1.38525064888804  -0.2987388    11.52077834
 2015-Aug-02 00:00     11 43 42.69 +00 51 42.3  1.38508139365035  -0.2872342    11.51937069
 2015-Aug-03 00:00     11 47 17.03 +00 28 27.8  1.38491894295581  -0.2752055    11.51801963
 2015-Aug-04 00:00     11 50 51.37 +00 05 12.8  1.38476354782197  -0.2628346    11.51672725
 2015-Aug-05 00:00     11 54 25.73 -00 18 02.4  1.38461535196892  -0.2503067    11.51549474
 2015-Aug-06 00:00     11 58 00.14 -00 41 17.5  1.38447439686492  -0.2377873    11.51432245
 2015-Aug-07 00:00     12 01 34.61 -01 04 32.3  1.38434063790894  -0.2254074    11.51321001
 2015-Aug-08 00:00     12 05 09.18 -01 27 46.3  1.38421396601926  -0.2132593    11.51215651
 2015-Aug-09 00:00     12 08 43.85 -01 50 59.2  1.38409422963967  -0.2013986    11.51116070
 2015-Aug-10 00:00     12 12 18.66 -02 14 10.8  1.38398125425134  -0.1898501    11.51022111
 2015-Aug-11 00:00     12 15 53.62 -02 37 20.6  1.38387485843686  -0.1786140    11.50933624
 2015-Aug-12 00:00     12 19 28.76 -03 00 28.3  1.38377486669967  -0.1676703    11.50850464
 2015-Aug-13 00:00     12 23 04.08 -03 23 33.6  1.38368111960511  -0.1569839    11.50772497
 2015-Aug-14 00:00     12 26 39.62 -03 46 36.2  1.38359348170159  -0.1465075    11.50699610
 2015-Aug-15 00:00     12 30 15.38 -04 09 35.6  1.38351184744165  -0.1361854    11.50631717
 2015-Aug-16 00:00     12 33 51.38 -04 32 31.5  1.38343614517713  -0.1259565    11.50568758
 2015-Aug-17 00:00     12 37 27.65 -04 55 23.7  1.38336633933516  -0.1157575    11.50510702
 2015-Aug-18 00:00     12 41 04.19 -05 18 11.6  1.38330243105987  -0.1055247    11.50457551
 2015-Aug-19 00:00     12 44 41.03 -05 40 55.1  1.38324445783343  -0.0951961    11.50409336
 2015-Aug-20 00:00     12 48 18.17 -06 03 33.6  1.38319249277079  -0.0847103    11.50366118
 2015-Aug-21 00:00     12 51 55.65 -06 26 06.9  1.38314664434830  -0.0740058    11.50327987
 2015-Aug-22 00:00     12 55 33.47 -06 48 34.6  1.38310705724823  -0.0630183    11.50295064
 2015-Aug-23 00:00     12 59 11.64 -07 10 56.3  1.38307391476286  -0.0516780    11.50267500
 2015-Aug-24 00:00     13 02 50.19 -07 33 11.7  1.38304744276567  -0.0399070    11.50245484
 2015-Aug-25 00:00     13 06 29.13 -07 55 20.4  1.38302791455987  -0.0276190    11.50229243
 2015-Aug-26 00:00     13 10 08.47 -08 17 22.1  1.38301565490501  -0.0147232    11.50219047
 2015-Aug-27 00:00     13 13 48.24 -08 39 16.4  1.38301104030596  -0.0011336    11.50215209
 2015-Aug-28 00:00     13 17 28.44 -09 01 02.9  1.38301449170132   0.0132145    11.50218079
 2015-Aug-29 00:00     13 21 09.09 -09 22 41.3  1.38302645598202   0.0283426    11.50228030
 2015-Aug-30 00:00     13 24 50.21 -09 44 11.3  1.38304737539334   0.0442106    11.50245428
 2015-Aug-31 00:00     13 28 31.83 -10 05 32.4  1.38307764884105   0.0607088    11.50270605
 2015-Sep-01 00:00     13 32 13.94 -10 26 44.4  1.38311759420109   0.0776697    11.50303827
 2015-Sep-02 00:00     13 35 56.59 -10 47 46.9  1.38316742221116   0.0948954    11.50345268
 2015-Sep-03 00:00     13 39 39.77 -11 08 39.6  1.38322722850574   0.1121904    11.50395007
 2015-Sep-04 00:00     13 43 23.52 -11 29 22.1  1.38329700318721   0.1293881    11.50453037
 2015-Sep-05 00:00     13 47 07.85 -11 49 54.0  1.38337665166129   0.1463628    11.50519278
 2015-Sep-06 00:00     13 50 52.76 -12 10 15.1  1.38346601903425   0.1630306    11.50593603
 2015-Sep-07 00:00     13 54 38.29 -12 30 25.0  1.38356491240774   0.1793425    11.50675850
 2015-Sep-08 00:00     13 58 24.44 -12 50 23.3  1.38367311852015   0.1952755    11.50765842
 2015-Sep-09 00:00     14 02 11.22 -13 10 09.7  1.38379041659731   0.2108255    11.50863396
 2015-Sep-10 00:00     14 05 58.64 -13 29 43.7  1.38391658747440   0.2260015    11.50968329
 2015-Sep-11 00:00     14 09 46.73 -13 49 05.2  1.38405142029496   0.2408229    11.51080466
 2015-Sep-12 00:00     14 13 35.47 -14 08 13.6  1.38419471782468   0.2553173    11.51199643
 2015-Sep-13 00:00     14 17 24.89 -14 27 08.7  1.38434630098953   0.2695197    11.51325711
 2015-Sep-14 00:00     14 21 14.99 -14 45 50.0  1.38450601286856   0.2834717    11.51458539
 2015-Sep-15 00:00     14 25 05.77 -15 04 17.2  1.38467372214614   0.2972203    11.51598019
 2015-Sep-16 00:00     14 28 57.25 -15 22 29.9  1.38484932598340   0.3108169    11.51744064
 2015-Sep-17 00:00     14 32 49.42 -15 40 27.8  1.38503275237570   0.3243168    11.51896615
 2015-Sep-18 00:00     14 36 42.29 -15 58 10.6  1.38522396225338   0.3377787    11.52055640
 2015-Sep-19 00:00     14 40 35.87 -16 15 37.7  1.38542295177103   0.3512661    11.52221134
 2015-Sep-20 00:00     14 44 30.15 -16 32 49.0  1.38562975532431   0.3648484    11.52393128
 2015-Sep-21 00:00     14 48 25.14 -16 49 43.9  1.38584444976019   0.3786035    11.52571683
 2015-Sep-22 00:00     14 52 20.83 -17 06 22.3  1.38606715989883   0.3926198    11.52756906
 2015-Sep-23 00:00     14 56 17.23 -17 22 43.6  1.38629806477769   0.4069964    11.52948944
 2015-Sep-24 00:00     15 00 14.33 -17 38 47.6  1.38653740288555   0.4218390    11.53147995
 2015-Sep-25 00:00     15 04 12.14 -17 54 33.9  1.38678547320926   0.4372489    11.53354309
 2015-Sep-26 00:00     15 08 10.66 -18 10 02.1  1.38704262776275   0.4533047    11.53568178
 2015-Sep-27 00:00     15 12 09.87 -18 25 12.0  1.38730925160531   0.4700382    11.53789922
 2015-Sep-28 00:00     15 16 09.79 -18 40 03.1  1.38758572947923   0.4874138    11.54019862
 2015-Sep-29 00:00     15 20 10.40 -18 54 35.2  1.38787240398432   0.5053217    11.54258282
 2015-Sep-30 00:00     15 24 11.72 -19 08 48.0  1.38816953576813   0.5235921    11.54505399
 2015-Oct-01 00:00     15 28 13.73 -19 22 41.0  1.38847727720273   0.5420258    11.54761339
 2015-Oct-02 00:00     15 32 14.98 -19 36 09.8  1.38896214288398   0.5608586    11.55164590
 2015-Oct-03 00:00     15 36 18.37 -19 49 22.7  1.38929136138211   0.5790735    11.55438392
 2015-Oct-04 00:00     15 40 22.46 -20 02 15.0  1.38963101505215   0.5969757    11.55720874
 2015-Oct-05 00:00     15 44 27.23 -20 14 46.5  1.38998089817249   0.6144842    11.56011863
 2015-Oct-06 00:00     15 48 32.68 -20 26 56.8  1.39034076802371   0.6315504    11.56311157
 2015-Oct-07 00:00     15 52 38.79 -20 38 45.6  1.39071036040322   0.6481458    11.56618538
 2015-Oct-08 00:00     15 56 45.56 -20 50 12.6  1.39108939951889   0.6642617    11.56933775
 2015-Oct-09 00:00     16 00 52.98 -21 01 17.6  1.39147760704423   0.6798933    11.57256638
 2015-Oct-10 00:00     16 05 01.02 -21 12 00.3  1.39187470373070   0.6950426    11.57586893
 2015-Oct-11 00:00     16 09 09.69 -21 22 20.5  1.39228041454659   0.7097240    11.57924312
 2015-Oct-12 00:00     16 13 18.95 -21 32 17.8  1.39269447338619   0.7239526    11.58268674
 2015-Oct-13 00:00     16 17 28.80 -21 41 52.0  1.39311662537466   0.7377527    11.58619768
 2015-Oct-14 00:00     16 21 39.21 -21 51 02.8  1.39354663256405   0.7511619    11.58977394
 2015-Oct-15 00:00     16 25 50.17 -21 59 50.1  1.39398427997273   0.7642131    11.59341374
 2015-Oct-16 00:00     16 30 01.65 -22 08 13.6  1.39442937547387   0.7769614    11.59711548
 2015-Oct-17 00:00     16 34 13.64 -22 16 13.0  1.39488176086468   0.7894664    11.60087786
 2015-Oct-18 00:00     16 38 26.10 -22 23 48.2  1.39534131480670   0.8017961    11.60469985
 2015-Oct-19 00:00     16 42 39.02 -22 30 58.9  1.39580796048297   0.8140330    11.60858083
 2015-Oct-20 00:00     16 46 52.37 -22 37 45.0  1.39628166515374   0.8262583    11.61252051
 2015-Oct-21 00:00     16 51 06.13 -22 44 06.2  1.39676245246897   0.8385756    11.61651909
 2015-Oct-22 00:00     16 55 20.26 -22 50 02.4  1.39725040713074   0.8510959    11.62057729
 2015-Oct-23 00:00     16 59 34.75 -22 55 33.5  1.39774567974431   0.8639344    11.62469635
 2015-Oct-24 00:00     17 03 49.56 -23 00 39.2  1.39824848628255   0.8771999    11.62887806
 2015-Oct-25 00:00     17 08 04.67 -23 05 19.4  1.39875909926347   0.8909765    11.63312470
 2015-Oct-26 00:00     17 12 20.05 -23 09 34.1  1.39927782647708   0.9052985    11.63743882
 2015-Oct-27 00:00     17 16 35.68 -23 13 23.0  1.39980497869240   0.9201379    11.64182301
 2015-Oct-28 00:00     17 20 51.54 -23 16 46.1  1.40034082827162   0.9353922    11.64627954
 2015-Oct-29 00:00     17 25 07.59 -23 19 43.2  1.40088557156862   0.9509052    11.65081003
 2015-Oct-30 00:00     17 29 23.81 -23 22 14.4  1.40143930580013   0.9664935    11.65541530
 2015-Oct-31 00:00     17 33 40.19 -23 24 19.5  1.40200202168921   0.9819776    11.66009526
 2015-Nov-01 00:00     17 37 56.69 -23 25 58.5  1.40257361314966   0.9972045    11.66484904
 2015-Nov-02 00:00     17 42 13.29 -23 27 11.3  1.40315341885518   1.0120588    11.66967114
 2015-Nov-03 00:00     17 46 29.97 -23 27 57.9  1.40374215401807   1.0264594    11.67456750
 2015-Nov-04 00:00     17 50 46.69 -23 28 18.3  1.40433906395850   1.0403553    11.67953185
 2015-Nov-05 00:00     17 55 03.44 -23 28 12.4  1.40494384315655   1.0537066    11.68456165
 2015-Nov-06 00:00     17 59 20.18 -23 27 40.3  1.40555617185057   1.0664939    11.68965423
 2015-Nov-07 00:00     18 03 36.89 -23 26 42.0  1.40617571920726   1.0787001    11.69480685
 2015-Nov-08 00:00     18 07 53.53 -23 25 17.5  1.40680214680222   1.0903167    11.70001669
 2015-Nov-09 00:00     18 12 10.08 -23 23 26.8  1.40743511161225   1.1013359    11.70528089
 2015-Nov-10 00:00     18 16 26.52 -23 21 10.1  1.40807426834218   1.1117580    11.71059660
 2015-Nov-11 00:00     18 20 42.80 -23 18 27.3  1.40871927404107   1.1215913    11.71596095
 2015-Nov-12 00:00     18 24 58.91 -23 15 18.5  1.40936979350417   1.1308549    11.72137115
 2015-Nov-13 00:00     18 29 14.81 -23 11 43.9  1.41002550689968   1.1395828    11.72682455
 2015-Nov-14 00:00     18 33 30.47 -23 07 43.4  1.41068611797949   1.1478235    11.73231869
 2015-Nov-15 00:00     18 37 45.87 -23 03 17.3  1.41135136313524   1.1556412    11.73785136
 2015-Nov-16 00:00     18 42 00.98 -22 58 25.7  1.41202102007709   1.1631148    11.74342073
 2015-Nov-17 00:00     18 46 15.76 -22 53 08.6  1.41269491871922   1.1703415    11.74902538
 2015-Nov-18 00:00     18 50 30.19 -22 47 26.3  1.41337294157533   1.1774182    11.75466432
 2015-Nov-19 00:00     18 54 44.25 -22 41 18.8  1.41405503725149   1.1844643    11.76033714
 2015-Nov-20 00:00     18 58 57.89 -22 34 46.4  1.41474122303558   1.1916013    11.76604397
 2015-Nov-21 00:00     19 03 11.11 -22 27 49.2  1.41543158630056   1.1989489    11.77178555
 2015-Nov-22 00:00     19 07 23.87 -22 20 27.5  1.41612628221138   1.2066184    11.77756316
 2015-Nov-23 00:00     19 11 36.16 -22 12 41.4  1.41682551779748   1.2146798    11.78337852
 2015-Nov-24 00:00     19 15 47.94 -22 04 31.0  1.41752953298383   1.2231694    11.78923364
 2015-Nov-25 00:00     19 19 59.21 -21 55 56.7  1.41823857105549   1.2320641    11.79513053
 2015-Nov-26 00:00     19 24 09.93 -21 46 58.7  1.41895284293311   1.2412726    11.80107094
 2015-Nov-27 00:00     19 28 20.11 -21 37 37.1  1.41967249382788   1.2506651    11.80705610
 2015-Nov-28 00:00     19 32 29.72 -21 27 52.2  1.42039758546690   1.2600856    11.81308650
 2015-Nov-29 00:00     19 36 38.75 -21 17 44.3  1.42112808853963   1.2693785    11.81916191
 2015-Nov-30 00:00     19 40 47.19 -21 07 13.6  1.42186388855995   1.2784067    11.82528137
 2015-Dec-01 00:00     19 44 55.02 -20 56 20.3  1.42260480079923   1.2870644    11.83144335
 2015-Dec-02 00:00     19 49 02.25 -20 45 04.6  1.42335394341041   1.2952642    11.83767378
 2015-Dec-03 00:00     19 53 08.85 -20 33 27.0  1.42410431733438   1.3029517    11.84391445
 2015-Dec-04 00:00     19 57 14.80 -20 21 27.8  1.42485897189499   1.3100792    11.85019072
 2015-Dec-05 00:00     20 01 20.11 -20 09 07.0  1.42561757378194   1.3166151    11.85649982
 2015-Dec-06 00:00     20 05 24.77 -19 56 25.2  1.42637977312334   1.3225315    11.86283884
 2015-Dec-07 00:00     20 09 28.76 -19 43 22.4  1.42714520370458   1.3278005    11.86920473
 2015-Dec-08 00:00     20 13 32.09 -19 29 59.2  1.42791348597811   1.3324017    11.87559434
 2015-Dec-09 00:00     20 17 34.73 -19 16 15.6  1.42868422801374   1.3363156    11.88200441
 2015-Dec-10 00:00     20 21 36.69 -19 02 12.2  1.42945702911244   1.3395309    11.88843160
 2015-Dec-11 00:00     20 25 37.97 -18 47 49.2  1.43023148679360   1.3420552    11.89487257
 2015-Dec-12 00:00     20 29 38.54 -18 33 06.9  1.43100720734954   1.3439087    11.90132404
 2015-Dec-13 00:00     20 33 38.41 -18 18 05.7  1.43178381633570   1.3451434    11.90778290
 2015-Dec-14 00:00     20 37 37.58 -18 02 45.9  1.43256097565232   1.3458268    11.91424633
 2015-Dec-15 00:00     20 41 36.04 -17 47 07.8  1.43333839371298   1.3460571    11.92071192
 2015-Dec-16 00:00     20 45 33.78 -17 31 11.8  1.43411584080922   1.3459481    11.92717775
 2015-Dec-17 00:00     20 49 30.80 -17 14 58.3  1.43489315830063   1.3456303    11.93364250
 2015-Dec-18 00:00     20 53 27.10 -16 58 27.6  1.43567026380249   1.3452364    11.94010549
 2015-Dec-19 00:00     20 57 22.68 -16 41 40.0  1.43644715152729   1.3448974    11.94656667
 2015-Dec-20 00:00     21 01 17.54 -16 24 35.9  1.43722388796666   1.3447311    11.95302659
 2015-Dec-21 00:00     21 05 11.68 -16 07 15.7  1.43800060226487   1.3448342    11.95948633
 2015-Dec-22 00:00     21 09 05.10 -15 49 39.7  1.43877747031511   1.3452712    11.96594734
 2015-Dec-23 00:00     21 12 57.81 -15 31 48.3  1.43955469356337   1.3460641    11.97241131
 2015-Dec-24 00:00     21 16 49.81 -15 13 41.8  1.44033247306553   1.3471895    11.97887991
 2015-Dec-25 00:00     21 20 41.12 -14 55 20.6  1.44111098286936   1.3485783    11.98535457
 2015-Dec-26 00:00     21 24 31.73 -14 36 45.0  1.44189034664677   1.3501271    11.99183635
 2015-Dec-27 00:00     21 28 21.67 -14 17 55.5  1.44267062179989   1.3517128    11.99832570
 2015-Dec-28 00:00     21 32 10.93 -13 58 52.2  1.44345179296957   1.3532094    12.00482250
 2015-Dec-29 00:00     21 35 59.54 -13 39 35.7  1.44423377444098   1.3545006    12.01132604
 2015-Dec-30 00:00     21 39 47.51 -13 20 06.1  1.44501641818590   1.3554878    12.01783509
 2015-Dec-31 00:00     21 43 34.84 -13 00 24.0  1.44579952472644   1.3560912    12.02434799
 2016-Jan-01 00:00     21 47 21.55 -12 40 29.5  1.44658285341445   1.3562481    12.03086273
 2016-Jan-02 00:00     21 51 07.67 -12 20 23.3  1.44736249134358   1.3559070    12.03734679
 2016-Jan-03 00:00     21 54 53.18 -12 00 05.5  1.44814541745166   1.3550234    12.04385818
 2016-Jan-04 00:00     21 58 38.13 -11 39 36.4  1.44892766665179   1.3535564    12.05036395
 2016-Jan-05 00:00     22 02 22.50 -11 18 56.4  1.44970889012446   1.3514649    12.05686119
 2016-Jan-06 00:00     22 06 06.33 -10 58 06.0  1.45048871539366   1.3487081    12.06334680
 2016-Jan-07 00:00     22 09 49.62 -10 37 05.4  1.45126674689819   1.3452478    12.06981749
 2016-Jan-08 00:00     22 13 32.40 -10 15 55.1  1.45204256894547   1.3410536    12.07626980
 2016-Jan-09 00:00     22 17 14.66 -09 54 35.3  1.45281575289892   1.3361117    12.08270018
 2016-Jan-10 00:00     22 20 56.43 -09 33 06.5  1.45358586803491   1.3304331    12.08910503
 2016-Jan-11 00:00     22 24 37.73 -09 11 29.0  1.45435250085232   1.3240635    12.09548092
 2016-Jan-12 00:00     22 28 18.56 -08 49 43.1  1.45511527372741   1.3170836    12.10182471
 2016-Jan-13 00:00     22 31 58.94 -08 27 49.3  1.45587386504306   1.3096065    12.10813372
 2016-Jan-14 00:00     22 35 38.87 -08 05 47.9  1.45662802937248   1.3017803    12.11440592
 2016-Jan-15 00:00     22 39 18.39 -07 43 39.3  1.45737761015121   1.2937612    12.12063999
 2016-Jan-16 00:00     22 42 57.49 -07 21 23.8  1.45812253958568   1.2856980    12.12683538
 2016-Jan-17 00:00     22 46 36.20 -06 59 01.8  1.45886283257540   1.2777277    12.13299221
 2016-Jan-18 00:00     22 50 14.52 -06 36 33.6  1.45959857647341   1.2699622    12.13911120
 2016-Jan-19 00:00     22 53 52.49 -06 13 59.7  1.46032991445238   1.2624821    12.14519355
 2016-Jan-20 00:00     22 57 30.10 -05 51 20.4  1.46105702663193   1.2553345    12.15124076
 2016-Jan-21 00:00     23 01 07.38 -05 28 36.0  1.46178010997390   1.2485306    12.15725446
 2016-Jan-22 00:00     23 04 44.35 -05 05 46.9  1.46249935817200   1.2420482    12.16323627
 2016-Jan-23 00:00     23 08 21.03 -04 42 53.4  1.46321494298170   1.2358343    12.16918761
 2016-Jan-24 00:00     23 11 57.44 -04 19 55.9  1.46392699804083   1.2298115    12.17510959
 2016-Jan-25 00:00     23 15 33.59 -03 56 54.7  1.46463560788683   1.2238887    12.18100292
 2016-Jan-26 00:00     23 19 09.52 -03 33 50.2  1.46534080241746   1.2179694    12.18686784
 2016-Jan-27 00:00     23 22 45.24 -03 10 42.6  1.46604255640705   1.2119603    12.19270415
 2016-Jan-28 00:00     23 26 20.77 -02 47 32.3  1.46674079296310   1.2057763    12.19851121
 2016-Jan-29 00:00     23 29 56.14 -02 24 19.7  1.46743538911922   1.1993433    12.20428799
 2016-Jan-30 00:00     23 33 31.36 -02 01 05.1  1.46812618037713   1.1925931    12.21003312
 2016-Jan-31 00:00     23 37 06.47 -01 37 48.8  1.46881297028798   1.1854770    12.21574498
 2016-Feb-01 00:00     23 40 41.47 -01 14 31.1  1.46949553044619   1.1779382    12.22142166
 2016-Feb-02 00:00     23 44 16.39 -00 51 12.4  1.47017500590453   1.1699248    12.22707268
 2016-Feb-03 00:00     23 47 51.26 -00 27 53.1  1.47084829847406   1.1613815    12.23267229
 2016-Feb-04 00:00     23 51 26.09 -00 04 33.4  1.47151648962511   1.1522503    12.23822946
 2016-Feb-05 00:00     23 55 00.90 +00 18 46.3  1.47217922273044   1.1424725    12.24374125
 2016-Feb-06 00:00     23 58 35.72 +00 42 05.6  1.47283610839911   1.1319945    12.24920440
 2016-Feb-07 00:00     00 02 10.57 +01 05 24.3  1.47348672872713   1.1207770    12.25461544
 2016-Feb-08 00:00     00 05 45.45 +01 28 42.0  1.47413065698831   1.1088209    12.25997083
 2016-Feb-09 00:00     00 09 20.40 +01 51 58.3  1.47476747292289   1.0961600    12.26526707
 2016-Feb-10 00:00     00 12 55.43 +02 15 12.9  1.47539679320369   1.0828852    12.27050096
 2016-Feb-11 00:00     00 16 30.55 +02 38 25.4  1.47601830117597   1.0691348    12.27566989
 2016-Feb-12 00:00     00 20 05.78 +03 01 35.5  1.47663177021924   1.0550789    12.28077196
 2016-Feb-13 00:00     00 23 41.15 +03 24 42.9  1.47723707603598   1.0408976    12.28580613
 2016-Feb-14 00:00     00 27 16.65 +03 47 47.1  1.47783419553543   1.0267580    12.29077222
 2016-Feb-15 00:00     00 30 52.32 +04 10 47.8  1.47842319426356   1.0127981    12.29567077
 2016-Feb-16 00:00     00 34 28.16 +04 33 44.7  1.47900420721287   0.9991197    12.30050291
 2016-Feb-17 00:00     00 38 04.20 +04 56 37.3  1.47957741754482   0.9857880    12.30527016
 2016-Feb-18 00:00     00 41 40.45 +05 19 25.5  1.48014303717113   0.9728377    12.30997427
 2016-Feb-19 00:00     00 45 16.92 +05 42 08.7  1.48070128704671   0.9602681    12.31461709
 2016-Feb-20 00:00     00 48 53.65 +06 04 46.7  1.48125238318645   0.9480615    12.31920042
 2016-Feb-21 00:00     00 52 30.65 +06 27 19.2  1.48179652478851   0.9361788    12.32372591
 2016-Feb-22 00:00     00 56 07.93 +06 49 45.7  1.48233388380395   0.9245655    12.32819499
 2016-Feb-23 00:00     00 59 45.51 +07 12 06.0  1.48286459576898   0.9131533    12.33260878
 2016-Feb-24 00:00     01 03 23.42 +07 34 19.7  1.48338875997610   0.9018780    12.33696813
 2016-Feb-25 00:00     01 07 01.68 +07 56 26.5  1.48390643283167   0.8906638    12.34127348
 2016-Feb-26 00:00     01 10 40.30 +08 18 26.0  1.48441762908543   0.8794401    12.34552497
 2016-Feb-27 00:00     01 14 19.30 +08 40 17.9  1.48492232363026   0.8681397    12.34972239
 2016-Feb-28 00:00     01 17 58.70 +09 02 02.0  1.48542045420884   0.8567029    12.35386521
 2016-Feb-29 00:00     01 21 38.52 +09 23 37.7  1.48591192422125   0.8450642    12.35795264
 2016-Mar-01 00:00     01 25 18.78 +09 45 04.9  1.48639660041596   0.8331680    12.36198357
 2016-Mar-02 00:00     01 28 59.50 +10 06 23.2  1.48687386409685   0.8209515    12.36595285
 2016-Mar-03 00:00     01 32 40.68 +10 27 32.1  1.48734441467797   0.8083463    12.36986630
 2016-Mar-04 00:00     01 36 22.35 +10 48 31.5  1.48780755526687   0.7952802    12.37371813
 2016-Mar-05 00:00     01 40 04.53 +11 09 20.9  1.48826299769424   0.7816766    12.37750592
 2016-Mar-06 00:00     01 43 47.22 +11 30 00.0  1.48871040819798   0.7674566    12.38122692
 2016-Mar-07 00:00     01 47 30.45 +11 50 28.4  1.48914941310983   0.7525634    12.38487802
 2016-Mar-08 00:00     01 51 14.22 +12 10 45.9  1.48957961454673   0.7369724    12.38845589
 2016-Mar-09 00:00     01 54 58.54 +12 30 52.1  1.49000061490197   0.7207131    12.39195725
