 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC             delta      deldot  1-way_down_LT
*******************************************************************************************
$$SOE
 2018-Aug-16 00:00     11 52 08.56 +00 06 43.4  1.64798697501506  -0.2860054    13.70588974
 2018-Aug-17 00:00     11 55 43.12 -00 16 41.8  1.64782376968504  -0.2790364    13.70453240
 2018-Aug-18 00:00     11 59 17.71 -00 40 06.9  1.64766475376941  -0.2714923    13.70320990
 2018-Aug-19 00:00     12 02 52.35 -01 03 31.6  1.64751026778710  -0.2633477    13.70192508
 2018-Aug-20 00:00     12 06 27.07 -01 26 55.5  1.64736066180348  -0.2545941    13.70068085
 2018-Aug-21 00:00     12 10 01.88 -01 50 18.2  1.64721628693049  -0.2452350    13.69948012
 2018-Aug-22 00:00     12 13 36.79 -02 13 39.5  1.64707749043313  -0.2352798    13.69832578
 2018-Aug-23 00:00     12 17 11.84 -02 36 58.9  1.64694461248749  -0.2247438    13.69722067
 2018-Aug-24 00:00     12 20 47.05 -03 00 16.1  1.64681798300887  -0.2136468    13.69616753
 2018-Aug-25 00:00     12 24 22.42 -03 23 30.8  1.64669791821886  -0.2020160    13.69516898
 2018-Aug-26 00:00     12 27 57.98 -03 46 42.7  1.64658471838969  -0.1898830    13.69422752
 2018-Aug-27 00:00     12 31 33.76 -04 09 51.3  1.64647866059245  -0.1772933    13.69334547
 2018-Aug-28 00:00     12 35 09.77 -04 32 56.4  1.64637999310962  -0.1643027    13.69252488
 2018-Aug-29 00:00     12 38 46.04 -04 55 57.6  1.64628892934986  -0.1509766    13.69176752
 2018-Aug-30 00:00     12 42 22.58 -05 18 54.5  1.64620563986437  -0.1373960    13.69107482
 2018-Aug-31 00:00     12 45 59.42 -05 41 46.9  1.64613024700955  -0.1236485    13.69044780
 2018-Sep-01 00:00     12 49 36.58 -06 04 34.4  1.64606281798816  -0.1098354    13.68988701
 2018-Sep-02 00:00     12 53 14.08 -06 27 15.8  1.64600075152441  -0.0960603    13.68937082
 2018-Sep-03 00:00     12 56 51.94 -06 49 52.5  1.64594921241962  -0.0824405    13.68894218
 2018-Sep-04 00:00     13 00 30.17 -07 12 23.3  1.64590546578110  -0.0690937    13.68857835
 2018-Sep-05 00:00     13 04 08.80 -07 34 47.8  1.64586932502696  -0.0561233    13.68827778
 2018-Sep-06 00:00     13 07 47.85 -07 57 05.7  1.64584054326552  -0.0436241    13.68803841
 2018-Sep-07 00:00     13 11 27.33 -08 19 16.7  1.64581883050853  -0.0316504    13.68785783
 2018-Sep-08 00:00     13 15 07.27 -08 41 20.4  1.64580387959705  -0.0202057    13.68773349
 2018-Sep-09 00:00     13 18 47.67 -09 03 16.4  1.64579539878429  -0.0092312    13.68766295
 2018-Sep-10 00:00     13 22 28.56 -09 25 04.3  1.64579314827779   0.0013928    13.68764424
 2018-Sep-11 00:00     13 26 09.94 -09 46 43.9  1.64579696898142   0.0118184    13.68767601
 2018-Sep-12 00:00     13 29 51.82 -10 08 14.7  1.64580679538200   0.0222163    13.68775774
 2018-Sep-13 00:00     13 33 34.23 -10 29 36.4  1.64582265688781   0.0327399    13.68788965
 2018-Sep-14 00:00     13 37 17.17 -10 50 48.5  1.64584466414280   0.0435156    13.68807268
 2018-Sep-15 00:00     13 41 00.66 -11 11 50.7  1.64587299031259   0.0546326    13.68830826
 2018-Sep-16 00:00     13 44 44.70 -11 32 42.7  1.64590784875389   0.0661457    13.68859817
 2018-Sep-17 00:00     13 48 29.32 -11 53 24.0  1.64594948332149   0.0780978    13.68894444
 2018-Sep-18 00:00     13 52 14.51 -12 13 54.3  1.64599815230338   0.0905069    13.68934920
 2018-Sep-19 00:00     13 56 00.30 -12 34 13.2  1.64605412235068   0.1033799    13.68981469
 2018-Sep-20 00:00     13 59 46.70 -12 54 20.4  1.64611766333596   0.1167236    13.69034315
 2018-Sep-21 00:00     14 03 33.72 -13 14 15.4  1.64618904789595   0.1305394    13.69093683
 2018-Sep-22 00:00     14 07 21.36 -13 33 58.0  1.64626854849293   0.1448268    13.69159802
 2018-Sep-23 00:00     14 11 09.65 -13 53 27.7  1.64635643489725   0.1595750    13.69232895
 2018-Sep-24 00:00     14 14 58.58 -14 12 44.2  1.64645296902114   0.1747674    13.69313180
 2018-Sep-25 00:00     14 18 48.18 -14 31 47.1  1.64655839814791   0.1903692    13.69400863
 2018-Sep-26 00:00     14 22 38.45 -14 50 36.1  1.64667294566284   0.2063318    13.69496129
 2018-Sep-27 00:00     14 26 29.41 -15 09 10.8  1.64679680077347   0.2225857    13.69599136
 2018-Sep-28 00:00     14 30 21.05 -15 27 30.9  1.64693010730581   0.2390432    13.69710004
 2018-Sep-29 00:00     14 34 13.40 -15 45 36.0  1.64707295288264   0.2555983    13.69828805
 2018-Sep-30 00:00     14 38 06.45 -16 03 25.7  1.64722536055836   0.2721333    13.69955558
 2018-Oct-01 00:00     14 42 00.22 -16 20 59.8  1.64738728234799   0.2885216    13.70090225
 2018-Oct-02 00:00     14 45 54.70 -16 38 17.2  1.64754462094725   0.3046354    13.70221079
 2018-Oct-03 00:00     14 49 49.93 -16 55 18.9  1.64772513307333   0.3203522    13.70371206
 2018-Oct-04 00:00     14 53 45.89 -17 12 03.9  1.64791458186533   0.3355648    13.70528766
 2018-Oct-05 00:00     14 57 42.59 -17 28 31.8  1.64811265207776   0.3501955    13.70693496
 2018-Oct-06 00:00     15 01 40.04 -17 44 42.4  1.64831899067527   0.3641921    13.70865103
 2018-Oct-07 00:00     15 05 38.22 -18 00 35.2  1.64853323168388   0.3775635    13.71043282
 2018-Oct-08 00:00     15 09 37.14 -18 16 09.8  1.64875502706423   0.3903662    13.71227743
 2018-Oct-09 00:00     15 13 36.79 -18 31 26.1  1.64898407434110   0.4026922    13.71418236
 2018-Oct-10 00:00     15 17 37.18 -18 46 23.5  1.64922013600046   0.4146767    13.71614562
 2018-Oct-11 00:00     15 21 38.30 -19 01 01.9  1.64946305304577   0.4264551    13.71816590
 2018-Oct-12 00:00     15 25 40.13 -19 15 20.7  1.64971274675627   0.4381655    13.72024254
 2018-Oct-13 00:00     15 29 42.67 -19 29 19.7  1.64996921018455   0.4499107    13.72237548
 2018-Oct-14 00:00     15 33 45.92 -19 42 58.6  1.65023248991566   0.4617814    13.72456512
 2018-Oct-15 00:00     15 37 49.86 -19 56 17.0  1.65050267826745   0.4738423    13.72681220
 2018-Oct-16 00:00     15 41 54.49 -20 09 14.5  1.65077990038952   0.4861447    13.72911779
 2018-Oct-17 00:00     15 45 59.79 -20 21 51.0  1.65106430208384   0.4987065    13.73148309
 2018-Oct-18 00:00     15 50 05.76 -20 34 06.0  1.65135604461982   0.5115657    13.73390943
 2018-Oct-19 00:00     15 54 12.37 -20 45 59.3  1.65165530225256   0.5247350    13.73639828
 2018-Oct-20 00:00     15 58 19.63 -20 57 30.6  1.65196226551701   0.5382548    13.73895122
 2018-Oct-21 00:00     16 02 27.51 -21 08 39.6  1.65227714020885   0.5521273    13.74156995
 2018-Oct-22 00:00     16 06 36.00 -21 19 26.0  1.65260013188374   0.5663647    13.74425619
 2018-Oct-23 00:00     16 10 45.10 -21 29 49.5  1.65293145484969   0.5809768    13.74701172
 2018-Oct-24 00:00     16 14 54.78 -21 39 49.9  1.65327132136639   0.5959440    13.74983831
 2018-Oct-25 00:00     16 19 05.02 -21 49 27.0  1.65361992591968   0.6112249    13.75273756
 2018-Oct-26 00:00     16 23 15.82 -21 58 40.4  1.65397743052280   0.6267482    13.75571084
 2018-Oct-27 00:00     16 27 27.16 -22 07 30.0  1.65434394757222   0.6424146    13.75875907
 2018-Oct-28 00:00     16 31 39.02 -22 15 55.6  1.65471952548191   0.6580999    13.76188265
 2018-Oct-29 00:00     16 35 51.38 -22 23 56.9  1.65510413381384   0.6736601    13.76508134
 2018-Oct-30 00:00     16 40 04.23 -22 31 33.7  1.65549765819365   0.6889496    13.76835418
 2018-Oct-31 00:00     16 44 17.55 -22 38 45.8  1.65589990150900   0.7038282    13.77169954
 2018-Nov-01 00:00     16 48 31.31 -22 45 33.1  1.65631058883092   0.7181718    13.77511512
 2018-Nov-02 00:00     16 52 45.50 -22 51 55.3  1.65672938359784   0.7318895    13.77859813
 2018-Nov-03 00:00     16 57 00.09 -22 57 52.3  1.65715590285466   0.7449097    13.78214538
 2018-Nov-04 00:00     17 01 15.06 -23 03 24.0  1.65758973432703   0.7572087    13.78575345
 2018-Nov-05 00:00     17 05 30.38 -23 08 30.2  1.65803046215766   0.7687959    13.78941887
 2018-Nov-06 00:00     17 09 46.04 -23 13 10.7  1.65847768989577   0.7797266    13.79313835
 2018-Nov-07 00:00     17 14 01.99 -23 17 25.4  1.65893105784653   0.7900741    13.79690890
 2018-Nov-08 00:00     17 18 18.21 -23 21 14.2  1.65939025919990   0.7999441    13.80072796
 2018-Nov-09 00:00     17 22 34.67 -23 24 37.0  1.65985504982050   0.8094471    13.80459351
 2018-Nov-10 00:00     17 26 51.34 -23 27 33.6  1.66032525044358   0.8186955    13.80850404
 2018-Nov-11 00:00     17 31 08.19 -23 30 04.0  1.66080074202479   0.8277816    13.81245859
 2018-Nov-12 00:00     17 35 25.19 -23 32 08.2  1.66128145477541   0.8367870    13.81645655
 2018-Nov-13 00:00     17 39 42.31 -23 33 46.0  1.66176736242002   0.8457850    13.82049772
 2018-Nov-14 00:00     17 43 59.51 -23 34 57.4  1.66225847970090   0.8548300    13.82458222
 2018-Nov-15 00:00     17 48 16.77 -23 35 42.3  1.66275484411705   0.8639634    13.82871036
 2018-Nov-16 00:00     17 52 34.05 -23 36 00.8  1.66325651988517   0.8732286    13.83288267
 2018-Nov-17 00:00     17 56 51.33 -23 35 52.9  1.66376359606370   0.8826731    13.83709989
 2018-Nov-18 00:00     18 01 08.57 -23 35 18.4  1.66427618549013   0.8923250    13.84136297
 2018-Nov-19 00:00     18 05 25.74 -23 34 17.6  1.66479442270427   0.9022380    13.84567302
 2018-Nov-20 00:00     18 09 42.82 -23 32 50.3  1.66531846379252   0.9124244    13.85003133
 2018-Nov-21 00:00     18 13 59.77 -23 30 56.6  1.66584847890760   0.9229280    13.85443934
 2018-Nov-22 00:00     18 18 16.57 -23 28 36.7  1.66638465429654   0.9337551    13.85889857
 2018-Nov-23 00:00     18 22 33.19 -23 25 50.4  1.66692717088132   0.9448778    13.86341054
 2018-Nov-24 00:00     18 26 49.60 -23 22 38.1  1.66747618371820   0.9562351    13.86797654
 2018-Nov-25 00:00     18 31 05.78 -23 18 59.6  1.66803179605457   0.9677074    13.87259743
 2018-Nov-26 00:00     18 35 21.71 -23 14 55.2  1.66859403227378   0.9791449    13.87727341
 2018-Nov-27 00:00     18 39 37.35 -23 10 24.9  1.66916282509460   0.9903821    13.88200391
 2018-Nov-28 00:00     18 43 52.68 -23 05 28.9  1.66973800841205   1.0012473    13.88678757
 2018-Nov-29 00:00     18 48 07.69 -23 00 07.3  1.67031932380796   1.0115937    13.89162222
 2018-Nov-30 00:00     18 52 22.36 -22 54 20.3  1.67090643647526   1.0213048    13.89650509
 2018-Dec-01 00:00     18 56 36.64 -22 48 08.0  1.67149895437402   1.0303006    13.90143291
 2018-Dec-02 00:00     19 00 50.53 -22 41 30.6  1.67209644909079   1.0385338    13.90640212
 2018-Dec-03 00:00     19 05 04.01 -22 34 28.2  1.67269847648430   1.0459971    13.91140903
 2018-Dec-04 00:00     19 09 17.04 -22 27 01.1  1.67330459489742   1.0527053    13.91644996
 2018-Dec-05 00:00     19 13 29.60 -22 19 09.4  1.67391438062315   1.0587053    13.92152139
 2018-Dec-06 00:00     19 17 41.68 -22 10 53.3  1.67452744231018   1.0640615    13.92662007
 2018-Dec-07 00:00     19 21 53.26 -22 02 13.2  1.67514343033078   1.0688523    13.93174309
 2018-Dec-08 00:00     19 26 04.30 -21 53 09.1  1.67576204301608   1.0731647    13.93688793
 2018-Dec-09 00:00     19 30 14.79 -21 43 41.3  1.67638302933034   1.0770862    13.94205252
 2018-Dec-10 00:00     19 34 24.71 -21 33 50.1  1.67700618774639   1.0806999    13.94723517
 2018-Dec-11 00:00     19 38 34.03 -21 23 35.8  1.67763136290669   1.0840826    13.95243459
 2018-Dec-12 00:00     19 42 42.76 -21 12 58.5  1.67825844286499   1.0873053    13.95764986
 2018-Dec-13 00:00     19 46 50.85 -21 01 58.5  1.67888735249343   1.0904305    13.96288034
 2018-Dec-14 00:00     19 50 58.31 -20 50 36.2  1.67951805185527   1.0935097    13.96812571
 2018-Dec-15 00:00     19 55 05.11 -20 38 51.9  1.68015053025720   1.0966001    13.97338587
 2018-Dec-16 00:00     19 59 11.24 -20 26 45.7  1.68078481014879   1.0997578    13.97866101
 2018-Dec-17 00:00     20 03 16.69 -20 14 18.0  1.68142094775209   1.1030434    13.98395161
 2018-Dec-18 00:00     20 07 21.44 -20 01 29.2  1.68205903393385   1.1065172    13.98925841
 2018-Dec-19 00:00     20 11 25.50 -19 48 19.5  1.68269919776584   1.1102465    13.99458249
 2018-Dec-20 00:00     20 15 28.84 -19 34 49.2  1.68334160209551   1.1142825    13.99992520
 2018-Dec-21 00:00     20 19 31.47 -19 20 58.7  1.68398643378714   1.1186548    14.00528811
 2018-Dec-22 00:00     20 23 33.37 -19 06 48.3  1.68463388727515   1.1233548    14.01067281
 2018-Dec-23 00:00     20 27 34.55 -18 52 18.2  1.68528413522016   1.1283160    14.01608076
 2018-Dec-24 00:00     20 31 35.00 -18 37 29.0  1.68593729709721   1.1334195    14.02151294
 2018-Dec-25 00:00     20 35 34.72 -18 22 20.7  1.68659340776817   1.1384959    14.02696965
 2018-Dec-26 00:00     20 39 33.72 -18 06 53.9  1.68725239650930   1.1433539    14.03245029
 2018-Dec-27 00:00     20 43 31.98 -17 51 08.8  1.68791408279533   1.1478083    14.03795337
 2018-Dec-28 00:00     20 47 29.53 -17 35 05.8  1.68857818845579   1.1517102    14.04347657
 2018-Dec-29 00:00     20 51 26.35 -17 18 45.2  1.68924435964233   1.1549449    14.04901694
 2018-Dec-30 00:00     20 55 22.46 -17 02 07.3  1.68991218968878   1.1574472    14.05457112
 2018-Dec-31 00:00     20 59 17.85 -16 45 12.5  1.69058124615066   1.1591898    14.06013549
 2019-Jan-01 00:00     21 03 12.53 -16 28 01.1  1.69125108921234   1.1601733    14.06570640
 2019-Jan-02 00:00     21 07 06.50 -16 10 33.5  1.69192606204374   1.1603930    14.07131998
 2019-Jan-03 00:00     21 10 59.76 -15 52 50.1  1.69259618287996   1.1599450    14.07689321
 2019-Jan-04 00:00     21 14 52.33 -15 34 51.2  1.69326585506799   1.1588488    14.08246270
 2019-Jan-05 00:00     21 18 44.20 -15 16 37.1  1.69393472106841   1.1571640    14.08802549
 2019-Jan-06 00:00     21 22 35.38 -14 58 08.2  1.69460245973349   1.1549569    14.09357890
 2019-Jan-07 00:00     21 26 25.87 -14 39 25.0  1.69526878965021   1.1522976    14.09912060
 2019-Jan-08 00:00     21 30 15.69 -14 20 27.6  1.69593347014066   1.1492575    14.10464858
 2019-Jan-09 00:00     21 34 04.83 -14 01 16.6  1.69659630011410   1.1459010    14.11016117
 2019-Jan-10 00:00     21 37 53.31 -13 41 52.3  1.69725711796705   1.1423015    14.11565702
 2019-Jan-11 00:00     21 41 41.13 -13 22 15.0  1.69791580290290   1.1385261    14.12113514
 2019-Jan-12 00:00     21 45 28.30 -13 02 25.2  1.69857227206566   1.1346406    14.12659482
 2019-Jan-13 00:00     21 49 14.83 -12 42 23.1  1.69922648105630   1.1307103    14.13203571
 2019-Jan-14 00:00     21 53 00.73 -12 22 09.2  1.69987842435990   1.1268074    14.13745776
 2019-Jan-15 00:00     21 56 46.01 -12 01 43.9  1.70052813777019   1.1230014    14.14286126
 2019-Jan-16 00:00     22 00 30.69 -11 41 07.4  1.70117570151415   1.1193783    14.14824689
 2019-Jan-17 00:00     22 04 14.77 -11 20 20.3  1.70182124555409   1.1160207    14.15361571
 2019-Jan-18 00:00     22 07 58.26 -10 59 22.7  1.70246494522601   1.1130040    14.15896920
 2019-Jan-19 00:00     22 11 41.19 -10 38 15.2  1.70310701440836   1.1103796    14.16430913
 2019-Jan-20 00:00     22 15 23.57 -10 16 58.1  1.70374768390350   1.1081543    14.16963741
 2019-Jan-21 00:00     22 19 05.41 -09 55 31.7  1.70438717291847   1.1062776    14.17495588
 2019-Jan-22 00:00     22 22 46.73 -09 33 56.4  1.70502564955164   1.1046222    14.18026593
 2019-Jan-23 00:00     22 26 27.55 -09 12 12.5  1.70566319212488   1.1030101    14.18556821
 2019-Jan-24 00:00     22 30 07.89 -08 50 20.4  1.70629976689531   1.1012376    14.19086244
 2019-Jan-25 00:00     22 33 47.77 -08 28 20.4  1.70693522514619   1.0991141    14.19614738
 2019-Jan-26 00:00     22 37 27.21 -08 06 12.9  1.70756931598472   1.0964795    14.20142096
 2019-Jan-27 00:00     22 41 06.23 -07 43 58.2  1.70820171127664   1.0932317    14.20668043
 2019-Jan-28 00:00     22 44 44.84 -07 21 36.7  1.70883204023939   1.0893162    14.21192271
 2019-Jan-29 00:00     22 48 23.07 -06 59 08.6  1.70945990741606   1.0847070    14.21714453
 2019-Jan-30 00:00     22 52 00.93 -06 36 34.4  1.71008491312755   1.0794100    14.22234254
 2019-Jan-31 00:00     22 55 38.44 -06 13 54.4  1.71070666518970   1.0734447    14.22751349
 2019-Feb-01 00:00     22 59 15.62 -05 51 08.9  1.71132478565808   1.0668406    14.23265425
 2019-Feb-02 00:00     23 02 52.51 -05 28 18.5  1.71193856819881   1.0596375    14.23775892
 2019-Feb-03 00:00     23 06 29.08 -05 05 23.1  1.71254837551184   1.0518763    14.24283053
 2019-Feb-04 00:00     23 10 05.38 -04 42 23.3  1.71315355079411   1.0436069    14.24786362
 2019-Feb-05 00:00     23 13 41.42 -04 19 19.4  1.71375381612592   1.0348840    14.25285588
 2019-Feb-06 00:00     23 17 17.21 -03 56 11.9  1.71434892705335   1.0257686    14.25780526
 2019-Feb-07 00:00     23 20 52.78 -03 33 01.0  1.71493867472345   1.0163233    14.26271004
 2019-Feb-08 00:00     23 24 28.14 -03 09 47.1  1.71552288582746   1.0066117    14.26756878
 2019-Feb-09 00:00     23 28 03.32 -02 46 30.5  1.71610143035152   0.9967103    14.27238039
 2019-Feb-10 00:00     23 31 38.32 -02 23 11.7  1.71667421772687   0.9866884    14.27714412
 2019-Feb-11 00:00     23 35 13.17 -01 59 50.9  1.71724120024961   0.9766229    14.28185957
 2019-Feb-12 00:00     23 38 47.88 -01 36 28.5  1.71780237614299   0.9665959    14.28652672
 2019-Feb-13 00:00     23 42 22.48 -01 13 04.9  1.71835779340161   0.9566979    14.29114599
 2019-Feb-14 00:00     23 45 56.98 -00 49 40.4  1.71890755420375   0.9470254    14.29571821
 2019-Feb-15 00:00     23 49 31.39 -00 26 15.5  1.71945181635323   0.9376740    14.30024470
 2019-Feb-16 00:00     23 53 05.75 -00 02 50.3  1.71999079278728   0.9287355    14.30472723
 2019-Feb-17 00:00     23 56 40.06 +00 20 34.7  1.72052474226062   0.9202747    14.30916795
 2019-Feb-18 00:00     00 00 14.36 +00 43 59.1  1.72105394882780   0.9123120    14.31356923
 2019-Feb-19 00:00     00 03 48.65 +01 07 22.7  1.72157868953878   0.9047947    14.31793336
 2019-Feb-20 00:00     00 07 22.97 +01 30 45.1  1.72209919079248   0.8976065    14.32226224
 2019-Feb-21 00:00     00 10 57.33 +01 54 06.0  1.72261559413033   0.8905732    14.32655704
 2019-Feb-22 00:00     00 14 31.75 +02 17 25.1  1.72312793103773   0.8834911    14.33081801
 2019-Feb-23 00:00     00 18 06.27 +02 40 42.0  1.72363611785901   0.8761736    14.33504447
 2019-Feb-24 00:00     00 21 40.90 +03 03 56.3  1.72413997277987   0.8684694    14.33923491
 2019-Feb-25 00:00     00 25 15.67 +03 27 07.9  1.72463923989837   0.8602744    14.34338719
 2019-Feb-26 00:00     00 28 50.59 +03 50 16.3  1.72513361745150   0.8515336    14.34749880
 2019-Feb-27 00:00     00 32 25.68 +04 13 21.3  1.72562278114621   0.8422160    14.35156705
 2019-Feb-28 00:00     00 36 00.97 +04 36 22.5  1.72610639677780   0.8323231    14.35558916
 2019-Mar-01 00:00     00 39 36.48 +04 59 19.5  1.72658413463124   0.8218654    14.35956238
 2019-Mar-02 00:00     00 43 12.18 +05 22 11.2  1.72705076882701   0.8108643    14.36344326
 2019-Mar-03 00:00     00 46 48.17 +05 44 58.9  1.72751580212033   0.7993391    14.36731082
 2019-Mar-04 00:00     00 50 24.44 +06 07 41.5  1.72797403404346   0.7873186    14.37112182
 2019-Mar-05 00:00     00 54 00.99 +06 30 18.6  1.72842518931917   0.7748407    14.37487397
 2019-Mar-06 00:00     00 57 37.85 +06 52 49.8  1.72886901412846   0.7619425    14.37856514
 2019-Mar-07 00:00     01 01 15.03 +07 15 14.8  1.72930527955582   0.7486741    14.38219345
 2019-Mar-08 00:00     01 04 52.54 +07 37 33.3  1.72973378645656   0.7350861    14.38575724
 2019-Mar-09 00:00     01 08 30.41 +07 59 44.9  1.73015437190031   0.7212553    14.38925514
 2019-Mar-10 00:00     01 12 08.65 +08 21 49.2  1.73056691408144   0.7072472    14.39268615
 2019-Mar-11 00:00     01 15 47.27 +08 43 45.9  1.73097133393225   0.6931450    14.39604961
 2019-Mar-12 00:00     01 19 26.29 +09 05 34.7  1.73136760317116   0.6790390    14.39934528
 2019-Mar-13 00:00     01 23 05.73 +09 27 15.2  1.73175574730844   0.6650265    14.40257337
 2019-Mar-14 00:00     01 26 45.59 +09 48 46.9  1.73213585001070   0.6512120    14.40573459
 2019-Mar-15 00:00     01 30 25.89 +10 10 09.7  1.73250805662930   0.6377019    14.40883014
 2019-Mar-16 00:00     01 34 06.65 +10 31 23.0  1.73287257416736   0.6246045    14.41186174
 2019-Mar-17 00:00     01 37 47.88 +10 52 26.6  1.73322966919493   0.6120132    14.41483161
 2019-Mar-18 00:00     01 41 29.59 +11 13 20.1  1.73357965439252   0.5999927    14.41774235
 2019-Mar-19 00:00     01 45 11.80 +11 34 03.2  1.73392286771372   0.5885620    14.42059676
 2019-Mar-20 00:00     01 48 54.52 +11 54 35.5  1.73425963974368   0.5776753    14.42339761
 2019-Mar-21 00:00     01 52 37.76 +12 14 56.6  1.73459025635843   0.5672240    14.42614727
 2019-Mar-22 00:00     01 56 21.55 +12 35 06.3  1.73491492429102   0.5570471    14.42884745
 2019-Mar-23 00:00     02 00 05.90 +12 55 04.2  1.73523374994851   0.5469624    14.43149904
 2019-Mar-24 00:00     02 03 50.82 +13 14 50.0  1.73554673484942   0.5367959    14.43410205
 2019-Mar-25 00:00     02 07 36.33 +13 34 23.4  1.73585378892181   0.5264052    14.43665575
 2019-Mar-26 00:00     02 11 22.43 +13 53 44.0  1.73615475127829   0.5156877    14.43915877
 2019-Mar-27 00:00     02 15 09.15 +14 12 51.4  1.73644941289881   0.5045799    14.44160940
 2019-Mar-28 00:00     02 18 56.49 +14 31 45.5  1.73673753749879   0.4930478    14.44400566
 2019-Mar-29 00:00     02 22 44.46 +14 50 25.7  1.73701887499034   0.4810766    14.44634547
 2019-Mar-30 00:00     02 26 33.07 +15 08 51.8  1.73729317157792   0.4686673    14.44862673
 2019-Mar-31 00:00     02 30 22.33 +15 27 03.5  1.73756017378280   0.4558200    14.45084732
 2019-Apr-01 00:00     02 34 12.24 +15 45 00.4  1.73781963142263   0.4425438    14.45300516
 2019-Apr-02 00:00     02 38 02.88 +16 02 41.6  1.73807663509009   0.4288496    14.45514259
 2019-Apr-03 00:00     02 41 54.12 +16 20 07.9  1.73832027814025   0.4147576    14.45716891
 2019-Apr-04 00:00     02 45 46.04 +16 37 18.3  1.73855567179915   0.4002877    14.45912662
 2019-Apr-05 00:00     02 49 38.63 +16 54 12.7  1.73878260797205   0.3854799    14.46101399
 2019-Apr-06 00:00     02 53 31.90 +17 10 50.5  1.73900090411358   0.3703794    14.46282950
 2019-Apr-07 00:00     02 57 25.84 +17 27 11.5  1.73921041076081   0.3550558    14.46457192
 2019-Apr-08 00:00     03 01 20.47 +17 43 15.3  1.73941102050554   0.3395869    14.46624034
 2019-Apr-09 00:00     03 05 15.77 +17 59 01.6  1.73960267640095   0.3240679    14.46783429
 2019-Apr-10 00:00     03 09 11.74 +18 14 30.1  1.73978538007638   0.3086061    14.46935379
 2019-Apr-11 00:00     03 13 08.39 +18 29 40.3  1.73995919740660   0.2933165    14.47079939
 2019-Apr-12 00:00     03 17 05.70 +18 44 32.1  1.74012426226282   0.2783186    14.47217219
 2019-Apr-13 00:00     03 21 03.68 +18 59 05.1  1.74028077739273   0.2637302    14.47347389
 2019-Apr-14 00:00     03 25 02.31 +19 13 18.9  1.74042901157932   0.2496608    14.47470671
 2019-Apr-15 00:00     03 29 01.60 +19 27 13.3  1.74056929115153   0.2361974    14.47587338
 2019-Apr-16 00:00     03 33 01.54 +19 40 47.9  1.74070198418526   0.2233965    14.47697696
 2019-Apr-17 00:00     03 37 02.13 +19 54 02.4  1.74082747955542   0.2112680    14.47802067
 2019-Apr-18 00:00     03 41 03.35 +20 06 56.6  1.74094615169148   0.1997598    14.47900763
 2019-Apr-19 00:00     03 45 05.20 +20 19 30.1  1.74105833531779   0.1887793    14.47994064
 2019-Apr-20 00:00     03 49 07.67 +20 31 42.7  1.74116429459559   0.1781817    14.48082187
 2019-Apr-21 00:00     03 53 10.77 +20 43 34.1  1.74126420675849   0.1678133    14.48165282
 2019-Apr-22 00:00     03 57 14.47 +20 55 04.1  1.74135816211566   0.1575297    14.48243422
 2019-Apr-23 00:00     04 01 18.78 +21 06 12.4  1.74144616801129   0.1471961    14.48316614
 2019-Apr-24 00:00     04 05 23.68 +21 16 58.7  1.74152816691763   0.1367136    14.48384811
 2019-Apr-25 00:00     04 09 29.16 +21 27 22.8  1.74160405210285   0.1260187    14.48447923
 2019-Apr-26 00:00     04 13 35.22 +21 37 24.5  1.74167368617068   0.1150595    14.48505835
 2019-Apr-27 00:00     04 17 41.83 +21 47 03.5  1.74173690852217   0.1038122    14.48558416
 2019-Apr-28 00:00     04 21 48.98 +21 56 19.6  1.74179354610288   0.0922564    14.48605520
 2019-Apr-29 00:00     04 25 56.66 +22 05 12.6  1.74184341722099   0.0803797    14.48646996
 2019-Apr-30 00:00     04 30 04.84 +22 13 42.2  1.74188633353145   0.0681720    14.48682689
 2019-May-01 00:00     04 34 13.52 +22 21 48.3  1.74192210150648   0.0556263    14.48712436
 2019-May-02 00:00     04 38 22.69 +22 29 30.5  1.74195148216950   0.0427462    14.48736871
 2019-May-03 00:00     04 42 32.29 +22 36 48.8  1.74197236859801   0.0295237    14.48754242
 2019-May-04 00:00     04 46 42.33 +22 43 43.0  1.74198552638439   0.0159890    14.48765185
 2019-May-05 00:00     04 50 52.78 +22 50 12.9  1.74199078636682   0.0021843    14.48769560
 2019-May-06 00:00     04 55 03.61 +22 56 18.2  1.74198800967553  -0.0118270    14.48767250
 2019-May-07 00:00     04 59 14.80 +23 01 59.0  1.74197710120519  -0.0259571    14.48758178
 2019-May-08 00:00     05 03 26.33 +23 07 14.9  1.74195802410965  -0.0400921    14.48742312
 2019-May-09 00:00     05 07 38.17 +23 12 05.8  1.74193081333625  -0.0540998    14.48719682
 2019-May-10 00:00     05 11 50.29 +23 16 31.7  1.74189558066565  -0.0678468    14.48690379
 2019-May-11 00:00     05 16 02.67 +23 20 32.3  1.74185251702975  -0.0811969    14.48654565
 2019-May-12 00:00     05 20 15.28 +23 24 07.6  1.74180188552105  -0.0940281    14.48612456
 2019-May-13 00:00     05 24 28.08 +23 27 17.5  1.74174401906895  -0.1062348    14.48564330
 2019-May-14 00:00     05 28 41.06 +23 30 01.9  1.74167930196550  -0.1177422    14.48510506
 2019-May-15 00:00     05 32 54.19 +23 32 20.8  1.74160815028730  -0.1285154    14.48451331
