# time flux_white_norm err_white_norm
2.45978144712626e+06 1.00004746066460e+00 1.62013546833099e-04
2.45978144720541e+06 1.00067213341202e+00 1.62076856411042e-04
2.45978144728456e+06 1.00041078335228e+00 1.62029294221582e-04
2.45978144736371e+06 1.00081587142481e+00 1.62040517132645e-04
2.45978144744286e+06 9.99871630202412e-01 1.61972969995362e-04
2.45978144752201e+06 1.00026107885594e+00 1.62048760509797e-04
2.45978144760115e+06 1.00000361605064e+00 1.62002456345765e-04
2.45978144768030e+06 9.99833571269465e-01 1.61993506708723e-04
2.45978144775945e+06 9.99911768364475e-01 1.62008238848614e-04
2.45978144783860e+06 1.00021723424197e+00 1.61998329139534e-04
2.45978144791775e+06 9.99978574899980e-01 1.62022816494154e-04
2.45978144799690e+06 1.00013072023050e+00 1.62046321706115e-04
2.45978144807605e+06 9.99849120287201e-01 1.61992193506740e-04
2.45978144815520e+06 1.00007991471906e+00 1.62035131900984e-04
2.45978144823435e+06 1.00040644409152e+00 1.62016713967293e-04
2.45978144831350e+06 9.99621670702179e-01 1.62004122677693e-04
2.45978144839265e+06 1.00033095903449e+00 1.62023445506868e-04
2.45978144847179e+06 1.00000551447722e+00 1.61989721597126e-04
2.45978144855094e+06 1.00004691825701e+00 1.62001551450282e-04
2.45978144863009e+06 1.00015151252166e+00 1.62007300847198e-04
2.45978144870924e+06 1.00053363867265e+00 1.62040086755524e-04
2.45978144878839e+06 9.99981738944287e-01 1.62016316696105e-04
2.45978144886754e+06 1.00030230183319e+00 1.62076856411042e-04
2.45978144894669e+06 1.00035789861173e+00 1.62059519937807e-04
2.45978144902584e+06 1.00065983883986e+00 1.62035694701834e-04
2.45978144910499e+06 1.00012773698873e+00 1.61992734236969e-04
2.45978144918414e+06 1.00066164686517e+00 1.62064154768335e-04
2.45978144926329e+06 1.00076235387539e+00 1.62071184261301e-04
2.45978144934243e+06 1.00050850712073e+00 1.62061109022559e-04
2.45978144942158e+06 1.00053101703594e+00 1.62034491852959e-04
2.45978144950073e+06 1.00074092877537e+00 1.62048749474486e-04
2.45978144957988e+06 1.00042307792444e+00 1.62026546429197e-04
2.45978144965903e+06 1.00059366511321e+00 1.62063227802229e-04
2.45978144973818e+06 1.00048807643463e+00 1.62026215369874e-04
2.45978144981733e+06 1.00083512689445e+00 1.62052556656705e-04
2.45978144989648e+06 1.00036567312059e+00 1.62046851401032e-04
2.45978144997563e+06 1.00058173214611e+00 1.62022187481440e-04
2.45978145005478e+06 1.00040029680544e+00 1.62053273951906e-04
2.45978145013393e+06 1.00061816385627e+00 1.62039203930662e-04
2.45978145021308e+06 1.00016615752674e+00 1.62050206135509e-04
2.45978145029222e+06 1.00026614132683e+00 1.62002323922036e-04
2.45978145037137e+06 1.00051420240048e+00 1.62082859620106e-04
2.45978145045052e+06 1.00021868066223e+00 1.62029029374123e-04
2.45978145052967e+06 1.00016760394699e+00 1.61990118868314e-04
2.45978145060882e+06 9.99883472768246e-01 1.61978388332955e-04
2.45978145068797e+06 1.00022329112679e+00 1.62018225804870e-04
2.45978145076712e+06 1.00043925975104e+00 1.62034149758325e-04
2.45978145084627e+06 1.00035907382818e+00 1.62023147553477e-04
2.45978145092542e+06 9.99698421376934e-01 1.61951241468437e-04
2.45978145100457e+06 9.99933645470824e-01 1.62019836960243e-04
2.45978145108372e+06 1.00031803165346e+00 1.61990339574529e-04
2.45978145116286e+06 1.00054421562076e+00 1.62037802446193e-04
2.45978145124201e+06 1.00049567014097e+00 1.62097646936551e-04
2.45978145132116e+06 9.99969715575921e-01 1.61957928866770e-04
2.45978145140031e+06 1.00045914802954e+00 1.62039336354391e-04
2.45978145147946e+06 1.00010956633428e+00 1.62017949922100e-04
2.45978145155861e+06 1.00023359687110e+00 1.62061561470301e-04
2.45978145163776e+06 1.00010884312415e+00 1.61978476615441e-04
2.45978145171691e+06 1.00044848068016e+00 1.62000315495474e-04
2.45978145179606e+06 1.00030275383952e+00 1.62034050440528e-04
2.45978145187521e+06 1.00059447872460e+00 1.62053936070553e-04
2.45978145195436e+06 1.00015277813938e+00 1.62044081538026e-04
2.45978145203350e+06 1.00082500195267e+00 1.62065092769751e-04
2.45978145211265e+06 1.00001075775064e+00 1.62013061279425e-04
2.45978145219180e+06 1.00038429578137e+00 1.62039623272471e-04
2.45978145227095e+06 1.00024489702934e+00 1.62020123878324e-04
2.45978145235010e+06 1.00067321822721e+00 1.62044048432094e-04
2.45978145242925e+06 1.00000578568102e+00 1.61976821318824e-04
2.45978145250840e+06 1.00030401945725e+00 1.62024880097270e-04
2.45978145258755e+06 1.00023413927870e+00 1.62017828533681e-04
2.45978145266670e+06 1.00029949939395e+00 1.62066725995746e-04
2.45978145274585e+06 1.00065604198669e+00 1.62035142936295e-04
2.45978145282500e+06 1.00010929513048e+00 1.61954022366754e-04
2.45978145290414e+06 1.00047325062702e+00 1.62038111434895e-04
2.45978145298329e+06 1.00013985075836e+00 1.62041631699033e-04
2.45978145306244e+06 1.00019626114828e+00 1.61988573924805e-04
2.45978145314159e+06 9.99823265525152e-01 1.61986995875363e-04
2.45978145322074e+06 1.00020159482297e+00 1.62054995460387e-04
2.45978145329989e+06 1.00029506973192e+00 1.62005590374027e-04
2.45978145337904e+06 9.99427488783011e-01 1.61988551854183e-04
2.45978145345819e+06 1.00020204682930e+00 1.61997291820321e-04
2.45978145353734e+06 1.00013325146595e+00 1.62004453737017e-04
2.45978145361649e+06 1.00041955227507e+00 1.62037029974438e-04
2.45978145369564e+06 1.00007123619753e+00 1.62050625477319e-04
2.45978145377479e+06 1.00007638906969e+00 1.62072861628540e-04
2.45978145385393e+06 1.00064645945250e+00 1.62049985429293e-04
2.45978145393308e+06 1.00013108183557e+00 1.62004034395207e-04
2.45978145401223e+06 1.00020430686095e+00 1.62044666409498e-04
2.45978145409138e+06 1.00010802951276e+00 1.61994908193192e-04
2.45978145417053e+06 1.00053888194607e+00 1.62043728408081e-04
2.45978145424968e+06 1.00128234195689e+00 1.62077860624323e-04
2.45978145432883e+06 1.00050751270680e+00 1.62049632299349e-04
2.45978145440798e+06 1.00019400111664e+00 1.61985583355583e-04
2.45978145448713e+06 1.00047786109158e+00 1.62057688076218e-04
2.45978145456628e+06 9.99785116190939e-01 1.61988640136669e-04
2.45978145464543e+06 1.00026333888759e+00 1.62004961361312e-04
2.45978145472457e+06 1.00004068056966e+00 1.61974812892262e-04
2.45978145480372e+06 1.00040454566493e+00 1.62031424036562e-04
2.45978145488287e+06 1.00026713574076e+00 1.62020653573241e-04
2.45978145496202e+06 9.99783127363089e-01 1.61970586368234e-04
2.45978145504117e+06 1.00038682701682e+00 1.62056010708979e-04
2.45978145512032e+06 1.00022609356603e+00 1.61989787808990e-04
2.45978145519947e+06 1.00020222763183e+00 1.62043320101583e-04
2.45978145527862e+06 1.00007946271273e+00 1.62032262720181e-04
2.45978145535777e+06 9.99978032492385e-01 1.62007974001155e-04
2.45978145543692e+06 1.00009193808743e+00 1.61980970595677e-04
2.45978145551607e+06 9.99753656550403e-01 1.61981820314607e-04
2.45978145559521e+06 1.00020575328120e+00 1.61983652176197e-04
2.45978145567436e+06 1.00003236365319e+00 1.62031126083171e-04
2.45978145575351e+06 9.99517528443854e-01 1.61972197523608e-04
2.45978145583266e+06 1.00032869900284e+00 1.62005789009621e-04
2.45978145591181e+06 1.00023820733566e+00 1.62011405982808e-04
2.45978145599096e+06 1.00024046736731e+00 1.62031710954642e-04
2.45978145607011e+06 1.00023088483313e+00 1.62066052841789e-04
2.45978145614926e+06 1.00031052834839e+00 1.62014451728583e-04
2.45978145622841e+06 1.00014961409508e+00 1.62047910790867e-04
2.45978145630756e+06 1.00059682915752e+00 1.62044500879836e-04
2.45978145638671e+06 9.99747870869385e-01 1.61978620074481e-04
2.45978145646585e+06 1.00089027166665e+00 1.62071813274016e-04
2.45978145654500e+06 1.00025520277366e+00 1.62008658190424e-04
2.45978145662415e+06 9.99913033982198e-01 1.61967606834323e-04
2.45978145670330e+06 1.00028557759900e+00 1.62036423032345e-04
2.45978145678245e+06 1.00062168950564e+00 1.62016758108536e-04
2.45978145686160e+06 1.00044025416497e+00 1.62031269542211e-04
2.45978145694075e+06 1.00030962433573e+00 1.62027009912250e-04
2.45978145701990e+06 1.00007521385323e+00 1.61972164417675e-04
2.45978145709905e+06 1.00028277515976e+00 1.62013458550613e-04
2.45978145717820e+06 1.00036874676363e+00 1.61996519348566e-04
2.45978145725735e+06 9.99887269621414e-01 1.62053362234392e-04
2.45978145733649e+06 1.00007693147729e+00 1.62036654773872e-04
2.45978145741564e+06 1.00035898342692e+00 1.62046078929277e-04
2.45978145749479e+06 1.00034840647881e+00 1.62031368860008e-04
2.45978145757394e+06 1.00019020426347e+00 1.62017696109952e-04
2.45978145765309e+06 9.99553779351483e-01 1.61983619070265e-04
2.45978145773224e+06 1.00036440750287e+00 1.62002897758197e-04
2.45978145781139e+06 1.00055262293849e+00 1.62036754091669e-04
2.45978145789054e+06 1.00058028572586e+00 1.62034789806350e-04
2.45978145796969e+06 1.00010143022035e+00 1.62019638324649e-04
2.45978145804884e+06 1.00009844697857e+00 1.62058990242890e-04
2.45978145812799e+06 1.00046384889537e+00 1.62004486842949e-04
2.45978145820714e+06 1.00017402243687e+00 1.62046608624195e-04
2.45978145828628e+06 9.99365563915865e-01 1.61945403789035e-04
2.45978145836543e+06 9.99932470254367e-01 1.62013602009653e-04
2.45978145844458e+06 1.00073423908170e+00 1.62091709939351e-04
2.45978145852373e+06 1.00008832203679e+00 1.62014672434799e-04
2.45978145860288e+06 1.00013370347228e+00 1.62031291612833e-04
2.45978145868203e+06 1.00005776640891e+00 1.61996188289243e-04
2.45978145876118e+06 1.00016263187737e+00 1.62045383704698e-04
2.45978145884033e+06 1.00008344036843e+00 1.62005148961596e-04
2.45978145891948e+06 1.00017745768498e+00 1.62008845790707e-04
2.45978145899863e+06 1.00053635071063e+00 1.62035363642510e-04
2.45978145907778e+06 1.00071055395003e+00 1.62058107418027e-04
2.45978145915692e+06 9.99848306675808e-01 1.62018965170692e-04
2.45978145923607e+06 1.00062530555628e+00 1.62054675436375e-04
2.45978145931522e+06 1.00083856214255e+00 1.62013778574625e-04
2.45978145939437e+06 9.99760979052942e-01 1.61987558676213e-04
2.45978145947352e+06 1.00014599804444e+00 1.62038608023880e-04
2.45978145955267e+06 1.00034243999526e+00 1.62027164406601e-04
2.45978145963182e+06 9.99846860255554e-01 1.62053097386933e-04
2.45978145971097e+06 9.99926413369552e-01 1.62010931464444e-04
2.45978145979012e+06 1.00082590596533e+00 1.62086611625771e-04
2.45978145986927e+06 1.00008226515198e+00 1.61992182471430e-04
2.45978145994842e+06 1.00034686965729e+00 1.61986973804742e-04
2.45978146002756e+06 1.00050742230554e+00 1.62062521542339e-04
2.45978146010671e+06 9.99909056326498e-01 1.61998020150832e-04
2.45978146018586e+06 1.00037959491554e+00 1.62061848388382e-04
2.45978146026501e+06 1.00026523731417e+00 1.62022330940480e-04
2.45978146034416e+06 1.00029452732433e+00 1.62036103008333e-04
2.45978146042331e+06 1.00014699245836e+00 1.61988154582995e-04
2.45978146050246e+06 9.99793704311200e-01 1.61995327535002e-04
2.45978146058161e+06 1.00059465952714e+00 1.62032880697585e-04
2.45978146066076e+06 1.00005125751777e+00 1.62011361841565e-04
2.45978146073991e+06 1.00014545563684e+00 1.61959219998131e-04
2.45978146081906e+06 1.00006969937601e+00 1.62023776566192e-04
2.45978146089820e+06 9.99970529187314e-01 1.62044964362889e-04
2.45978146097735e+06 1.00048527399539e+00 1.61994113650816e-04
2.45978146105650e+06 9.99918096453088e-01 1.61993054260981e-04
2.45978146113565e+06 1.00031260757751e+00 1.62016702931982e-04
2.45978146121480e+06 1.00033213425094e+00 1.62009254097206e-04
2.45978146129395e+06 1.00068162554494e+00 1.62077165399744e-04
2.45978146137310e+06 9.99635321293331e-01 1.61979657393695e-04
2.45978146145225e+06 1.00032481174840e+00 1.62032560673572e-04
2.45978146153140e+06 1.00030564668003e+00 1.62067068090380e-04
2.45978146161055e+06 9.99960765850596e-01 1.61991178258149e-04
2.45978146168970e+06 1.00021985587869e+00 1.62015996672092e-04
2.45978146176885e+06 9.99814225398561e-01 1.62011141135349e-04
2.45978146184799e+06 1.00021777664957e+00 1.62000138930502e-04
2.45978146192714e+06 9.99851832325178e-01 1.62005612444648e-04
2.45978146200629e+06 1.00022464714578e+00 1.62059078525376e-04
2.45978146208544e+06 1.00002449874306e+00 1.62038310070489e-04
2.45978146216459e+06 1.00025032110530e+00 1.62036456138278e-04
2.45978146224374e+06 1.00027237901418e+00 1.62037493457491e-04
2.45978146232289e+06 1.00012755618619e+00 1.62095450909706e-04
2.45978146240204e+06 9.99813954194763e-01 1.61979690499627e-04
2.45978146248119e+06 1.00008678521527e+00 1.62003714371194e-04
2.45978146256034e+06 1.00021018294323e+00 1.62019417618434e-04
2.45978146263949e+06 1.00010658309250e+00 1.61996519348566e-04
2.45978146271863e+06 1.00043501089154e+00 1.62035683666523e-04
2.45978146279778e+06 1.00015250693559e+00 1.61984126694560e-04
2.45978146287693e+06 1.00019589954322e+00 1.62001363849998e-04
2.45978146295608e+06 9.99917915650556e-01 1.62040208143943e-04
2.45978146303523e+06 1.00100173642752e+00 1.62101597577810e-04
2.45978146311438e+06 9.99700771809848e-01 1.61999852012421e-04
2.45978146319353e+06 9.99621941905977e-01 1.61935825139278e-04
2.45978146327268e+06 9.99716682432647e-01 1.62045814081819e-04
2.45978146335183e+06 1.00029714896104e+00 1.62019836960243e-04
2.45978146343098e+06 1.00029796257243e+00 1.62036025761157e-04
2.45978146351013e+06 9.99884195978373e-01 1.61986035803325e-04
2.45978146358927e+06 1.00083955655648e+00 1.62052876680718e-04
2.45978146366842e+06 9.99820824690972e-01 1.62020918420700e-04
2.45978146374757e+06 1.00041458020545e+00 1.62009629297772e-04
2.45978146382672e+06 1.00036088185350e+00 1.62025023556310e-04
2.45978146390587e+06 1.00062015268412e+00 1.62055889320561e-04
2.45978146398502e+06 1.00031947807372e+00 1.62049742652456e-04
2.45978146406417e+06 1.00056536951698e+00 1.62096090957731e-04
2.45978146414332e+06 1.00050742230554e+00 1.62039170824729e-04
2.45978146422247e+06 1.00039975439784e+00 1.62035087759741e-04
2.45978146430162e+06 9.99907519504977e-01 1.61969858037722e-04
2.45978146438077e+06 1.00041991388014e+00 1.62034822912282e-04
2.45978146445991e+06 1.00019924439006e+00 1.62003063287858e-04
2.45978146453906e+06 1.00068361437279e+00 1.62031269542211e-04
2.45978146461821e+06 1.00041015054342e+00 1.62046023752724e-04
2.45978146469736e+06 1.00023531449516e+00 1.62049864040875e-04
2.45978146477651e+06 1.00058082813345e+00 1.62017685074641e-04
2.45978146485566e+06 9.99893236104964e-01 1.62003405382492e-04
2.45978146493481e+06 1.00049024606501e+00 1.62032019943344e-04
2.45978146501396e+06 1.00003344846839e+00 1.61987591782145e-04
2.45978146509311e+06 9.99887631226478e-01 1.61982603821673e-04
2.45978146517226e+06 1.00048238115488e+00 1.62056915604463e-04
2.45978146525141e+06 1.00017338962801e+00 1.62043309066272e-04
2.45978146533055e+06 1.00011435760137e+00 1.62018358228599e-04
2.45978146540970e+06 1.00077148440325e+00 1.62050239241441e-04
2.45978146548885e+06 1.00007060338867e+00 1.62034822912282e-04
2.45978146556800e+06 1.00000822651520e+00 1.61980882313191e-04
2.45978146564715e+06 1.00032553495853e+00 1.62036345785170e-04
2.45978146572630e+06 9.99972337212632e-01 1.62009088567544e-04
2.45978146580545e+06 1.00100770291107e+00 1.62064805851671e-04
2.45978146588460e+06 9.99964201098701e-01 1.61970608438855e-04
2.45978146596375e+06 1.00044269499915e+00 1.62034425641094e-04
2.45978146604290e+06 1.00022003668122e+00 1.62076017727423e-04
2.45978146612205e+06 1.00029633534964e+00 1.62016173237065e-04
2.45978146620120e+06 1.00005731440259e+00 1.61991056869730e-04
2.45978146628034e+06 9.99867290941649e-01 1.61968357235456e-04
2.45978146635949e+06 9.99925147751829e-01 1.62016460155145e-04
2.45978146643864e+06 1.00031703723954e+00 1.62065688676533e-04
2.45978146651779e+06 1.00076669313616e+00 1.62065964559302e-04
2.45978146659694e+06 1.00022853440021e+00 1.62036963762573e-04
2.45978146667609e+06 1.00055669099546e+00 1.62071559461868e-04
2.45978146675524e+06 9.99974597244280e-01 1.61980573324489e-04
2.45978146683439e+06 1.00077654687414e+00 1.62048550838892e-04
2.45978146691354e+06 1.00044133898016e+00 1.62040472991401e-04
2.45978146699269e+06 9.99820824690972e-01 1.62008150566128e-04
2.45978146707183e+06 1.00054973009798e+00 1.62049113639742e-04
2.45978146715098e+06 9.99536964716024e-01 1.61960698729775e-04
2.45978146723013e+06 1.00048554519919e+00 1.62046045823345e-04
2.45978146730928e+06 1.00092073689326e+00 1.62046630694816e-04
2.45978146738843e+06 1.00060026440562e+00 1.62047734225894e-04
2.45978146746758e+06 1.00032544455727e+00 1.62004707549165e-04
2.45978146754673e+06 1.00053381947518e+00 1.62070080730223e-04
2.45978146762588e+06 1.00052405613846e+00 1.62017464368426e-04
2.45978146770503e+06 1.00026523731417e+00 1.62050934466021e-04
2.45978146778418e+06 1.00005867042157e+00 1.61993572920588e-04
2.45978146786333e+06 1.00043799413332e+00 1.62032671026680e-04
2.45978146794248e+06 1.00053662191442e+00 1.62077970977431e-04
2.45978146802162e+06 1.00060306684487e+00 1.62036974797884e-04
2.45978146810077e+06 1.00019128907866e+00 1.61996232430486e-04
2.45978146817992e+06 1.00044332780801e+00 1.62055403766886e-04
2.45978146825907e+06 1.00081713704253e+00 1.62046553447641e-04
2.45978146833822e+06 1.00014075477102e+00 1.61987558676213e-04
2.45978146841737e+06 1.00073306386524e+00 1.62052700115745e-04
2.45978146849652e+06 1.00014337640773e+00 1.61996431066080e-04
2.45978146857567e+06 1.00062042388792e+00 1.62076746057934e-04
2.45978146865482e+06 1.00018902904701e+00 1.62037007903817e-04
2.45978146873397e+06 1.00010287664060e+00 1.62050470982968e-04
2.45978146881312e+06 9.99982823759478e-01 1.62012564690440e-04
2.45978146889226e+06 1.00067475504873e+00 1.62065147946305e-04
2.45978146897141e+06 1.00046764574854e+00 1.62085166000059e-04
2.45978146905056e+06 1.00035247453577e+00 1.62041234427845e-04
2.45978146912971e+06 1.00035256493704e+00 1.62045825117130e-04
2.45978146920886e+06 1.00064166818541e+00 1.62020797032281e-04
2.45978146928801e+06 1.00063732892464e+00 1.62084967364465e-04
2.45978146936716e+06 1.00077971091845e+00 1.62020499078890e-04
2.45978146944631e+06 1.00086486891093e+00 1.62071018731640e-04
2.45978146952546e+06 1.00033737752436e+00 1.62024957344445e-04
2.45978146960461e+06 1.00042859240167e+00 1.61989964373963e-04
2.45978146968376e+06 1.00007991471906e+00 1.62030287399552e-04
2.45978146976290e+06 1.00011679843555e+00 1.62052093173652e-04
2.45978146984205e+06 1.00038022772440e+00 1.62014926246946e-04
2.45978146992120e+06 1.00050000940173e+00 1.62012498478575e-04
2.45978147000035e+06 1.00056365189293e+00 1.62011913607104e-04
2.45978147007950e+06 1.00061355339171e+00 1.62055216166603e-04
2.45978147015865e+06 9.99798495578293e-01 1.62007665012453e-04
2.45978147023780e+06 1.00010106861528e+00 1.62024416614217e-04
2.45978147031695e+06 1.00068325276773e+00 1.62056683862937e-04
2.45978147039610e+06 1.00037417083959e+00 1.62041267533778e-04
2.45978147047525e+06 1.00016597672421e+00 1.62022783388222e-04
2.45978147055440e+06 1.00048210995108e+00 1.62037294821897e-04
2.45978147063354e+06 1.00033421348006e+00 1.62010832146647e-04
2.45978147071269e+06 1.00022735918376e+00 1.62028907985704e-04
2.45978147079184e+06 1.00048048272830e+00 1.62044997468821e-04
2.45978147087099e+06 1.00045137352067e+00 1.62033675239961e-04
2.45978147095014e+06 1.00021596862425e+00 1.61985009519423e-04
2.45978147102929e+06 1.00044106777636e+00 1.62109487825017e-04
2.45978147110844e+06 1.00049268689919e+00 1.62038001081787e-04
2.45978147118759e+06 1.00046050404853e+00 1.62038100399584e-04
2.45978147126674e+06 9.99805637278300e-01 1.62023655177773e-04
2.45978147134589e+06 1.00052342332960e+00 1.62011902571793e-04
2.45978147142504e+06 1.00050751270680e+00 1.62036732021047e-04
2.45978147150419e+06 1.00046421050043e+00 1.62023467577490e-04
2.45978147158333e+06 9.99935091891079e-01 1.62022496470141e-04
2.45978147166248e+06 1.00042488594976e+00 1.62037559669356e-04
2.45978147174163e+06 1.00062259351830e+00 1.62080365639870e-04
2.45978147182078e+06 1.00002594516332e+00 1.61991807270863e-04
2.45978147189993e+06 9.99638485337638e-01 1.61988143547684e-04
2.45978147197908e+06 1.00002305232281e+00 1.62016471190456e-04
2.45978147205823e+06 1.00050498147136e+00 1.62046100999899e-04
2.45978147213738e+06 1.00023377767364e+00 1.61972429265134e-04
2.45978147221653e+06 9.99952358532867e-01 1.62005976609904e-04
2.45978147229568e+06 1.00018640741030e+00 1.62027583748411e-04
2.45978147237483e+06 1.00009980299756e+00 1.61993848803357e-04
2.45978147245397e+06 9.99899473792311e-01 1.62001330744066e-04
2.45978147253312e+06 1.00046402969790e+00 1.62029890128364e-04
2.45978147261227e+06 1.00021081575210e+00 1.62078611025456e-04
2.45978147269142e+06 9.99857979611260e-01 1.61986554462932e-04
2.45978147277057e+06 1.00041015054342e+00 1.62079383497211e-04
2.45978147284972e+06 1.00002657797218e+00 1.61976379906393e-04
2.45978147292887e+06 1.00055307494482e+00 1.62059343372835e-04
2.45978147300802e+06 9.99875607858112e-01 1.62011152170660e-04
2.45978147308717e+06 9.99933735872090e-01 1.61983144551901e-04
2.45978147316632e+06 1.00040499767126e+00 1.62046928648208e-04
2.45978147324547e+06 1.00013053942797e+00 1.62051320701898e-04
2.45978147332461e+06 1.00060388045626e+00 1.62027947913666e-04
2.45978147340376e+06 1.00032942221297e+00 1.62035760913698e-04
2.45978147348291e+06 9.99847854669479e-01 1.61970553262301e-04
2.45978147356206e+06 1.00032246131549e+00 1.62045405775320e-04
2.45978147364121e+06 9.99935001489813e-01 1.61956681876651e-04
2.45978147372036e+06 1.00046927297132e+00 1.62012829537898e-04
2.45978147379951e+06 9.99901643422693e-01 1.61957564701514e-04
2.45978147387866e+06 9.99934007075888e-01 1.62014782787906e-04
2.45978147395781e+06 9.99617964250277e-01 1.61983067304726e-04
2.45978147403696e+06 1.00012149930138e+00 1.62042183464572e-04
2.45978147411611e+06 9.99699234988327e-01 1.62024515932014e-04
2.45978147419525e+06 1.00033999916108e+00 1.62029625280905e-04
2.45978147427440e+06 9.99734762685829e-01 1.61999752694624e-04
2.45978147435355e+06 9.99330126619629e-01 1.61961029789099e-04
2.45978147443270e+06 9.99113344383984e-01 1.62030364646727e-04
2.45978147451185e+06 1.00005740480385e+00 1.62086755084811e-04
2.45978147459100e+06 9.99411487758945e-01 1.61932525581355e-04
2.45978147467015e+06 9.99630801230036e-01 1.61995526170596e-04
2.45978147474930e+06 9.99734943488361e-01 1.61959076539091e-04
2.45978147482845e+06 9.99844509822640e-01 1.62037934869922e-04
2.45978147490760e+06 9.99706557490866e-01 1.61954342390766e-04
2.45978147498675e+06 1.00056880476509e+00 1.62037007903817e-04
2.45978147506589e+06 9.99834113677061e-01 1.62028290008301e-04
2.45978147514504e+06 9.99930752630315e-01 1.61992712166347e-04
2.45978147522419e+06 1.00103970495920e+00 1.62082396137053e-04
2.45978147530334e+06 1.00021614942678e+00 1.62017431262493e-04
2.45978147538249e+06 1.00015440536217e+00 1.62020785996970e-04
2.45978147546164e+06 1.00042624196875e+00 1.62012112242698e-04
2.45978147554079e+06 9.99967907550603e-01 1.61994952334435e-04
2.45978147561994e+06 9.99757363002306e-01 1.61970431873883e-04
2.45978147569909e+06 1.00070196582977e+00 1.62015842177741e-04
2.45978147577824e+06 1.00002043068609e+00 1.61983872882412e-04
2.45978147585739e+06 1.00003652211143e+00 1.62018280981423e-04
2.45978147593654e+06 1.00035337854843e+00 1.61972627900728e-04
2.45978147601568e+06 9.99949736896156e-01 1.61984932272247e-04
2.45978147609483e+06 1.00037389963579e+00 1.62002997075994e-04
2.45978147617398e+06 1.00051239437516e+00 1.62041830334627e-04
2.45978147625313e+06 9.99893236104964e-01 1.62021050844429e-04
2.45978147633228e+06 1.00062277432083e+00 1.62058813677917e-04
2.45978147641143e+06 1.00032969341676e+00 1.62016460155145e-04
2.45978147649058e+06 1.00007819709501e+00 1.61976523365433e-04
2.45978147656973e+06 1.00087002178309e+00 1.62083124467565e-04
2.45978147664888e+06 1.00042823079660e+00 1.62009883109920e-04
2.45978147672803e+06 1.00085799841472e+00 1.62097161382877e-04
2.45978147680718e+06 1.00089271250083e+00 1.62101575507188e-04
2.45978147688632e+06 9.99973874034153e-01 1.61999840977111e-04
2.45978147696547e+06 1.00079245749694e+00 1.62043838761189e-04
2.45978147704462e+06 1.00024091937364e+00 1.62022948917883e-04
2.45978147712377e+06 1.00046032324600e+00 1.62038067293651e-04
2.45978147720292e+06 1.00077021878553e+00 1.62086424025488e-04
2.45978147728207e+06 1.00007358663045e+00 1.62035672631212e-04
2.45978148439465e+06 1.00075096331589e+00 1.62069617247170e-04
2.45978148447380e+06 1.00011969127606e+00 1.62030673635429e-04
2.45978148455295e+06 1.00038303016365e+00 1.62032240649560e-04
2.45978148463210e+06 1.00020114281664e+00 1.62002224604239e-04
2.45978148471125e+06 1.00023820733566e+00 1.61984788813207e-04
2.45978148479040e+06 9.99712614375682e-01 1.61982990057550e-04
2.45978148486955e+06 1.00033520789398e+00 1.62014164810503e-04
2.45978148494870e+06 1.00048274275994e+00 1.62068877881348e-04
2.45978148502785e+06 1.00041322418646e+00 1.61984523965748e-04
2.45978148510700e+06 9.99894772926484e-01 1.61996629701674e-04
2.45978148518615e+06 1.00052685857771e+00 1.62032891732896e-04
2.45978148526530e+06 1.00022103109514e+00 1.62050128888334e-04
2.45978148534445e+06 1.00048482198906e+00 1.62038784588852e-04
2.45978148542359e+06 1.00037399003706e+00 1.61988882913506e-04
2.45978148550274e+06 9.99613896193311e-01 1.61990052656449e-04
2.45978148558189e+06 1.00023920174959e+00 1.62026060875523e-04
2.45978148566104e+06 1.00053544669797e+00 1.62000205142366e-04
2.45978148574019e+06 1.00049006526248e+00 1.62018457546396e-04
2.45978148581934e+06 1.00025004990150e+00 1.62020532184823e-04
2.45978148589849e+06 1.00018487058878e+00 1.62070842166667e-04
2.45978148597764e+06 1.00012782738999e+00 1.62018159593005e-04
2.45978148605679e+06 9.99936176706270e-01 1.61965874290531e-04
2.45978148613594e+06 9.99904265059405e-01 1.61993617061831e-04
2.45978148621509e+06 1.00090500707300e+00 1.62069992447737e-04
2.45978148629424e+06 9.99620043479393e-01 1.62012719184791e-04
2.45978148637339e+06 1.00050706070047e+00 1.62049279169404e-04
2.45978148645254e+06 1.00014654045204e+00 1.61971700934623e-04
2.45978148653168e+06 1.00018875784321e+00 1.62037482422180e-04
2.45978148661083e+06 9.99519246067907e-01 1.61980507112625e-04
2.45978148668998e+06 1.00010893352542e+00 1.62020852208835e-04
2.45978148676913e+06 9.99957511405024e-01 1.61994400568896e-04
2.45978148684828e+06 1.00017284722041e+00 1.61994466780761e-04
2.45978148692743e+06 9.99829684015031e-01 1.62009816898055e-04
2.45978148700658e+06 1.00043835573838e+00 1.62032825521031e-04
2.45978148708573e+06 1.00029389451546e+00 1.62050117853023e-04
2.45978148716488e+06 1.00067999832215e+00 1.62027672030897e-04
2.45978148724403e+06 1.00050145582199e+00 1.62072497463284e-04
2.45978148732318e+06 1.00035374015349e+00 1.61977693108376e-04
2.45978148740233e+06 1.00066011004365e+00 1.62099589151248e-04
2.45978148748148e+06 1.00001925546964e+00 1.62001518344349e-04
2.45978148756063e+06 9.99313673589234e-01 1.61975607434639e-04
