2.454980709081599955e+06 1.002340000000000009e+00 1.690000000000000096e-03 1.683799999999999963e+00
2.454980709483600222e+06 1.001509999999999900e+00 1.649999999999999991e-03 1.679200000000000026e+00
2.454980710241599940e+06 1.002790000000000070e+00 1.869999999999999917e-03 1.670600000000000085e+00
2.454980710710600019e+06 1.002629999999999910e+00 1.690000000000000096e-03 1.665300000000000002e+00
2.454980711225599982e+06 1.001160000000000050e+00 2.289999999999999935e-03 1.659599999999999964e+00
2.454980711610599887e+06 1.000799999999999912e+00 1.649999999999999991e-03 1.655299999999999994e+00
2.454980712271600030e+06 9.985100000000000087e-01 1.490000000000000005e-03 1.648099999999999898e+00
2.454980712834599894e+06 1.001449999999999951e+00 1.680000000000000070e-03 1.641999999999999904e+00
2.454980713164600078e+06 1.000310000000000032e+00 2.279999999999999909e-03 1.638400000000000079e+00
2.454980713767599780e+06 9.995199999999999640e-01 1.840000000000000056e-03 1.631999999999999895e+00
2.454980714249600191e+06 9.967599999999999794e-01 1.670000000000000043e-03 1.627000000000000002e+00
2.454980714822600130e+06 9.980400000000000382e-01 1.459999999999999926e-03 1.620999999999999996e+00
2.454980715314600151e+06 9.997399999999999620e-01 1.660000000000000017e-03 1.615899999999999892e+00
2.454980715808600187e+06 1.002199999999999980e+00 1.459999999999999926e-03 1.610899999999999999e+00
2.454980716364600230e+06 9.997200000000000530e-01 1.629999999999999939e-03 1.605199999999999960e+00
2.454980716862599831e+06 1.000180000000000069e+00 1.580000000000000024e-03 1.600200000000000067e+00
2.454980717388600111e+06 1.000180000000000069e+00 2.259999999999999856e-03 1.594999999999999973e+00
2.454980717884600163e+06 9.989900000000000446e-01 1.330000000000000019e-03 1.590100000000000069e+00
2.454980718488600105e+06 9.960599999999999454e-01 1.670000000000000043e-03 1.584200000000000053e+00
2.454980718978600111e+06 1.000550000000000050e+00 1.319999999999999993e-03 1.579499999999999904e+00
2.454980719439600129e+06 1.000439999999999996e+00 1.840000000000000056e-03 1.575099999999999945e+00
2.454980720008600038e+06 9.991100000000000536e-01 1.289999999999999914e-03 1.569700000000000095e+00
2.454980720615599770e+06 9.968299999999999939e-01 1.660000000000000017e-03 1.564000000000000057e+00
2.454980721083600074e+06 9.989900000000000446e-01 1.600000000000000077e-03 1.559700000000000086e+00
2.454980721497599967e+06 9.969900000000000428e-01 1.590000000000000050e-03 1.555900000000000061e+00
2.454980722154600080e+06 9.980499999999999927e-01 1.240000000000000000e-03 1.549900000000000055e+00
2.454980722738599870e+06 9.988500000000000156e-01 1.590000000000000050e-03 1.544599999999999973e+00
2.454980723135599867e+06 9.997500000000000275e-01 1.830000000000000029e-03 1.540999999999999925e+00
2.454980723559599835e+06 9.968299999999999939e-01 1.289999999999999914e-03 1.537300000000000111e+00
2.454980724202599842e+06 1.000429999999999930e+00 1.309999999999999967e-03 1.531600000000000072e+00
