Title: OGLE-2016-BLG-1003: First Resolved Caustic-crossing Binary-source 
       Event Discovered by Second-generation Microlensing Surveys  
Authors: Jung Y.K., Udalski A., Bond I.A., Yee J.C., Gould A., Han C., 
         Albrow M.D., Lee C.-U., Kim S.-L., Hwang K.-H., Chung S.-J., Ryu Y.-H.,
         Shin I.-G., Zhu W., Cha S.-M., Kim D.-J., Lee Y., Park B.-G., 
         Kim H.-W., Pogge R.W., Skowron J., Szymanski M.K., Poleski R., Mroz P.,
         Kozlowski S., Pietrukowicz P., Soszynski I., Ulaczyk K., Pawlak M., 
         Abe F., Bennett D.P., Barry R., Sumi T., Asakura Y., Bhattacharya A., 
         Donachie M., Fukui A., Hirao Y., Itow Y., Koshimoto N., Li M.C.A., 
         Ling C.H., Masuda K., Matsubara Y., Muraki Y., Nagakane M., 
         Rattenbury N.J., Evans P., Sharan A., Sullivan D.J., Suzuki D., 
         Tristram P.J., Yamada T., Yamada T., Yonehara A.
Figure: Light curve of OGLE-2016-BLG-1003
================================================================================
Byte-by-byte Description of file: dbf1.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1-  4 A4     ---     Obs     Observatory identifier
   6-  6 A1     ---     Filter  Filter used
   8- 18 F11.6  d       HJD     Heliocentric Julian Date; - 2450000
  20- 28 F9.6   mag     mag     Apparent magnitude in Filter
  30- 37 F8.6   mag   e_mag     Uncertainty in mag
--------------------------------------------------------------------------------
KMTS I 7607.401610 19.586000 0.116000 
KMTS I 7607.439660 19.716000 0.193000 
KMTS I 7608.249420 19.527000 0.164000 
KMTS I 7608.295410 19.785000 0.215000 
KMTS I 7608.336650 19.266000 0.133000 
KMTS I 7609.230960 19.484000 0.084000 
KMTS I 7609.267310 19.619000 0.087000 
KMTS I 7609.304190 19.479000 0.084000 
KMTS I 7609.355500 19.554000 0.088000 
KMTS I 7609.394870 19.544000 0.102000 
KMTS I 7609.434280 19.783000 0.176000 
KMTS I 7610.228740 19.681000 0.141000 
KMTS I 7610.266510 19.723000 0.152000 
KMTS I 7610.351030 19.486000 0.108000 
KMTS I 7610.352830 19.606000 0.100000 
KMTS I 7610.391730 19.516000 0.108000 
KMTS I 7610.427150 19.566000 0.102000 
KMTS I 7610.466410 19.513000 0.114000 
KMTS I 7611.217790 19.497000 0.099000 
KMTS I 7611.255890 19.442000 0.091000 
KMTS I 7611.293070 19.516000 0.108000 
KMTS I 7611.344300 19.320000 0.096000 
KMTS I 7611.383130 19.479000 0.096000 
KMTS I 7611.420060 19.611000 0.146000 
KMTS I 7611.458840 19.542000 0.161000 
KMTS I 7612.245240 19.457000 0.126000 
KMTS I 7612.293060 19.484000 0.118000 
KMTS I 7612.330660 19.532000 0.151000 
KMTS I 7612.367680 19.805000 0.218000 
KMTS I 7612.405460 19.752000 0.192000 
KMTS I 7612.442020 19.443000 0.139000 
KMTS I 7616.239900 19.504000 0.235000 
KMTS I 7616.280220 19.759000 0.193000 
KMTS I 7616.321720 19.974000 0.257000 
KMTS I 7616.358710 19.874000 0.281000 
KMTS I 7616.395880 19.436000 0.205000 
KMTS I 7617.293110 19.556000 0.181000 
KMTS I 7617.330190 19.304000 0.164000 
KMTS I 7617.368300 19.539000 0.264000 
KMTS I 7619.308470 19.562000 0.219000 
KMTS I 7620.239850 19.537000 0.151000 
KMTS I 7621.250130 19.558000 0.098000 
KMTS I 7621.292370 19.497000 0.107000 
KMTS I 7621.328460 19.763000 0.164000 
KMTS I 7621.380840 19.578000 0.143000 
KMTS I 7621.418620 19.661000 0.164000 
KMTS I 7624.244040 19.883000 0.202000 
KMTS I 7624.347520 19.587000 0.097000 
KMTS I 7624.394650 19.525000 0.100000 
KMTS I 7624.429730 19.588000 0.132000 
KMTS I 7625.218290 19.417000 0.100000 
KMTS I 7625.255300 19.467000 0.104000 
KMTS I 7625.296750 19.579000 0.107000 
KMTS I 7625.333480 19.530000 0.074000 
KMTS I 7625.378460 19.570000 0.081000 
KMTS I 7625.419340 19.637000 0.129000 
KMTS I 7626.252800 19.547000 0.080000 
KMTS I 7626.292480 19.439000 0.070000 
KMTS I 7626.334180 19.557000 0.080000 
KMTS I 7626.370380 19.629000 0.087000 
KMTS I 7626.417790 19.606000 0.107000 
KMTS I 7627.239560 19.553000 0.077000 
KMTS I 7627.279630 19.541000 0.074000 
KMTS I 7627.317230 19.512000 0.105000 
KMTS I 7627.353200 19.520000 0.095000 
KMTS I 7627.402150 19.405000 0.120000 
KMTS I 7628.241830 19.547000 0.092000 
KMTS I 7628.280860 19.626000 0.108000 
KMTS I 7628.318330 19.581000 0.096000 
KMTS I 7628.354730 19.447000 0.097000 
KMTS I 7628.404110 19.636000 0.136000 
KMTS I 7629.246880 19.535000 0.110000 
KMTS I 7629.287870 19.876000 0.143000 
KMTS I 7629.324480 19.579000 0.124000 
KMTS I 7629.361100 19.566000 0.131000 
KMTS I 7629.407700 19.485000 0.130000 
KMTS I 7630.259940 19.620000 0.088000 
KMTS I 7631.287440 19.745000 0.138000 
KMTS I 7631.335380 19.711000 0.163000 
KMTS I 7631.370950 19.666000 0.152000 
KMTS I 7631.405470 19.646000 0.153000 
KMTS I 7632.276670 19.527000 0.123000 
KMTS I 7633.252850 20.077000 0.230000 
KMTS I 7633.312970 19.982000 0.209000 
KMTS I 7633.353720 19.966000 0.209000 
KMTS I 7635.335370 19.349000 0.141000 
KMTS I 7636.270580 19.826000 0.167000 
KMTS I 7636.312690 19.440000 0.194000 
KMTS I 7638.229790 20.176000 0.258000 
KMTS I 7638.272860 19.558000 0.147000 
KMTS I 7638.308730 19.784000 0.170000 
KMTS I 7638.355410 19.162000 0.239000 
KMTS I 7639.228390 19.407000 0.126000 
KMTS I 7639.305330 19.562000 0.112000 
KMTS I 7639.344830 19.618000 0.130000 
KMTS I 7641.227810 19.517000 0.225000 
KMTS I 7641.301320 19.124000 0.225000 
KMTS I 7642.230650 19.521000 0.212000 
KMTS I 7642.283320 19.877000 0.281000 
KMTS I 7643.269020 19.434000 0.216000 
KMTS I 7644.250960 19.702000 0.165000 
KMTS I 7644.306630 19.658000 0.176000 
KMTS I 7644.342380 19.592000 0.188000 
KMTS I 7645.233120 19.548000 0.117000 
KMTS I 7645.269500 19.251000 0.122000 
KMTS I 7646.256030 19.586000 0.120000 
KMTS I 7646.293450 19.653000 0.124000 
KMTS I 7646.328850 19.623000 0.154000 
KMTS I 7647.292080 19.629000 0.168000 
KMTS I 7647.327150 19.604000 0.183000 
KMTS I 7649.232910 19.835000 0.224000 
KMTS I 7649.273630 20.064000 0.261000 
KMTS I 7650.265270 19.691000 0.166000 
KMTS I 7650.268170 20.141000 0.283000 
KMTS I 7650.303860 19.341000 0.112000 
KMTS I 7650.338570 19.820000 0.220000 
KMTS I 7651.255750 19.587000 0.101000 
KMTS I 7651.291630 19.529000 0.094000 
KMTS I 7651.334240 19.524000 0.122000 
KMTS I 7652.268360 19.656000 0.111000 
KMTS I 7652.305480 19.789000 0.131000 
KMTS I 7652.343920 19.564000 0.133000 
KMTS I 7653.266910 19.455000 0.091000 
KMTS I 7653.307550 19.545000 0.127000 
KMTS I 7654.234840 19.564000 0.151000 
KMTS I 7654.271700 19.913000 0.218000 
KMTS I 7655.234970 19.489000 0.113000 
KMTS I 7655.272390 19.656000 0.136000 
KMTS I 7655.321320 19.557000 0.108000 
KMTS I 7657.253370 19.509000 0.084000 
KMTS I 7657.300580 19.649000 0.161000 
KMTS I 7660.252000 19.539000 0.108000 
KMTS I 7660.290720 19.533000 0.107000 
KMTS I 7660.326090 19.465000 0.120000 
KMTS I 7662.261290 19.545000 0.093000 
KMTS I 7662.304280 19.822000 0.149000 
KMTS I 7663.261910 19.376000 0.133000 
KMTS I 7663.298130 19.866000 0.190000 
KMTS I 7664.248170 20.002000 0.236000 
KMTS I 7664.293750 19.436000 0.140000 
KMTS I 7665.256230 19.445000 0.111000 
KMTS I 7665.290450 19.387000 0.129000 
KMTS I 7666.253210 19.645000 0.121000 
KMTS I 7666.289290 19.700000 0.169000 
KMTS I 7667.272710 19.482000 0.154000 
KMTS I 7667.308890 19.976000 0.216000 
KMTS I 7671.250560 19.497000 0.105000 
KMTS I 7671.288000 19.824000 0.191000 
KMTS I 7672.279780 19.464000 0.155000 
KMTS I 7672.282740 19.698000 0.185000 
KMTS I 7674.262840 19.369000 0.150000 
KMTS I 7676.244610 19.427000 0.282000 
KMTS V 7464.652540 19.185000 0.184000 
KMTS V 7465.538040 19.244000 0.246000 
KMTS V 7482.511220 19.647000 0.289000 
KMTS V 7491.572710 19.541000 0.242000 
KMTS V 7496.614280 19.337000 0.205000 
KMTS V 7520.483340 19.278000 0.294000 
KMTS V 7538.333110 18.969000 0.177000 
KMTS V 7541.538140 18.027000 0.056000 
KMTS V 7546.468770 18.603000 0.094000 
KMTS V 7552.520610 18.088000 0.088000 
KMTS V 7557.494590 17.735000 0.186000 
KMTS V 7562.268510 18.942000 0.288000 
KMTS V 7569.533210 19.239000 0.197000 
KMTS V 7574.385210 19.470000 0.213000 
KMTS V 7577.461980 19.127000 0.170000 
KMTS V 7580.283600 19.610000 0.280000 
KMTS V 7606.352030 19.614000 0.212000 
KMTS V 7610.354490 19.806000 0.292000 
KMTS V 7625.380230 19.297000 0.155000 
KMTS V 7629.409410 19.191000 0.276000 
MOA  R 7064.139792 20.000309 0.238514 
MOA  R 7065.141096 19.843647 0.240322 
MOA  R 7070.131998 19.910062 0.211467 
MOA  R 7071.127956 20.272392 0.274859 
MOA  R 7071.197272 19.706607 0.215850 
MOA  R 7076.114191 19.817295 0.177353 
MOA  R 7076.187038 19.690522 0.147500 
MOA  R 7078.107257 19.772789 0.249336 
MOA  R 7078.141320 19.694944 0.291539 
MOA  R 7080.107636 19.692540 0.179423 
MOA  R 7080.145220 19.528646 0.122741 
MOA  R 7080.180483 19.610537 0.121500 
MOA  R 7084.130263 19.882243 0.293397 
MOA  R 7084.203180 19.912216 0.235621 
MOA  R 7090.134361 19.897763 0.179139 
MOA  R 7090.167735 19.513831 0.134355 
MOA  R 7090.226330 19.523475 0.248714 
MOA  R 7091.070444 19.775492 0.231354 
MOA  R 7091.208027 19.736287 0.246051 
MOA  R 7093.155191 19.845612 0.201305 
MOA  R 7093.220987 19.878748 0.198967 
MOA  R 7094.202485 19.490610 0.281824 
MOA  R 7096.054779 19.796339 0.287297 
MOA  R 7096.187162 19.547133 0.123675 
MOA  R 7096.216685 19.575383 0.144292 
MOA  R 7097.182921 19.692963 0.154051 
MOA  R 7097.225855 19.789555 0.169464 
MOA  R 7099.075080 19.759946 0.236538 
MOA  R 7101.177809 20.119171 0.276163 
MOA  R 7102.105881 19.708757 0.133759 
MOA  R 7102.201710 19.729430 0.140294 
MOA  R 7102.236254 20.166963 0.275483 
MOA  R 7105.228010 19.596768 0.116466 
MOA  R 7106.044080 19.794768 0.265343 
MOA  R 7106.077473 19.624013 0.113525 
MOA  R 7106.192235 19.729140 0.150905 
MOA  R 7108.049177 19.694249 0.125100 
MOA  R 7108.082570 19.536533 0.108298 
MOA  R 7108.162748 19.785530 0.120235 
MOA  R 7108.198411 19.805842 0.125521 
MOA  R 7108.232965 19.547466 0.096999 
MOA  R 7109.241323 19.883502 0.154822 
MOA  R 7111.252418 19.551448 0.156071 
MOA  R 7112.031704 19.822983 0.219042 
MOA  R 7112.065087 19.674444 0.159493 
MOA  R 7112.153415 20.001236 0.206519 
MOA  R 7112.228043 19.831248 0.140499 
MOA  R 7113.022569 19.919232 0.197738 
MOA  R 7113.057112 19.519839 0.113275 
MOA  R 7113.152361 19.841940 0.173935 
MOA  R 7113.189195 19.860873 0.236900 
MOA  R 7113.225818 19.862698 0.219032 
MOA  R 7114.085601 19.485855 0.204394 
MOA  R 7114.118994 19.753110 0.263568 
MOA  R 7114.222524 19.720883 0.114668 
MOA  R 7114.249016 19.464372 0.139192 
MOA  R 7117.172523 19.809005 0.222058 
MOA  R 7117.205956 19.951524 0.192116 
MOA  R 7117.221467 19.953220 0.191922 
MOA  R 7127.169737 20.030644 0.179803 
MOA  R 7127.203110 19.438231 0.168435 
MOA  R 7128.001399 19.445848 0.160504 
MOA  R 7128.154112 20.133704 0.203415 
MOA  R 7128.187495 19.672910 0.086921 
MOA  R 7128.220887 19.726991 0.130704 
MOA  R 7128.255550 19.875841 0.216115 
MOA  R 7128.989483 19.539894 0.219259 
MOA  R 7129.022896 19.751354 0.134322 
MOA  R 7129.102323 19.760537 0.261990 
MOA  R 7129.140326 19.533517 0.139572 
MOA  R 7129.173719 19.725881 0.137583 
MOA  R 7129.241795 19.824257 0.135499 
MOA  R 7131.165746 19.623373 0.140300 
MOA  R 7131.233812 19.473616 0.268036 
MOA  R 7136.152339 19.709069 0.170041 
MOA  R 7136.220444 19.745290 0.131009 
MOA  R 7136.245856 19.940381 0.169150 
MOA  R 7137.034427 19.642615 0.222047 
MOA  R 7137.067810 19.722189 0.270881 
MOA  R 7137.152646 19.856335 0.243179 
MOA  R 7140.994615 19.714060 0.174627 
MOA  R 7141.028007 19.708170 0.247244 
MOA  R 7141.121174 19.951021 0.284437 
MOA  R 7141.154566 19.429577 0.185690 
MOA  R 7142.097054 19.886452 0.263031 
MOA  R 7142.131617 19.676699 0.211171 
MOA  R 7143.052392 19.605970 0.239397 
MOA  R 7143.137118 19.702117 0.166642 
MOA  R 7143.170511 19.761136 0.170300 
MOA  R 7143.246806 19.552874 0.156117 
MOA  R 7143.978987 19.850383 0.266491 
MOA  R 7144.066073 19.857611 0.195610 
MOA  R 7144.102926 19.854784 0.231392 
MOA  R 7144.141798 19.731736 0.212110 
MOA  R 7144.177491 19.790233 0.208352 
MOA  R 7144.215924 19.719685 0.169462 
MOA  R 7144.986106 19.486005 0.206375 
MOA  R 7145.021489 19.662048 0.226466 
MOA  R 7145.054881 19.873400 0.247963 
MOA  R 7145.139107 19.916545 0.208054 
MOA  R 7145.261355 19.890163 0.207862 
MOA  R 7156.987281 19.438301 0.153617 
MOA  R 7157.174911 20.222976 0.252996 
MOA  R 7158.929450 19.589900 0.208237 
MOA  R 7159.113939 20.127829 0.242884 
MOA  R 7159.148611 19.709649 0.167770 
MOA  R 7161.108454 19.572270 0.262574 
MOA  R 7161.181557 19.873562 0.166305 
MOA  R 7161.248910 19.992024 0.177916 
MOA  R 7161.925711 19.836518 0.184524 
MOA  R 7162.168902 19.828609 0.117894 
MOA  R 7162.239965 19.595747 0.297077 
MOA  R 7164.142087 19.672459 0.244255 
MOA  R 7164.920429 19.872542 0.163240 
MOA  R 7165.887188 19.782271 0.144307 
MOA  R 7165.920589 19.801772 0.132866 
MOA  R 7166.155318 19.893314 0.236827 
MOA  R 7166.227021 19.646721 0.229444 
MOA  R 7169.879351 19.647131 0.220463 
MOA  R 7170.982447 19.831981 0.283760 
MOA  R 7171.140632 19.902802 0.273891 
MOA  R 7171.216104 19.521266 0.183340 
MOA  R 7172.889343 20.128785 0.259443 
MOA  R 7172.991156 19.654329 0.203382 
MOA  R 7173.032187 19.966528 0.175538 
MOA  R 7173.065568 19.622541 0.130276 
MOA  R 7178.236590 19.639457 0.268022 
MOA  R 7179.128297 19.862763 0.260445 
MOA  R 7180.875416 19.746820 0.233130 
MOA  R 7180.990488 19.963592 0.189240 
MOA  R 7181.136070 20.061989 0.195039 
MOA  R 7184.267808 19.944715 0.299526 
MOA  R 7188.965235 19.798719 0.237049 
MOA  R 7189.039975 19.942708 0.159627 
MOA  R 7189.924236 19.774468 0.190706 
MOA  R 7189.957646 19.721333 0.139431 
MOA  R 7189.991036 19.734156 0.119332 
MOA  R 7190.033666 19.799441 0.105535 
MOA  R 7190.070626 19.874378 0.131849 
MOA  R 7190.188666 19.538013 0.214772 
MOA  R 7190.225306 19.526389 0.203969 
MOA  R 7193.198758 19.937443 0.136805 
MOA  R 7193.232408 19.883645 0.244886 
MOA  R 7193.261438 20.169902 0.247057 
MOA  R 7195.873349 19.509439 0.262278 
MOA  R 7196.785089 19.880942 0.291781 
MOA  R 7196.847498 19.727389 0.185316 
MOA  R 7196.880888 19.669799 0.117849 
MOA  R 7196.915408 19.888695 0.185440 
MOA  R 7196.948777 19.826327 0.184127 
MOA  R 7196.982127 19.687843 0.160974 
MOA  R 7197.017787 19.696087 0.191462 
MOA  R 7197.052456 19.727644 0.208048 
MOA  R 7197.088446 19.771488 0.174021 
MOA  R 7197.149445 20.109472 0.200006 
MOA  R 7197.182805 19.859537 0.243963 
MOA  R 7197.922406 19.787791 0.142860 
MOA  R 7197.956905 19.878097 0.235594 
MOA  R 7197.997155 19.716129 0.139991 
MOA  R 7198.033964 19.909802 0.186257 
MOA  R 7198.151933 19.687877 0.123823 
MOA  R 7198.219112 19.788772 0.262771 
MOA  R 7198.878783 19.762480 0.295842 
MOA  R 7198.945482 19.805067 0.157520 
MOA  R 7198.978831 19.720330 0.125767 
MOA  R 7200.176692 20.028477 0.266963 
MOA  R 7200.213512 19.485408 0.182276 
MOA  R 7207.055290 19.498524 0.184460 
MOA  R 7207.082860 20.133962 0.289880 
MOA  R 7207.169177 19.646935 0.206815 
MOA  R 7207.236205 19.389447 0.184000 
MOA  R 7210.194186 19.610491 0.199924 
MOA  R 7210.790856 19.889181 0.258337 
MOA  R 7212.961790 19.755502 0.108031 
MOA  R 7212.996979 19.678501 0.147691 
MOA  R 7213.119364 19.905581 0.190044 
MOA  R 7213.219451 19.789105 0.151917 
MOA  R 7213.801829 20.067971 0.202647 
MOA  R 7213.838657 19.859761 0.139782 
MOA  R 7213.872336 19.785520 0.132859 
MOA  R 7214.076758 19.635770 0.202937 
MOA  R 7214.120297 19.430805 0.237868 
MOA  R 7214.171175 19.670680 0.155553 
MOA  R 7214.204693 19.987861 0.205696 
MOA  R 7214.787911 19.737295 0.205072 
MOA  R 7214.821289 19.945962 0.197158 
MOA  R 7214.854658 19.874659 0.194841 
MOA  R 7215.074539 19.800263 0.258836 
MOA  R 7215.107908 19.934112 0.163894 
MOA  R 7215.141257 19.737320 0.177669 
MOA  R 7215.174625 19.700737 0.169524 
MOA  R 7215.208064 20.117992 0.167136 
MOA  R 7215.825019 19.696453 0.127007 
MOA  R 7215.862977 19.952402 0.165083 
MOA  R 7215.896376 20.042522 0.209607 
MOA  R 7215.929734 19.756825 0.197558 
MOA  R 7215.963103 19.782132 0.252418 
MOA  R 7216.045480 19.819087 0.115554 
MOA  R 7216.078828 19.784823 0.119862 
MOA  R 7216.112167 19.858641 0.144603 
MOA  R 7216.145536 19.926157 0.159416 
MOA  R 7216.178894 19.671951 0.183891 
MOA  R 7216.212703 20.215060 0.298048 
MOA  R 7216.927573 19.747696 0.207806 
MOA  R 7216.960941 19.671505 0.176334 
MOA  R 7216.995590 20.225728 0.215066 
MOA  R 7218.915565 19.538702 0.199096 
MOA  R 7220.924290 19.699656 0.117759 
MOA  R 7220.992287 19.584419 0.140784 
MOA  R 7221.028325 19.718928 0.126926 
MOA  R 7221.061683 19.541778 0.133098 
MOA  R 7221.095032 20.178435 0.266563 
MOA  R 7222.111111 19.413386 0.186044 
MOA  R 7222.790647 20.100341 0.281131 
MOA  R 7222.857364 19.653867 0.147339 
MOA  R 7222.890722 19.919794 0.272426 
MOA  R 7222.972328 19.810644 0.146917 
MOA  R 7223.008306 19.674358 0.115231 
MOA  R 7223.041664 20.000313 0.141013 
MOA  R 7223.075022 19.691066 0.155853 
MOA  R 7223.108391 19.889685 0.117280 
MOA  R 7223.141739 19.885402 0.166066 
MOA  R 7223.890370 19.891135 0.217508 
MOA  R 7223.923748 19.789370 0.174144 
MOA  R 7223.991884 19.660776 0.099229 
MOA  R 7224.072440 19.982235 0.179534 
MOA  R 7224.108088 19.833566 0.185156 
MOA  R 7224.174825 19.559222 0.256223 
MOA  R 7224.800941 20.031174 0.263536 
MOA  R 7224.834309 19.869951 0.195296 
MOA  R 7224.914875 19.840896 0.141383 
MOA  R 7224.948223 19.777663 0.111438 
MOA  R 7224.982891 19.769227 0.113545 
MOA  R 7225.018949 19.907570 0.134355 
MOA  R 7225.052308 19.839925 0.134940 
MOA  R 7225.085656 19.816695 0.135530 
MOA  R 7225.152362 19.463353 0.141535 
MOA  R 7225.185740 19.568496 0.282196 
MOA  R 7225.795667 20.157951 0.267480 
MOA  R 7225.829055 19.990167 0.169007 
MOA  R 7225.868293 19.992610 0.135561 
MOA  R 7225.901661 19.912778 0.122765 
MOA  R 7225.981207 20.023883 0.192872 
MOA  R 7226.017235 19.594895 0.113707 
MOA  R 7226.050583 19.837027 0.144813 
MOA  R 7226.083951 19.982953 0.167096 
MOA  R 7226.117319 19.680847 0.160288 
MOA  R 7227.806903 19.891065 0.175738 
MOA  R 7227.847150 19.459720 0.131685 
MOA  R 7227.930466 19.831377 0.150136 
MOA  R 7227.969733 19.742243 0.115322 
MOA  R 7228.005711 19.939952 0.119042 
MOA  R 7228.039059 19.759097 0.131141 
MOA  R 7228.105795 19.934004 0.196754 
MOA  R 7233.912054 19.560112 0.249433 
MOA  R 7233.998268 19.477233 0.183035 
MOA  R 7234.031626 19.677572 0.217545 
MOA  R 7234.098492 19.766795 0.266718 
MOA  R 7239.003023 20.045459 0.177141 
MOA  R 7239.040970 19.764279 0.280895 
MOA  R 7239.808375 19.467612 0.254533 
MOA  R 7239.841713 19.556980 0.159060 
MOA  R 7239.913067 19.958505 0.194515 
MOA  R 7240.906984 19.648130 0.167140 
MOA  R 7240.943322 19.725655 0.163066 
MOA  R 7242.866697 19.638822 0.240315 
MOA  R 7242.918473 19.899460 0.239424 
MOA  R 7244.032018 19.827290 0.123055 
MOA  R 7244.065385 19.601334 0.121999 
MOA  R 7244.810007 19.901022 0.177268 
MOA  R 7244.843355 20.053491 0.210694 
MOA  R 7245.003312 19.878569 0.153175 
MOA  R 7245.038960 19.887768 0.189763 
MOA  R 7245.072327 19.800314 0.188810 
MOA  R 7245.105674 20.067903 0.235214 
MOA  R 7245.816188 19.576212 0.217200 
MOA  R 7245.849546 19.762901 0.139144 
MOA  R 7245.886793 19.700286 0.131319 
MOA  R 7245.921470 19.755805 0.147124 
MOA  R 7245.960257 19.766371 0.133049 
MOA  R 7250.818121 20.076335 0.204151 
MOA  R 7250.892105 19.694566 0.113570 
MOA  R 7250.934781 19.953571 0.141490 
MOA  R 7250.969568 19.951231 0.147425 
MOA  R 7251.005205 19.757416 0.115511 
MOA  R 7251.084969 19.873246 0.222280 
MOA  R 7253.887560 19.558032 0.174343 
MOA  R 7253.928146 19.427640 0.185756 
MOA  R 7254.007170 19.605276 0.170885 
MOA  R 7254.041687 19.930426 0.162858 
MOA  R 7254.075304 19.561161 0.125449 
MOA  R 7254.924300 19.754089 0.189226 
MOA  R 7254.957757 19.894995 0.194328 
MOA  R 7254.991124 19.706306 0.133098 
MOA  R 7255.814862 19.485740 0.260133 
MOA  R 7255.882946 19.712747 0.141987 
MOA  R 7255.918893 19.790223 0.145016 
MOA  R 7255.952370 19.853271 0.140323 
MOA  R 7255.985767 19.798565 0.141007 
MOA  R 7256.924694 19.727444 0.124708 
MOA  R 7256.958061 19.855159 0.157219 
MOA  R 7256.992548 19.617779 0.143418 
MOA  R 7257.025945 19.936375 0.225549 
MOA  R 7257.059312 19.879128 0.208805 
MOA  R 7257.828944 19.822284 0.176326 
MOA  R 7257.862321 19.794051 0.141969 
MOA  R 7257.900617 19.733275 0.183530 
MOA  R 7257.936474 19.674918 0.227159 
MOA  R 7260.926344 19.669447 0.192843 
MOA  R 7260.954842 19.511283 0.178056 
MOA  R 7260.981529 19.690209 0.219220 
MOA  R 7261.819232 19.808546 0.203459 
MOA  R 7261.896335 19.779923 0.183799 
MOA  R 7261.924853 19.749613 0.155677 
MOA  R 7261.951660 19.567233 0.143153 
MOA  R 7263.863763 19.662725 0.290613 
MOA  R 7265.864606 19.646985 0.293429 
MOA  R 7268.812697 19.863693 0.182582 
MOA  R 7269.854757 19.591174 0.113142 
MOA  R 7269.891394 20.112791 0.168271 
MOA  R 7269.933030 19.724961 0.160543 
MOA  R 7270.866910 19.860642 0.159306 
MOA  R 7270.901387 19.738719 0.127302 
MOA  R 7270.935003 19.581042 0.179182 
MOA  R 7270.970660 19.907747 0.150696 
MOA  R 7271.930288 19.695830 0.238183 
MOA  R 7272.854328 19.764645 0.135207 
MOA  R 7272.892564 19.937141 0.170742 
MOA  R 7272.925921 19.824023 0.116976 
MOA  R 7272.959268 19.759694 0.131108 
MOA  R 7272.992605 19.794142 0.135869 
MOA  R 7273.862230 19.593726 0.113904 
MOA  R 7273.895627 19.964141 0.176886 
MOA  R 7273.931294 19.841933 0.181951 
MOA  R 7278.827445 19.790390 0.191991 
MOA  R 7278.860792 19.593577 0.149893 
MOA  R 7278.894189 19.998283 0.207976 
MOA  R 7278.927525 19.971722 0.147339 
MOA  R 7279.007638 19.622821 0.158059 
MOA  R 7281.852408 19.587380 0.183955 
MOA  R 7285.828866 19.792008 0.188366 
MOA  R 7285.855354 20.048088 0.273729 
MOA  R 7285.888710 19.812476 0.193930 
MOA  R 7285.922057 19.749579 0.192305 
MOA  R 7285.955404 19.996009 0.226390 
MOA  R 7286.882543 19.838278 0.197705 
MOA  R 7286.915879 19.552436 0.214075 
MOA  R 7287.000761 19.305456 0.208359 
MOA  R 7287.839729 19.884281 0.178998 
MOA  R 7287.873065 20.028242 0.190435 
MOA  R 7287.906762 19.760340 0.166021 
MOA  R 7289.832963 19.860712 0.281532 
MOA  R 7291.935018 19.823550 0.254295 
MOA  R 7292.869987 20.122223 0.235782 
MOA  R 7292.949909 19.520065 0.164351 
MOA  R 7292.984416 19.373513 0.191163 
MOA  R 7294.835386 19.718460 0.169220 
MOA  R 7294.869893 19.877256 0.235723 
MOA  R 7294.948025 19.376306 0.242761 
MOA  R 7297.836628 19.948949 0.162353 
MOA  R 7303.843742 19.499205 0.120239 
MOA  R 7303.872529 19.891660 0.193328 
MOA  R 7303.905876 20.319211 0.288984 
MOA  R 7304.848299 19.952865 0.289538 
MOA  R 7304.881656 19.634159 0.134981 
MOA  R 7305.843988 19.436652 0.152694 
MOA  R 7309.856247 19.783916 0.200913 
MOA  R 7309.889614 20.151323 0.249406 
MOA  R 7326.874819 19.589604 0.296364 
MOA  R 7327.876497 19.398575 0.226568 
MOA  R 7421.168042 19.819851 0.261805 
MOA  R 7424.172831 19.973804 0.266725 
MOA  R 7426.177710 19.657073 0.198637 
MOA  R 7430.170608 19.692019 0.140671 
MOA  R 7432.112712 19.881592 0.242371 
MOA  R 7432.126704 20.143906 0.271681 
MOA  R 7432.157786 19.861677 0.166901 
MOA  R 7440.204724 19.695886 0.263455 
MOA  R 7449.088105 19.590616 0.268485 
MOA  R 7449.127218 19.755294 0.219039 
MOA  R 7452.116920 19.531304 0.279335 
MOA  R 7459.120092 19.360424 0.217031 
MOA  R 7459.205160 20.048597 0.218951 
MOA  R 7461.043963 19.937709 0.168658 
MOA  R 7461.104959 20.103186 0.201682 
MOA  R 7461.158564 20.044641 0.234867 
MOA  R 7461.225431 19.746292 0.235557 
MOA  R 7465.062463 20.060877 0.237301 
MOA  R 7465.101587 19.660157 0.114776 
MOA  R 7465.192366 19.946274 0.178980 
MOA  R 7465.229180 19.907700 0.161920 
MOA  R 7469.117125 19.814221 0.277096 
MOA  R 7470.185461 19.786126 0.153332 
MOA  R 7474.062531 19.754506 0.188921 
MOA  R 7474.155040 19.896520 0.173230 
MOA  R 7474.246179 19.720357 0.186826 
MOA  R 7475.151558 20.049127 0.297178 
MOA  R 7475.213064 19.897941 0.246807 
MOA  R 7476.024272 19.671808 0.273779 
MOA  R 7476.115061 19.934415 0.211842 
MOA  R 7476.150734 19.723013 0.195597 
MOA  R 7477.219688 19.738011 0.186157 
MOA  R 7478.198182 19.650311 0.291781 
MOA  R 7478.231545 19.631348 0.224411 
