# HJD mag err
2457152.832880 19.427 0.078
2457152.878040 19.511 0.076
2457153.641160 19.741 0.096
2457153.729970 19.640 0.064
2457153.819360 19.690 0.062
2457153.910020 19.727 0.101
2457154.664110 19.677 0.057
2457154.713380 19.550 0.056
2457154.757200 19.520 0.057
2457154.820490 19.562 0.071
2457154.873610 19.505 0.063
2457154.916970 19.532 0.063
2457155.632890 19.516 0.081
2457155.680550 19.700 0.077
2457155.724970 19.485 0.055
2457155.771610 19.615 0.063
2457155.838590 19.593 0.075
2457155.881870 19.420 0.066
2457155.925440 19.754 0.085
2457156.634410 19.695 0.065
2457156.675260 19.505 0.059
2457156.720780 19.542 0.050
2457156.798350 19.575 0.053
2457157.614340 19.792 0.085
2457157.658500 19.709 0.072
2457157.707980 19.465 0.055
2457157.767900 19.594 0.056
2457157.869960 19.713 0.101
2457157.914510 19.806 0.094
2457158.650030 19.820 0.101
2457158.694270 19.599 0.069
2457158.737950 19.537 0.065
2457158.793150 19.767 0.091
2457158.849030 19.604 0.087
2457158.892570 19.513 0.089
2457158.936740 19.846 0.133
2457159.636680 19.690 0.079
2457159.680260 19.630 0.069
2457159.724050 19.562 0.071
2457159.779590 19.724 0.076
2457159.835070 19.613 0.068
2457159.878900 19.432 0.071
2457159.923510 19.863 0.104
2457160.643580 19.788 0.105
2457160.688460 19.738 0.086
2457160.731790 19.553 0.064
2457160.799870 19.588 0.067
2457160.934820 19.418 0.088
2457161.638710 19.872 0.113
2457161.701410 19.531 0.049
2457161.754510 19.731 0.069
2457161.810960 19.517 0.056
2457161.855320 19.551 0.054
2457161.901200 19.507 0.068
2457162.599800 19.603 0.077
2457162.644420 19.911 0.120
2457162.689070 19.528 0.068
2457162.732570 19.452 0.070
2457162.799430 19.757 0.088
2457162.843460 19.578 0.077
2457162.890380 19.622 0.089
2457162.933930 19.724 0.104
2457163.638920 19.656 0.115
2457163.683550 19.533 0.093
2457163.727880 19.424 0.071
2457163.792630 19.576 0.080
2457163.837060 19.663 0.082
2457163.924810 19.966 0.165
2457164.742050 19.432 0.070
2457164.789380 19.738 0.070
2457164.852200 19.471 0.076
2457164.895470 19.756 0.112
2457164.939080 19.973 0.193
2457165.901860 19.580 0.104
2457166.630610 19.453 0.091
2457166.673910 19.689 0.093
2457166.727270 19.658 0.085
2457166.785400 19.594 0.074
2457166.873900 19.396 0.109
2457166.917970 19.790 0.114
2457168.807540 19.680 0.083
2457169.617340 19.591 0.068
2457169.661710 19.531 0.053
2457169.706420 19.609 0.059
2457169.772390 19.550 0.051
2457169.817020 19.642 0.059
2457169.871590 19.470 0.055
2457169.914920 19.509 0.074
2457170.590380 19.670 0.087
2457170.634300 19.449 0.061
2457170.678320 19.541 0.064
2457170.722710 19.756 0.091
2457170.792250 19.691 0.085
2457170.839160 19.565 0.070
2457171.843450 19.773 0.098
2457172.576620 19.833 0.159
2457172.619970 19.971 0.147
2457172.664500 19.462 0.080
2457172.708850 19.465 0.069
2457172.774900 19.623 0.095
2457172.818680 19.430 0.081
2457172.869920 19.960 0.145
2457172.913790 19.735 0.108
2457173.572530 19.685 0.182
2457173.625090 19.888 0.151
2457173.670790 19.453 0.076
2457173.725470 19.471 0.065
2457173.790250 19.749 0.104
2457173.837070 19.514 0.082
2457173.880950 19.541 0.090
2457173.925080 19.618 0.102
2457174.578930 19.733 0.152
2457174.620540 19.650 0.100
2457174.664810 19.802 0.101
2457174.708610 19.482 0.074
2457174.762410 19.635 0.083
2457174.807380 19.552 0.096
2457174.850910 19.876 0.138
2457174.897730 19.327 0.101
2457174.941330 19.637 0.122
2457175.602260 19.389 0.100
2457175.693290 19.799 0.118
2457175.887650 19.648 0.143
2457178.668480 19.435 0.083
2457178.839940 19.783 0.116
2457179.560660 19.504 0.103
2457179.604650 19.483 0.115
2457179.647710 19.531 0.116
2457179.691490 19.506 0.087
2457179.739020 19.565 0.086
2457179.783630 19.713 0.102
2457179.876250 19.694 0.117
2457179.920760 19.459 0.098
2457180.571440 19.970 0.135
2457180.657320 19.749 0.113
2457180.701380 19.615 0.079
2457180.748900 19.968 0.125
2457180.800100 19.500 0.072
2457180.847040 19.801 0.102
2457180.892190 19.712 0.103
2457181.581080 19.627 0.075
2457181.624220 19.500 0.061
2457181.692940 19.532 0.068
2457181.785640 19.685 0.093
2457181.830230 19.509 0.082
2457181.877770 19.838 0.128
2457182.569540 19.961 0.127
2457182.656390 19.655 0.070
2457182.720040 19.543 0.086
2457182.776140 19.704 0.083
2457182.819610 19.452 0.066
2457182.866580 19.929 0.099
2457182.911600 19.654 0.105
2457183.546370 19.933 0.147
2457183.595290 19.591 0.077
2457183.638990 19.643 0.081
2457183.692200 19.535 0.089
2457183.750600 19.902 0.122
2457183.793880 19.737 0.090
2457183.841460 19.703 0.095
2457183.886290 19.516 0.094
2457184.602360 19.569 0.097
2457184.645520 19.707 0.131
2457184.689400 19.394 0.077
2457184.756350 19.591 0.089
2457184.800180 19.852 0.130
2457184.847070 19.578 0.088
2457184.891480 19.657 0.099
2457185.581210 19.696 0.093
2457185.676940 19.541 0.108
2457185.734210 19.602 0.079
2457185.821320 19.724 0.110
2457185.866740 19.480 0.104
2457186.585610 19.503 0.087
2457186.629310 19.682 0.151
2457186.697430 19.668 0.129
2457186.827890 19.759 0.111
2457186.871390 19.569 0.101
2457187.579480 19.923 0.125
2457187.623510 19.587 0.090
2457187.686170 19.777 0.073
2457187.733160 19.644 0.070
2457187.777820 19.436 0.073
2457187.826890 19.429 0.067
2457188.578760 19.700 0.095
2457188.736190 19.440 0.072
2457188.780690 19.443 0.095
2457188.826690 19.395 0.093
2457189.552540 19.628 0.103
2457189.597910 19.666 0.082
2457189.662510 19.783 0.081
2457189.710390 19.635 0.080
2457189.755890 19.584 0.078
2457189.805060 19.742 0.086
2457189.848560 19.683 0.092
2457189.892160 20.033 0.174
2457190.531200 19.652 0.119
2457190.609190 19.467 0.075
2457190.655080 19.592 0.066
2457190.724700 19.911 0.110
2457190.771180 19.772 0.099
2457190.822430 19.583 0.091
2457191.606560 19.530 0.084
2457191.650540 19.690 0.084
2457191.790410 19.689 0.121
2457191.835920 19.431 0.098
2457192.824250 19.492 0.057
2457192.853890 19.658 0.095
2457193.580000 19.493 0.055
2457193.614270 19.640 0.066
2457193.660030 19.681 0.053
2457193.700840 19.599 0.049
2457193.747430 19.548 0.058
2457193.800810 19.500 0.053
2457193.850690 19.547 0.068
2457194.535040 19.701 0.076
2457194.583400 19.583 0.068
2457194.627920 19.716 0.075
2457194.697670 19.546 0.058
2457194.744780 19.778 0.083
2457194.789210 19.665 0.108
2457195.592380 19.819 0.078
2457196.849070 19.615 0.142
2457196.863940 19.482 0.097
2457197.526210 19.651 0.122
2457197.569000 19.738 0.091
2457197.615640 19.740 0.077
2457197.716380 19.809 0.089
2457197.814310 19.994 0.143
2457198.537200 19.715 0.111
2457198.580000 19.875 0.113
2457198.625290 19.709 0.082
2457198.680120 19.630 0.076
2457198.737250 19.757 0.091
2457198.780520 19.959 0.127
2457198.826280 19.784 0.215
2457199.527990 19.640 0.094
2457199.571100 19.675 0.081
2457199.614510 19.534 0.063
2457199.659030 19.619 0.057
2457199.724670 19.545 0.063
2457199.768250 19.643 0.069
2457199.811290 19.660 0.071
2457199.856860 19.519 0.077
2457200.494580 19.831 0.133
2457200.540620 19.744 0.076
2457200.571070 19.506 0.062
2457200.596070 19.598 0.062
2457200.640440 19.676 0.058
2457200.688080 19.621 0.060
2457200.733130 19.714 0.081
2457200.780360 19.487 0.078
2457200.826730 19.460 0.078
2457200.880350 19.780 0.097
2457202.584300 19.926 0.152
2457202.690960 19.512 0.117
2457202.741390 19.547 0.124
2457202.787380 20.028 0.230
2457202.848860 19.652 0.157
2457206.558070 19.843 0.166
2457206.602540 20.087 0.198
2457206.648970 19.706 0.130
2457206.704090 19.813 0.152
2457206.747080 19.570 0.107
2457206.792200 19.713 0.124
2457206.835000 19.881 0.193
2457207.525980 19.582 0.100
2457207.613900 19.845 0.103
2457207.660050 19.775 0.103
2457207.705950 19.425 0.079
2457207.749810 19.554 0.139
2457207.797310 19.747 0.173
2457207.817760 19.610 0.120
2457207.863990 19.337 0.123
2457208.490280 19.793 0.108
2457209.620220 19.669 0.101
2457209.652290 19.497 0.096
2457209.695800 19.586 0.086
2457209.739420 19.426 0.081
2457209.783270 19.491 0.089
2457209.825430 19.714 0.145
2457210.837240 19.401 0.132
2457211.474700 19.681 0.134
2457211.517530 19.803 0.136
2457211.603110 19.492 0.060
2457211.714510 19.698 0.077
2457211.757730 19.602 0.086
2457212.573810 19.730 0.080
2457214.513970 19.641 0.112
2457214.565600 19.922 0.111
2457214.728960 19.829 0.127
2457217.566780 19.734 0.111
2457217.619810 19.758 0.119
2457217.748800 19.537 0.115
2457219.494810 19.375 0.099
2457219.557340 19.294 0.110
2457219.606760 19.812 0.079
2457219.672670 19.592 0.072
2457219.716720 19.656 0.088
2457220.470160 19.906 0.176
2457220.483370 19.621 0.101
2457220.526320 19.708 0.090
2457220.569230 19.693 0.076
2457220.625080 19.585 0.052
2457220.680500 19.723 0.057
2457220.724590 19.562 0.054
2457220.768590 19.824 0.092
2457221.485860 19.754 0.111
2457221.529930 19.852 0.122
2457221.573090 19.551 0.077
2457221.628510 19.732 0.081
2457221.682790 19.998 0.124
2457221.726460 19.623 0.070
2457222.488340 19.834 0.128
2457222.541130 19.501 0.081
2457222.591080 19.707 0.079
2457222.645620 19.678 0.089
2457222.662100 19.433 0.076
2457222.721200 19.629 0.111
2457222.775690 19.573 0.095
2457223.499790 19.842 0.157
2457223.545560 19.527 0.100
2457223.653930 19.619 0.090
2457223.740640 19.689 0.127
2457224.465740 19.877 0.121
2457224.509830 19.790 0.095
2457224.627870 19.766 0.130
2457224.677020 19.815 0.118
2457224.730060 19.704 0.126
2457224.772930 19.790 0.128
2457225.481650 20.016 0.137
2457225.525420 19.596 0.067
2457225.568830 19.600 0.082
2457226.513590 19.738 0.108
2457226.557390 19.743 0.098
2457226.615890 19.498 0.068
2457226.669330 19.761 0.074
2457226.713020 19.540 0.070
2457226.755900 19.670 0.107
2457226.793880 19.585 0.102
2457227.496560 19.591 0.130
2457227.539860 19.667 0.069
2457227.592780 19.569 0.055
2457227.694920 19.561 0.061
2457227.737690 19.827 0.103
2457227.781900 19.998 0.170
2457228.483640 19.736 0.111
2457228.528120 19.882 0.127
2457228.571850 19.797 0.093
2457228.638540 19.578 0.072
2457228.688590 20.066 0.171
2457228.734720 19.794 0.111
2457229.497580 19.517 0.069
2457229.540770 19.645 0.075
2457229.584170 19.560 0.056
2457229.629510 19.629 0.077
2457229.676580 19.576 0.075
2457229.719970 19.625 0.079
2457233.495900 19.858 0.175
2457233.677870 20.084 0.190
2457234.641490 19.318 0.151
2457235.647840 19.606 0.114
2457235.746370 19.899 0.153
2457236.475850 20.061 0.172
2457236.523810 19.760 0.131
2457236.571590 19.564 0.104
2457236.610300 20.000 0.143
2457248.478900 19.895 0.151
2457249.529780 19.665 0.121
2457249.584060 19.611 0.088
2457249.660600 19.510 0.089
2457249.699550 19.614 0.133
2457250.555810 19.696 0.091
2457250.615450 19.418 0.073
2457252.533390 19.927 0.135
2457252.601070 19.604 0.092
2457253.502870 19.868 0.132
2457253.571020 19.575 0.067
2457253.616840 19.754 0.088
2457253.665660 19.871 0.110
2457255.489710 19.623 0.083
2457255.554360 19.523 0.094
2457255.604400 19.468 0.088
2457255.648080 19.686 0.096
2457256.508730 19.714 0.096
2457256.577580 19.581 0.140
2457256.621670 19.749 0.121
2457256.665630 19.493 0.118
2457257.571800 19.827 0.143
2457257.641180 19.886 0.119
2457257.682380 19.512 0.080
2457261.511160 19.481 0.170
2457261.557240 19.638 0.150
2457261.594650 20.054 0.225
2457261.647360 19.858 0.177
2457263.481260 19.994 0.126
2457263.529180 19.663 0.089
2457263.574200 19.633 0.086
2457263.618400 19.687 0.101
2457263.663170 19.675 0.107
2457264.478960 19.921 0.163
2457264.536020 20.073 0.160
2457264.580890 19.715 0.104
2457264.625230 19.621 0.092
2457264.687160 20.279 0.224
2457265.513010 19.546 0.069
2457265.559130 19.462 0.072
2457265.604200 19.728 0.091
2457265.676080 19.665 0.108
2457266.482540 19.279 0.115
2457267.477200 19.842 0.157
2457267.534830 19.948 0.133
2457267.591290 19.694 0.097
2457268.478340 19.731 0.099
2457268.533640 19.651 0.062
2457268.606390 19.681 0.062
2457268.649990 19.604 0.068
2457269.502120 19.439 0.072
2457269.556580 19.785 0.089
2457269.624820 19.449 0.065
2457269.663660 19.620 0.099
2457270.477830 19.942 0.124
2457270.524200 19.461 0.065
2457270.577980 19.839 0.091
2457270.617670 19.963 0.121
2457271.515360 19.777 0.170
2457271.563300 19.461 0.085
2457271.630110 19.531 0.085
2457272.515600 19.824 0.152
2457272.559280 19.456 0.103
2457273.534120 20.029 0.195
2457273.579910 19.484 0.109
2457273.634820 19.626 0.099
2457275.536880 19.589 0.169
2457275.591260 19.683 0.154
2457277.496960 19.529 0.121
2457277.541210 19.793 0.126
2457277.606730 19.558 0.110
2457277.652250 20.022 0.183
2457278.524400 19.579 0.140
2457278.596140 19.891 0.132
2457278.639070 19.778 0.150
2457281.488590 19.541 0.145
2457281.537280 20.084 0.201
2457283.573080 20.139 0.237
2457284.480010 19.860 0.135
2457284.546600 19.478 0.080
2457291.542830 19.426 0.153
2457292.573750 19.828 0.207
2457293.482270 19.782 0.222
2457293.531220 19.714 0.124
2457294.542470 19.465 0.136
2457295.502730 20.158 0.218
2457295.576010 19.887 0.132
2457299.492210 19.870 0.149
2457307.529310 19.480 0.132
2457311.531420 19.659 0.096
2457317.507500 20.024 0.205
2457318.506620 19.834 0.129
2457320.506820 19.275 0.137
2457424.854320 19.638 0.074
2457425.849360 20.105 0.189
2457426.848720 19.473 0.129
2457427.843220 19.705 0.118
2457427.886620 19.883 0.191
2457428.838940 19.619 0.076
2457428.879050 19.596 0.078
2457430.859700 19.903 0.111
2457432.837360 19.395 0.072
2457434.891440 19.482 0.099
2457435.838520 19.635 0.146
2457437.830960 19.696 0.079
2457437.871110 19.655 0.072
2457438.825630 19.687 0.109
2457438.864440 19.595 0.083
2457439.823670 19.755 0.150
2457439.864730 19.581 0.100
2457440.863140 19.434 0.073
2457441.820280 19.598 0.131
2457442.857760 19.488 0.091
2457443.812400 20.068 0.208
2457444.811120 19.807 0.145
2457445.809890 19.582 0.121
2457445.847210 19.568 0.084
2457446.831580 19.633 0.075
2457446.871510 19.578 0.057
2457447.843350 19.584 0.075
2457447.881130 19.589 0.077
2457448.821120 19.506 0.082
2457448.863690 19.489 0.075
2457451.811040 19.676 0.095
2457451.869520 19.566 0.103
2457452.796420 19.627 0.075
2457452.841590 19.585 0.056
2457452.888380 19.577 0.056
2457453.808960 19.523 0.056
2457453.863040 19.450 0.050
2457453.906980 19.694 0.114
2457454.888670 19.477 0.072
2457455.817000 19.451 0.068
2457456.790460 19.719 0.121
2457456.837020 19.422 0.073
2457456.891630 19.494 0.072
2457457.798730 19.405 0.066
2457457.848110 19.479 0.079
2457457.902850 19.935 0.125
2457458.812420 19.716 0.106
2457458.867060 19.504 0.077
2457460.780620 19.761 0.106
2457460.826450 19.615 0.075
2457460.882190 19.437 0.054
2457461.783940 19.749 0.071
2457461.828490 19.535 0.052
2457461.892290 19.561 0.053
2457462.781650 19.561 0.081
2457462.889640 19.565 0.054
2457463.889450 19.651 0.064
2457465.784500 19.763 0.091
2457465.829230 19.476 0.067
2457465.883310 19.455 0.064
2457466.855130 19.631 0.071
2457466.904930 19.519 0.061
2457467.874750 19.644 0.065
2457470.753940 19.483 0.135
2457470.800850 19.425 0.073
2457470.845450 19.549 0.100
2457470.899690 19.521 0.066
2457471.767050 19.794 0.138
2457471.811060 19.391 0.081
2457471.867980 19.755 0.103
2457471.911960 19.382 0.072
2457472.776720 19.637 0.099
2457472.821430 19.417 0.072
2457472.876550 19.785 0.101
2457473.749380 19.671 0.134
2457474.768340 19.792 0.129
2457474.807580 19.386 0.074
2457474.845550 19.735 0.096
2457475.741580 19.611 0.153
2457475.865570 19.368 0.155
2457475.907880 19.364 0.073
2457484.756370 19.528 0.085
2457485.774810 19.368 0.075
2457485.880400 19.461 0.065
2457486.781250 19.444 0.079
2457486.890960 19.409 0.087
2457487.774920 19.686 0.091
2457487.894990 19.630 0.084
2457488.900190 19.560 0.064
2457492.776180 19.482 0.061
2457493.763790 19.495 0.061
2457493.884280 19.536 0.059
2457494.745390 19.710 0.079
2457494.869800 19.621 0.062
2457495.716490 19.444 0.080
2457497.858250 19.581 0.078
2457498.718140 19.696 0.110
2457498.855270 19.569 0.099
2457499.708850 19.621 0.099
2457507.759300 19.370 0.069
2457508.684770 19.642 0.060
2457508.698880 19.460 0.051
2457508.807740 19.592 0.050
2457508.910510 19.459 0.066
2457511.755610 19.381 0.046
2457511.877140 19.461 0.064
2457519.814930 19.565 0.093
2457526.651100 19.228 0.069
2457526.774960 19.538 0.080
2457526.895220 19.618 0.118
2457528.886720 19.571 0.122
2457530.744940 19.319 0.079
2457534.727740 19.112 0.057
2457534.841580 19.387 0.072
2457536.612510 19.179 0.078
2457536.737940 19.171 0.053
2457536.838090 19.135 0.055
2457546.671400 18.358 0.031
2457546.806020 18.476 0.033
2457546.904570 18.399 0.043
2457547.549130 18.442 0.043
2457547.657950 18.497 0.027
2457547.799630 18.384 0.028
2457548.794590 18.341 0.024
2457549.810670 18.389 0.026
2457549.908740 18.471 0.037
2457550.663580 18.296 0.040
2457550.803200 18.340 0.026
2457554.564750 18.222 0.043
2457555.599700 18.013 0.023
2457555.707070 18.025 0.020
2457557.648130 17.503 0.014
2457557.700920 17.325 0.014
2457557.771760 17.291 0.013
2457561.519630 19.201 0.103
2457561.655620 18.870 0.059
2457561.772850 18.999 0.057
2457562.533150 18.982 0.085
2457566.614560 18.973 0.076
2457566.727000 19.011 0.047
2457567.534440 19.240 0.070
2457567.653720 19.173 0.052
2457567.756030 19.179 0.064
2457567.854350 19.245 0.090
2457568.628450 19.034 0.052
2457568.754850 19.026 0.071
2457569.523110 19.159 0.085
2457569.656420 19.158 0.052
2457569.772350 19.347 0.076
2457570.596500 19.393 0.055
2457570.693990 19.221 0.063
2457570.784080 19.237 0.065
2457570.845230 19.157 0.083
2457573.655470 19.253 0.057
2457573.709350 19.161 0.062
2457575.537080 19.254 0.079
2457575.638930 19.218 0.063
2457575.689040 19.303 0.046
2457576.505180 19.363 0.067
2457576.630570 19.339 0.042
2457576.672560 19.464 0.063
2457576.711150 19.213 0.054
2457576.787620 19.602 0.093
2457576.826100 19.452 0.087
2457577.544170 19.674 0.128
2457577.588280 19.319 0.062
2457579.671750 19.583 0.068
2457579.725780 19.250 0.081
2457579.766380 19.586 0.081
2457581.806720 19.475 0.091
2457582.657830 19.806 0.143
2457582.729910 19.506 0.082
2457583.756450 19.607 0.097
2457584.539050 19.650 0.104
2457584.577730 19.224 0.083
2457584.656530 19.548 0.091
2457584.694470 19.362 0.088
2457584.783140 19.401 0.088
2457589.498760 19.954 0.191
2457589.627530 19.212 0.084
2457589.672440 19.633 0.135
2457589.710610 19.248 0.089
2457589.795290 19.645 0.153
2457590.509770 19.493 0.081
2457590.547540 19.463 0.069
2457590.586050 19.617 0.074
2457590.629180 19.544 0.078
2457590.670150 19.492 0.082
2457591.504760 19.798 0.110
2457593.579280 19.398 0.062
2457593.663430 19.588 0.069
2457593.700600 19.636 0.073
2457593.739280 19.389 0.059
2457595.709450 19.379 0.112
2457596.505620 19.582 0.067
2457596.555080 19.459 0.047
2457597.584460 19.405 0.068
2457599.593200 19.393 0.089
2457599.636090 19.650 0.098
2457599.717000 19.651 0.100
2457599.758660 19.464 0.080
2457600.520170 19.497 0.112
2457600.585940 19.368 0.082
2457600.677860 19.552 0.084
2457601.741320 19.456 0.084
2457602.497410 19.426 0.098
2457602.542960 19.852 0.133
2457602.582270 19.631 0.094
2457602.677300 19.813 0.099
2457602.714620 19.344 0.081
2457602.754380 19.421 0.092
2457603.556910 19.411 0.063
2457603.680130 19.411 0.059
2457604.480050 19.383 0.085
2457604.520880 19.288 0.079
2457604.558230 19.487 0.060
2457604.636340 19.664 0.081
2457604.674770 19.466 0.076
2457604.712240 19.633 0.082
2457604.750460 19.619 0.087
2457605.487260 19.360 0.066
2457605.529510 19.759 0.092
2457605.581270 19.549 0.079
2457605.665970 19.590 0.088
2457605.740790 19.777 0.108
2457606.689470 19.536 0.096
2457606.740060 19.258 0.107
2457607.502380 19.667 0.100
2457608.488590 19.326 0.076
2457608.546770 19.611 0.068
2457608.619750 19.403 0.054
2457608.664080 19.774 0.082
2457608.708470 19.695 0.089
2457609.489570 19.950 0.140
2457609.533840 19.406 0.085
2457609.600450 19.358 0.062
2457609.693920 19.740 0.113
2457610.662530 19.388 0.060
2457611.523900 19.712 0.125
2457612.521570 19.505 0.118
2457612.637530 19.621 0.132
2457616.529440 19.265 0.104
2457616.675510 19.801 0.114
2457617.603840 19.353 0.098
2457617.647590 19.338 0.081
2457617.691340 19.608 0.131
2457618.473990 19.951 0.180
2457618.564610 19.401 0.079
2457618.693740 19.355 0.098
2457619.554880 19.562 0.118
2457621.486500 19.948 0.137
2457621.550260 19.905 0.113
2457621.600540 19.944 0.127
2457621.649750 19.464 0.089
2457621.696440 19.550 0.122
2457622.507530 19.549 0.077
2457622.556750 19.702 0.086
2457622.611100 19.759 0.095
2457622.664730 19.770 0.086
2457622.700710 19.888 0.103
2457623.532410 19.756 0.096
2457623.595760 19.503 0.067
2457623.639950 19.535 0.077
2457624.472320 19.716 0.123
2457624.519800 19.623 0.081
2457624.583480 19.504 0.085
2457624.678320 19.509 0.083
2457625.505000 19.731 0.090
2457625.576810 19.799 0.091
2457625.620670 19.617 0.091
2457625.674840 19.760 0.118
2457626.507630 19.578 0.084
2457626.561640 19.716 0.103
2457626.628250 19.641 0.088
2457626.672970 19.574 0.084
2457630.526770 19.649 0.082
2457630.571570 19.908 0.111
2457630.616120 19.724 0.095
2457631.518030 19.525 0.064
2457631.563130 19.655 0.069
2457631.607740 19.811 0.075
2457631.651290 19.706 0.078
2457632.517370 19.625 0.074
2457632.562320 19.511 0.073
2457632.607260 19.779 0.092
2457632.649960 19.510 0.094
2457633.574390 19.509 0.108
2457633.619830 19.823 0.125
2457634.505190 19.875 0.164
2457634.550750 19.662 0.122
2457635.476580 19.483 0.113
2457635.535730 19.647 0.116
2457635.587680 19.912 0.126
2457636.491260 20.197 0.222
2457636.543190 19.724 0.129
2457636.588360 20.104 0.184
2457636.630240 19.714 0.108
2457637.499770 19.750 0.129
2457637.548470 19.888 0.111
2457637.592320 19.601 0.078
2457637.634260 19.625 0.108
2457638.514950 20.050 0.177
2457639.473720 19.844 0.180
2457639.527990 19.414 0.093
2457639.582850 19.702 0.081
2457639.626730 19.692 0.087
2457643.574690 19.762 0.211
2457644.492910 19.567 0.159
2457644.530490 19.284 0.114
2457644.573540 19.934 0.196
2457645.472740 19.257 0.129
2457647.508770 19.251 0.121
2457648.519210 19.597 0.124
2457648.606450 19.762 0.133
2457649.513500 19.679 0.087
2457649.558400 19.860 0.111
2457649.602430 19.471 0.084
2457650.470220 19.861 0.116
2457651.524770 19.680 0.095
2457652.552700 19.729 0.089
2457653.589450 19.466 0.072
2457656.470920 20.231 0.212
2457657.577230 19.772 0.100
2457660.526210 19.661 0.128
2457662.471940 19.644 0.141
2457671.530010 19.723 0.149
